"Dist Code","Year","State Code","State Name","Dist Name","PRIMARY SECTOR CONSTANT PRICES (Millions in Rs)","PRIMARY SECTOR CURRENT PRICES (Millions in Rs)","PRIMARY SECTOR CONSTANT SHARES (Percent)","PRIMARY SECTOR CURRENT SHARES (Percent)","SECONDARY SECTOR CONSTANT PRICES (Millions in Rs)","SECONDARY SECTOR CURRENT PRICES (Millions in Rs)","SECONDARY SECTOR CONSTANT SHARES (Percent)","SECONDARY SECTOR CURRENT SHARES (Percent)","TERTIARY SECTOR CONSTANT PRICES (Millions in Rs)","TERTIARY SECTOR CURRENT PRICES (Millions in Rs)","TERTIARY SECTOR CONSTANT SHARES (Percent)","TERTIARY SECTOR CURRENT SHARES (Percent)","TOTAL CONSTANT PRICES (Millions in Rs)","TOTAL CURRENT PRICES (Millions in Rs)","PER CAPITA CURRENT PRICES (1000 in Rs)"
"1041","2010 (2004)","12","Uttar Pradesh","Kannauj","12448","22953","48.88","55.42","4310","6294","16.93","15.2","8706","12173","34.19","29.39","25464","41420","25"
"1041","2011 (2004)","12","Uttar Pradesh","Kannauj","12923","27156","48.64","57.6","4424","6615","16.65","14.03","9220","13371","34.7","28.36","26567","47142","28"
"1041","2012 (2004)","12","Uttar Pradesh","Kannauj","13371","30931","48.66","58.48","4367","7051","15.89","13.33","9740","14912","35.45","28.19","27477","52894","31"
"1041","2013 (2004)","12","Uttar Pradesh","Kannauj","13615","35694","48.15","59.24","4431","7574","15.67","12.57","10231","16987","36.18","28.19","28277","60255","35"
"1042","2007 (2004)","12","Uttar Pradesh","Kushambi","3274","4070","22.5","23.21","3142","3838","21.59","21.88","8134","9629","55.9","54.9","14550","17538","12"
"1042","2008 (2004)","12","Uttar Pradesh","Kushambi","3400","4966","21.21","23.91","3506","4538","21.87","21.85","9123","11268","56.92","54.25","16029","20772","14"
"1042","2009 (2004)","12","Uttar Pradesh","Kushambi","3870","6472","22.31","25.84","3467","5019","19.98","20.04","10013","13551","57.71","54.11","17350","25042","16"
"1042","2010 (2004)","12","Uttar Pradesh","Kushambi","3654","6667","19.56","23.32","3778","5780","20.23","20.22","11245","16141","60.21","56.46","18677","28588","18"
"1042","2011 (2004)","12","Uttar Pradesh","Kushambi","3549","7357","18.66","24.09","3233","4947","17.0","16.2","12241","18234","64.35","59.71","19023","30538","19"
"1042","2012 (2004)","12","Uttar Pradesh","Kushambi","3439","7791","17.08","22.71","3153","5207","15.66","15.18","13541","21315","67.26","62.12","20133","34312","21"
"1042","2013 (2004)","12","Uttar Pradesh","Kushambi","3304","8717","15.66","22.09","3204","5684","15.18","14.4","14596","25059","69.16","63.5","21104","39460","24"
"1043","2007 (2004)","16","Uttarakhand","Rudraprayag","1227","1560","17.02","17.72","1096","1512","15.2","17.18","4888","5731","67.79","65.11","7211","8802","37"
"1043","2008 (2004)","16","Uttarakhand","Rudraprayag","1204","1796","14.74","16.62","1093","1629","13.38","15.08","5874","7380","71.89","68.3","8171","10805","46"
"1043","2009 (2004)","16","Uttarakhand","Rudraprayag","1083","1788","11.14","13.14","1249","2088","12.84","15.34","7394","9736","76.02","71.53","9726","13612","57"
"1043","2010 (2004)","16","Uttarakhand","Rudraprayag","1173","2208","10.62","13.25","1443","2639","13.07","15.84","8428","11815","76.31","70.91","11044","16662","69"
"1043","2011 (2004)","16","Uttarakhand","Rudraprayag","1222","2610","9.82","13.04","1633","3013","13.12","15.05","9589","14398","77.06","71.91","12443","20021","83"
"1043","2012 (2004)","16","Uttarakhand","Rudraprayag","1301","3071","9.39","12.86","1904","3832","13.75","16.05","10646","16975","76.86","71.09","13851","23877","98"
"1043","2013 (2004)","16","Uttarakhand","Rudraprayag","1374","3466","8.86","12.24","2283","4711","14.71","16.63","11858","20148","76.42","71.13","15516","28325","115"
"1044","2007 (2004)","12","Uttar Pradesh","Santh Ravi Das Nagar Bhadoi","2027","2513","9.09","9.57","10456","12270","46.91","46.74","9806","11468","43.99","43.68","22289","26252","18"
"1044","2008 (2004)","12","Uttar Pradesh","Santh Ravi Das Nagar Bhadoi","2098","3082","9.15","10.72","9956","12391","43.41","43.08","10883","13287","47.45","46.2","22937","28760","19"
"1044","2009 (2004)","12","Uttar Pradesh","Santh Ravi Das Nagar Bhadoi","1968","3306","8.0","9.92","10889","14268","44.25","42.83","11752","15738","47.75","47.24","24609","33312","22"
"1044","2010 (2004)","12","Uttar Pradesh","Santh Ravi Das Nagar Bhadoi","2304","4229","8.33","10.56","11755","16355","42.51","40.85","13596","19451","49.16","48.58","27655","40035","26"
"1044","2011 (2004)","12","Uttar Pradesh","Santh Ravi Das Nagar Bhadoi","2198","4575","7.74","10.57","11294","16562","39.79","38.25","14890","22157","52.46","51.18","28382","43295","27"
"1044","2012 (2004)","12","Uttar Pradesh","Santh Ravi Das Nagar Bhadoi","2095","4771","7.05","9.87","10936","17196","36.8","35.58","16690","26359","56.16","54.54","29721","48326","30"
"1044","2013 (2004)","12","Uttar Pradesh","Santh Ravi Das Nagar Bhadoi","1976","5228","6.32","9.48","10977","18145","35.09","32.91","18328","31756","58.59","57.6","31280","55129","34"
"1045","2007 (2004)","12","Uttar Pradesh","Santh Kabir Nagar","4785","5848","32.34","32.95","2192","2704","14.81","15.23","7819","9197","52.84","51.81","14797","17750","11"
"1045","2008 (2004)","12","Uttar Pradesh","Santh Kabir Nagar","4888","7078","30.16","33.62","2275","2877","14.04","13.67","9043","11095","55.8","52.71","16206","21050","13"
"1045","2009 (2004)","12","Uttar Pradesh","Santh Kabir Nagar","3787","6157","23.33","26.73","2327","3229","14.33","14.02","10119","13647","62.34","59.25","16233","23033","14"
"1045","2010 (2004)","12","Uttar Pradesh","Santh Kabir Nagar","4620","8224","24.16","28.2","2382","3528","12.46","12.1","12121","17406","63.38","59.7","19123","29158","17"
"1045","2011 (2004)","12","Uttar Pradesh","Santh Kabir Nagar","4612","9523","22.27","28.48","2480","3644","11.98","10.9","13613","20271","65.75","60.62","20705","33439","19"
"1045","2012 (2004)","12","Uttar Pradesh","Santh Kabir Nagar","4596","10379","20.41","26.84","2378","3804","10.56","9.84","15538","24493","69.02","63.33","22513","38676","22"
"1045","2013 (2004)","12","Uttar Pradesh","Santh Kabir Nagar","4591","11785","18.87","25.77","2412","4078","9.91","8.92","17331","29873","71.22","65.32","24333","45736","26"
"1046","2007 (2004)","12","Uttar Pradesh","Shravasti","4668","5775","47.23","47.93","950","1203","9.61","9.98","4265","5072","43.15","42.09","9883","12050","11"
"1046","2008 (2004)","12","Uttar Pradesh","Shravasti","4777","7037","44.83","49.02","1044","1343","9.8","9.36","4835","5975","45.37","41.63","10656","14354","13"
"1046","2009 (2004)","12","Uttar Pradesh","Shravasti","4596","7760","40.22","45.58","1071","1550","9.37","9.1","5759","7715","50.4","45.32","11426","17025","15"
"1046","2010 (2004)","12","Uttar Pradesh","Shravasti","3703","6797","31.67","37.09","1124","1749","9.61","9.54","6864","9778","58.71","53.36","11691","18324","16"
"1046","2011 (2004)","12","Uttar Pradesh","Shravasti","3546","7370","28.83","36.16","1206","1826","9.81","8.96","7546","11188","61.36","54.89","12298","20384","18"
"1046","2012 (2004)","12","Uttar Pradesh","Shravasti","3387","7702","26.04","33.73","1203","1997","9.25","8.75","8418","13136","64.71","57.53","13008","22835","21"
"1046","2013 (2004)","12","Uttar Pradesh","Shravasti","3200","8483","23.52","32.28","1214","2147","8.92","8.17","9194","15648","67.56","59.55","13608","26278","24"
"1047","2007 (2004)","17","Assam","Bongaigaon","3249","4187","26.1","27.84","3173","3942","25.49","26.21","6028","6912","48.42","45.96","12450","15040","22"
"1047","2008 (2004)","17","Assam","Bongaigaon","3322","4670","24.4","26.77","3701","4831","27.18","27.7","6593","7941","48.42","45.53","13617","17442","25"
"1047","2009 (2004)","17","Assam","Bongaigaon","2725","4252","18.72","21.3","4244","5744","29.15","28.77","7588","9970","52.13","49.93","14557","19966","28"
"1047","2010 (2004)","17","Assam","Bongaigaon","2463","4422","15.89","18.78","4422","7526","28.52","31.96","8621","11602","55.6","49.27","15505","23550","32"
"1047","2011 (2004)","17","Assam","Bongaigaon","2633","5008","15.96","19.02","4322","7864","26.2","29.87","9541","13458","57.84","51.11","16495","26330","36"
"1047","2012 (2004)","17","Assam","Bongaigaon","2794","5651","15.75","18.77","4579","8691","25.81","28.87","10367","15762","58.44","52.36","17741","30104","40"
"1047","2013 (2004)","17","Assam","Bongaigaon","2974","6722","15.82","19.37","4831","9979","25.7","28.76","10996","18001","58.49","51.87","18801","34702","45"
"1048","2007 (2004)","17","Assam","Dhemaji","2564","3194","30.7","32.23","755","908","9.04","9.16","5034","5809","60.27","58.61","8353","9911","16"
"1048","2008 (2004)","17","Assam","Dhemaji","2637","3615","30.19","32.53","1007","1300","11.53","11.7","5091","6198","58.28","55.77","8735","11113","17"
"1048","2009 (2004)","17","Assam","Dhemaji","3243","5030","32.47","36.26","1116","1489","11.17","10.73","5628","7352","56.35","53.0","9988","13871","21"
"1048","2010 (2004)","17","Assam","Dhemaji","3200","5542","32.2","36.69","1129","1897","11.36","12.56","5608","7666","56.44","50.75","9937","15105","22"
"1048","2011 (2004)","17","Assam","Dhemaji","3463","6421","33.63","38.62","1134","1995","11.01","12.0","5700","8211","55.36","49.38","10296","16628","24"
"1048","2012 (2004)","17","Assam","Dhemaji","3720","7343","34.7","40.06","1163","2129","10.85","11.61","5837","8858","54.44","48.33","10721","18330","26"
"1048","2013 (2004)","17","Assam","Dhemaji","3998","8785","35.81","42.0","1202","2368","10.77","11.32","5965","9766","53.43","46.68","11165","20919","29"
"1049","2007 (2004)","17","Assam","Hailakandi","3036","3761","32.05","33.37","1947","2392","20.55","21.22","4491","5118","47.41","45.41","9473","11271","18"
"1049","2008 (2004)","17","Assam","Hailakandi","3096","4183","30.35","32.36","2370","3074","23.23","23.78","4737","5670","46.43","43.86","10202","12927","21"
"1049","2009 (2004)","17","Assam","Hailakandi","2890","4342","26.78","29.54","2598","3485","24.08","23.71","5303","6871","49.14","46.75","10791","14698","23"
"1049","2010 (2004)","17","Assam","Hailakandi","3058","5155","26.38","29.35","2676","4528","23.08","25.78","5859","7883","50.54","44.88","11593","17565","27"
"1049","2011 (2004)","17","Assam","Hailakandi","3259","5882","27.32","30.84","2550","4548","21.38","23.84","6118","8643","51.3","45.31","11927","19074","29"
"1049","2012 (2004)","17","Assam","Hailakandi","3444","6610","27.1","30.71","2697","5000","21.22","23.23","6567","9914","51.68","46.06","12707","21524","32"
"1049","2013 (2004)","17","Assam","Hailakandi","3651","7782","26.85","31.01","2988","5981","21.97","23.83","6960","11333","51.18","45.16","13599","25095","37"
"1050","2007 (2004)","17","Assam","Marigaon","2718","3472","28.21","30.1","1556","1906","16.15","16.52","5362","6158","55.65","53.38","9636","11536","13"
"1050","2008 (2004)","17","Assam","Marigaon","2665","3714","25.7","28.13","1989","2577","19.18","19.52","5715","6911","55.12","52.35","10368","13201","15"
"1050","2009 (2004)","17","Assam","Marigaon","2647","4099","22.66","25.74","2284","3054","19.55","19.18","6748","8771","57.77","55.08","11680","15924","17"
"1050","2010 (2004)","17","Assam","Marigaon","3021","5327","24.21","28.26","2322","3923","18.61","20.81","7133","9600","57.17","50.93","12476","18850","20"
"1050","2011 (2004)","17","Assam","Marigaon","3118","5841","23.45","27.49","2598","4647","19.54","21.87","7582","10763","57.02","50.65","13298","21251","22"
"1050","2012 (2004)","17","Assam","Marigaon","3194","6349","22.79","26.9","2753","5121","19.64","21.7","8069","12131","57.57","51.4","14016","23600","24"
"1050","2013 (2004)","17","Assam","Marigaon","3274","7240","22.17","26.84","2944","5921","19.94","21.95","8547","13815","57.89","51.21","14765","26976","27"
"1051","2007 (2004)","17","Assam","Tinsukia","5297","6674","14.14","15.37","13807","15670","36.86","36.09","18352","21079","49.0","48.54","37455","43423","35"
"1051","2008 (2004)","17","Assam","Tinsukia","5414","7456","14.29","15.37","13203","17672","34.86","36.42","19260","23395","50.85","48.22","37876","48522","38"
"1051","2009 (2004)","17","Assam","Tinsukia","4730","7230","11.7","12.91","14297","20701","35.37","36.97","21391","28063","52.92","50.12","40418","55993","43"
"1051","2010 (2004)","17","Assam","Tinsukia","6011","10460","13.9","15.74","14273","24135","33.0","36.31","22970","31881","53.1","47.96","43254","66476","51"
"1051","2011 (2004)","17","Assam","Tinsukia","6459","11997","14.3","16.17","14557","26586","32.23","35.84","24149","35590","53.47","47.98","45165","74173","56"
"1051","2012 (2004)","17","Assam","Tinsukia","6889","13613","14.47","16.36","15055","29266","31.62","35.18","25667","40313","53.91","48.46","47612","83191","62"
"1051","2013 (2004)","17","Assam","Tinsukia","7362","16198","14.78","17.11","15163","31940","30.44","33.73","27291","46556","54.78","49.16","49816","94695","69"
"1055","2007 (2004)","14","Chhattisgarh","Dantewara","6573","8259","29.16","27.23","12915","18357","57.3","60.53","3052","3713","13.54","12.24","22540","30329","60"
"1055","2008 (2004)","14","Chhattisgarh","Dantewara","5898","8303","24.8","23.12","14460","23049","60.81","64.17","3423","4568","14.39","12.72","23780","35920","70"
"1055","2009 (2004)","14","Chhattisgarh","Dantewara","6929","10468","27.04","30.35","14943","18844","58.31","54.63","3753","5180","14.65","15.02","25625","34492","67"
"1055","2010 (2004)","14","Chhattisgarh","Dantewara","6805","10777","25.08","26.38","16028","23737","59.08","58.1","4298","6343","15.84","15.53","27131","40856","78"
"1055","2011 (2004)","14","Chhattisgarh","Dantewara","6872","11730","24.84","25.3","16237","27201","58.69","58.67","4558","7428","16.47","16.02","27667","46360","87"
"1055","2012 (2004)","14","Chhattisgarh","Dantewara","7412","14080","25.64","27.41","16567","28604","57.32","55.67","4925","8693","17.04","16.92","28905","51377","95"
"1055","2013 (2004)","14","Chhattisgarh","Dantewara","7588","15181","24.89","26.18","17497","32481","57.38","56.01","5406","10331","17.73","17.81","30491","57993","105"
"1056","2007 (2004)","14","Chhattisgarh","Dhamtari","4576","5931","30.36","31.49","4462","5513","29.61","29.27","6032","7392","40.03","39.24","15070","18836","25"
"1056","2008 (2004)","14","Chhattisgarh","Dhamtari","3952","5860","24.55","26.08","5378","7473","33.41","33.26","6764","9134","42.03","40.66","16095","22467","29"
"1056","2009 (2004)","14","Chhattisgarh","Dhamtari","4917","7803","26.86","29.49","5946","8150","32.48","30.8","7444","10511","40.66","39.72","18307","26464","34"
"1056","2010 (2004)","14","Chhattisgarh","Dhamtari","5464","9275","26.66","29.16","6470","9532","31.57","29.97","8560","12995","41.77","40.86","20495","31802","40"
"1056","2011 (2004)","14","Chhattisgarh","Dhamtari","5473","10018","26.04","28.15","6410","10172","30.49","28.58","9138","15397","43.47","43.27","21021","35587","44"
"1056","2012 (2004)","14","Chhattisgarh","Dhamtari","5853","11741","25.92","28.36","6789","11458","30.07","27.68","9940","18200","44.02","43.96","22581","41399","51"
"1056","2013 (2004)","14","Chhattisgarh","Dhamtari","5897","12448","24.56","26.39","7194","12968","29.96","27.5","10919","21746","45.48","46.11","24010","47162","57"
"1057","2007 (2004)","6","Madhya Pradesh","Dindori","3465","4156","47.89","47.77","860","1040","11.89","11.95","2910","3504","40.22","40.28","7236","8700","13"
"1057","2008 (2004)","6","Madhya Pradesh","Dindori","3877","5209","47.53","48.35","1063","1395","13.03","12.95","3217","4170","39.44","38.7","8157","10774","16"
"1057","2009 (2004)","6","Madhya Pradesh","Dindori","3418","5081","42.0","43.93","1112","1527","13.66","13.2","3609","4957","44.34","42.86","8139","11565","17"
"1057","2010 (2004)","6","Madhya Pradesh","Dindori","4020","6639","42.93","45.02","1287","1927","13.74","13.07","4058","6181","43.33","41.91","9365","14747","21"
"1057","2011 (2004)","6","Madhya Pradesh","Dindori","4667","8357","45.55","47.64","1073","1715","10.47","9.78","4508","7469","43.99","42.58","10247","17541","25"
"1057","2012 (2004)","6","Madhya Pradesh","Dindori","5432","10711","47.15","49.42","1127","1939","9.78","8.95","4962","9023","43.07","41.63","11521","21673","30"
"1057","2013 (2004)","6","Madhya Pradesh","Dindori","6549","14536","49.65","53.33","1157","2161","8.77","7.93","5483","10558","41.57","38.74","13190","27255","37"
"1058","2007 (2004)","6","Madhya Pradesh","Harda","4592","5499","42.71","43.01","1886","2266","17.54","17.72","4274","5020","39.75","39.26","10751","12785","24"
"1058","2008 (2004)","6","Madhya Pradesh","Harda","4938","6615","41.38","42.63","2274","2965","19.05","19.11","4723","5939","39.58","38.27","11934","15519","29"
"1058","2009 (2004)","6","Madhya Pradesh","Harda","6861","10125","46.55","49.39","2422","3295","16.43","16.07","5456","7079","37.02","34.53","14738","20499","37"
"1058","2010 (2004)","6","Madhya Pradesh","Harda","5666","9321","40.01","43.43","2673","3935","18.87","18.33","5823","8209","41.12","38.25","14162","21464","38"
"1058","2011 (2004)","6","Madhya Pradesh","Harda","6424","11387","41.57","45.17","2658","4158","17.2","16.49","6373","9665","41.24","38.34","15455","25210","44"
"1058","2012 (2004)","6","Madhya Pradesh","Harda","7283","14287","42.49","46.8","2801","4675","16.34","15.31","7056","11568","41.17","37.89","17140","30530","53"
"1058","2013 (2004)","6","Madhya Pradesh","Harda","8553","19082","44.08","50.2","3055","5437","15.74","14.3","7796","13493","40.18","35.5","19403","38012","64"
"1059","2007 (2004)","14","Chhattisgarh","Janjgir","6833","8898","21.08","21.09","15959","21467","49.22","50.89","9630","11822","29.7","28.02","32422","42187","28"
"1059","2008 (2004)","14","Chhattisgarh","Janjgir","6014","9011","16.98","17.46","18522","27880","52.31","54.01","10875","14734","30.71","28.54","35411","51624","34"
"1059","2009 (2004)","14","Chhattisgarh","Janjgir","6791","10790","18.07","20.61","18576","24294","49.44","46.41","12208","17265","32.49","32.98","37574","52349","34"
"1059","2010 (2004)","14","Chhattisgarh","Janjgir","9793","16673","22.61","24.95","19358","28624","44.69","42.84","14163","21521","32.7","32.21","43314","66819","42"
"1059","2011 (2004)","14","Chhattisgarh","Janjgir","9846","18014","22.23","23.96","19027","31224","42.95","41.54","15423","25934","34.82","34.5","44296","75172","46"
"1059","2012 (2004)","14","Chhattisgarh","Janjgir","10632","21201","22.74","24.93","19255","32947","41.18","38.74","16870","30892","36.08","36.33","46757","85039","51"
"1059","2013 (2004)","14","Chhattisgarh","Janjgir","10720","22516","21.06","22.7","21644","39758","42.52","40.07","18544","36935","36.43","37.23","50908","99209","59"
"1060","2007 (2004)","6","Madhya Pradesh","Barwani","4564","5466","30.19","30.4","3292","3919","21.78","21.8","7262","8593","48.04","47.79","15118","17979","14"
"1060","2008 (2004)","6","Madhya Pradesh","Barwani","4901","6569","29.21","30.24","3993","5110","23.79","23.53","7887","10041","47.0","46.23","16781","21720","17"
"1060","2009 (2004)","6","Madhya Pradesh","Barwani","4938","7303","27.43","29.56","4305","5721","23.91","23.15","8762","11685","48.66","47.29","18005","24709","19"
"1060","2010 (2004)","6","Madhya Pradesh","Barwani","5142","8468","26.4","28.94","4786","6862","24.58","23.45","9546","13933","49.02","47.61","19474","29264","22"
"1060","2011 (2004)","6","Madhya Pradesh","Barwani","5910","10503","27.58","30.13","5180","7959","24.17","22.83","10342","16393","48.26","47.03","21431","34855","25"
"1060","2012 (2004)","6","Madhya Pradesh","Barwani","6792","13342","28.91","31.91","5471","9019","23.29","21.57","11227","19450","47.79","46.52","23490","41811","29"
"1060","2013 (2004)","6","Madhya Pradesh","Barwani","8075","17991","31.04","35.6","5626","9939","21.63","19.67","12310","22603","47.33","44.73","26011","50533","35"
"1061","2007 (2004)","6","Madhya Pradesh","Katni","3684","4419","15.76","15.9","10346","12287","44.26","44.22","9347","11083","39.98","39.88","23377","27789","23"
"1061","2008 (2004)","6","Madhya Pradesh","Katni","4079","5478","15.33","15.91","12252","15837","46.04","46.01","10277","13109","38.62","38.08","26609","34423","28"
"1061","2009 (2004)","6","Madhya Pradesh","Katni","3933","5832","13.8","15.12","12955","17305","45.47","44.86","11603","15439","40.73","40.02","28491","38577","31"
"1061","2010 (2004)","6","Madhya Pradesh","Katni","4266","7035","13.92","15.67","13756","19444","44.87","43.31","12633","18418","41.21","41.02","30655","44898","35"
"1061","2011 (2004)","6","Madhya Pradesh","Katni","4937","8819","14.98","16.98","14254","21385","43.25","41.17","13767","21737","41.77","41.85","32958","51942","40"
"1061","2012 (2004)","6","Madhya Pradesh","Katni","5728","11282","15.98","18.62","15168","23632","42.33","38.99","14940","25691","41.69","42.39","35836","60606","46"
"1061","2013 (2004)","6","Madhya Pradesh","Katni","6877","15281","17.79","21.73","15530","25459","40.18","36.21","16240","29570","42.02","42.06","38647","70309","52"
"1062","2007 (2004)","6","Madhya Pradesh","Neemuch","6535","7824","30.1","30.21","6040","7214","27.82","27.86","9132","10857","42.07","41.93","21708","25895","33"
"1062","2008 (2004)","6","Madhya Pradesh","Neemuch","7489","10030","31.03","31.7","6841","9078","28.34","28.69","9805","12532","40.63","39.61","24135","31640","40"
"1062","2009 (2004)","6","Madhya Pradesh","Neemuch","8903","13143","32.97","34.99","7250","9984","26.85","26.58","10848","14430","40.18","38.42","27001","37557","47"
"1062","2010 (2004)","6","Madhya Pradesh","Neemuch","7600","12505","28.36","31.11","7569","10770","28.25","26.79","11627","16927","43.39","42.1","26796","40202","49"
"1062","2011 (2004)","6","Madhya Pradesh","Neemuch","9360","16582","31.7","34.76","7805","11582","26.43","24.28","12365","19546","41.87","40.97","29530","47710","58"
"1062","2012 (2004)","6","Madhya Pradesh","Neemuch","11542","22631","34.86","39.26","8435","12314","25.48","21.36","13131","22707","39.66","39.39","33108","57651","69"
"1062","2013 (2004)","6","Madhya Pradesh","Neemuch","14758","32951","39.36","45.62","8503","13110","22.68","18.15","14229","26173","37.95","36.23","37491","72233","85"
"1063","2007 (2004)","6","Madhya Pradesh","Sheopur Kalan","7424","8899","59.58","59.69","1270","1536","10.19","10.3","3766","4474","30.22","30.01","12460","14908","24"
"1063","2008 (2004)","6","Madhya Pradesh","Sheopur Kalan","9265","12419","61.8","62.75","1558","2061","10.39","10.41","4168","5311","27.8","26.84","14992","19791","31"
"1063","2009 (2004)","6","Madhya Pradesh","Sheopur Kalan","12121","17896","65.4","67.62","1661","2300","8.96","8.69","4753","6271","25.64","23.69","18535","26467","40"
"1063","2010 (2004)","6","Madhya Pradesh","Sheopur Kalan","11163","18362","60.46","63.59","1902","2848","10.3","9.86","5400","7667","29.25","26.55","18464","28876","43"
"1063","2011 (2004)","6","Madhya Pradesh","Sheopur Kalan","15699","27813","66.25","69.2","2052","3259","8.66","8.11","5946","9124","25.09","22.7","23697","40195","58"
"1063","2012 (2004)","6","Madhya Pradesh","Sheopur Kalan","22254","43628","72.13","75.26","1998","3349","6.48","5.78","6599","10994","21.39","18.96","30852","57970","83"
"1063","2013 (2004)","6","Madhya Pradesh","Sheopur Kalan","32877","73430","77.56","81.38","2047","3700","4.83","4.1","7463","13102","17.61","14.52","42387","90232","126"
"1064","2007 (2004)","6","Madhya Pradesh","Umaria","2221","2666","25.47","25.54","2680","3221","30.73","30.85","3820","4553","43.81","43.61","8720","10440","18"
"1064","2008 (2004)","6","Madhya Pradesh","Umaria","2396","3223","24.56","25.13","3143","4192","32.21","32.69","4217","5410","43.22","42.19","9757","12824","21"
"1064","2009 (2004)","6","Madhya Pradesh","Umaria","2166","3221","21.07","22.52","3367","4678","32.75","32.7","4750","6405","46.2","44.78","10282","14304","23"
"1064","2010 (2004)","6","Madhya Pradesh","Umaria","2480","4096","21.73","23.67","3604","5271","31.58","30.47","5330","7934","46.7","45.86","11413","17301","27"
"1064","2011 (2004)","6","Madhya Pradesh","Umaria","2835","5092","22.63","24.94","3692","5641","29.47","27.63","6002","9683","47.9","47.43","12529","20416","32"
"1064","2012 (2004)","6","Madhya Pradesh","Umaria","3251","6422","23.75","26.83","3750","5734","27.39","23.95","6691","11783","48.87","49.22","13691","23939","36"
"1064","2013 (2004)","6","Madhya Pradesh","Umaria","3858","8543","25.48","29.79","3831","6222","25.3","21.7","7454","13907","49.22","48.5","15143","28673","43"
"1065","2007 (2004)","14","Chhattisgarh","Koriya","3604","4558","23.29","22.78","6890","9454","44.52","47.24","4982","6001","32.19","29.99","15477","20013","32"
"1065","2008 (2004)","14","Chhattisgarh","Koriya","3833","5546","22.21","22.15","7994","12296","46.32","49.12","5433","7191","31.48","28.73","17259","25033","39"
"1065","2009 (2004)","14","Chhattisgarh","Koriya","3081","4632","17.89","19.7","8242","10753","47.85","45.74","5900","8126","34.26","34.56","17223","23511","37"
"1065","2010 (2004)","14","Chhattisgarh","Koriya","4153","6731","21.09","22.65","8799","13138","44.67","44.22","6745","9843","34.25","33.13","19696","29712","46"
"1065","2011 (2004)","14","Chhattisgarh","Koriya","4217","7365","20.69","21.8","8970","14905","44.02","44.12","7189","11515","35.28","34.08","20377","33786","51"
"1065","2012 (2004)","14","Chhattisgarh","Koriya","4580","8848","21.2","23.13","9271","16028","42.92","41.9","7749","13380","35.88","34.97","21600","38256","57"
"1065","2013 (2004)","14","Chhattisgarh","Koriya","4701","9564","20.18","21.65","10100","18775","43.35","42.5","8500","15835","36.48","35.85","23301","44174","65"
"1066","2007 (2004)","14","Chhattisgarh","Jashpur","4956","6415","43.09","44.24","1637","2037","14.23","14.05","4909","6049","42.68","41.72","11502","14500","18"
"1066","2008 (2004)","14","Chhattisgarh","Jashpur","3602","5310","32.7","34.27","2014","2834","18.29","18.29","5398","7352","49.01","47.44","11014","15496","19"
"1066","2009 (2004)","14","Chhattisgarh","Jashpur","3673","5699","31.3","33.48","2167","3034","18.46","17.82","5895","8291","50.23","48.7","11736","17024","21"
"1066","2010 (2004)","14","Chhattisgarh","Jashpur","4853","8027","34.89","36.72","2395","3644","17.22","16.67","6660","10190","47.89","46.61","13908","21860","26"
"1066","2011 (2004)","14","Chhattisgarh","Jashpur","4831","8565","33.73","34.92","2514","4117","17.55","16.78","6977","11847","48.72","48.3","14322","24530","29"
"1066","2012 (2004)","14","Chhattisgarh","Jashpur","5185","10057","33.73","35.17","2742","4778","17.84","16.71","7444","13760","48.43","48.12","15372","28595","33"
"1066","2013 (2004)","14","Chhattisgarh","Jashpur","5191","10612","31.62","32.38","3163","5926","19.26","18.08","8065","16233","49.12","49.54","16419","32770","37"
"1067","2007 (2004)","14","Chhattisgarh","Korba","5027","6240","10.82","10.2","31381","42781","67.55","69.96","10045","12130","21.62","19.84","46453","61152","54"
"1067","2008 (2004)","14","Chhattisgarh","Korba","5136","7109","10.04","9.46","35006","53426","68.45","71.11","10996","14597","21.5","19.43","51138","75132","66"
"1067","2009 (2004)","14","Chhattisgarh","Korba","4867","7298","9.41","10.64","34907","44869","67.52","65.4","11923","16437","23.06","23.96","51697","68604","59"
"1067","2010 (2004)","14","Chhattisgarh","Korba","6495","10700","11.56","12.81","36100","53088","64.26","63.55","13586","19751","24.18","23.64","56181","83538","70"
"1067","2011 (2004)","14","Chhattisgarh","Korba","6438","11556","11.4","12.39","35777","58880","63.38","63.14","14235","22821","25.22","24.47","56450","93257","77"
"1067","2012 (2004)","14","Chhattisgarh","Korba","6717","13478","11.49","13.18","36684","62647","62.73","61.26","15076","26139","25.78","25.56","58476","102264","83"
"1067","2013 (2004)","14","Chhattisgarh","Korba","6769","14267","10.88","12.33","38298","70071","61.56","60.55","17144","31381","27.56","27.12","62211","115718","93"
"1068","2007 (2004)","14","Chhattisgarh","Kawardha","3039","3882","38.02","38.68","1459","1825","18.25","18.18","3496","4331","43.73","43.15","7994","10037","14"
"1068","2008 (2004)","14","Chhattisgarh","Kawardha","2615","3739","30.33","30.94","2082","2982","24.15","24.68","3923","5364","45.51","44.39","8621","12085","16"
"1068","2009 (2004)","14","Chhattisgarh","Kawardha","2839","4373","30.08","31.85","2226","3186","23.59","23.2","4372","6172","46.33","44.95","9437","13731","18"
