Key, State Code, State, District code, District, Year,Mango Area (000Ha),Mango Production (000Tonnes),Orange  Area (000Ha),Orange Production (000Tonnes),Sweet Orange Area (000Ha),Sweet Orange Production (000Tonnes), Mandarin Orange Area (000Ha), Mandarin Orange Production (000Tonnes),Orange(Santra) Area (000Ha),Orange(Santra) Production (000Tonnes),Malta Area (000Ha),Malta Production (000Tonnes),Mausmi Area (000Ha),Mausmi #N/A,Banana Area (000Ha),Banana Production (000Tonnes),Grapes Area (000Ha),Grapes Production (000Tonnes),Guava Area (000Ha),Guava Production (000Tonnes),Papaya Area (000Ha),Papaya Production (000Tonnes),Water Melon Area (000Ha),Water Melon Production (000Tonnes),Litchi Area (000Ha),Litchi Production (000Tonnes),Custard Apple Area (000Ha),Custard Apple Production (000Tonnes),Aonla Area (000Ha),Aonla Production (000Tonnes), Amla Area (000Ha), Amla Production (000Tonnes),Ber Area (000Ha),Ber Production (000Tonnes),Jack fruit Area (000Ha),Jack fruit Production (000Tonnes),Sapota  Area (000Ha),Sapota Production (000Tonnes),Pomegranate Area (000Ha),Pomegranate Production (000Tonnes),Pine Apple Area (000Ha),Pine Apple Production (000Tonnes),Lemon Area (000Ha),Lemon Production (000Tonnes),K.Lime Area (000Ha),K.Lime Production (000Tonnes),Galgal Area (000Ha),Galgal Production (000Tonnes), Limes-Lemons #N/A, Lime-Lemon  #N/A,Musk Melon Area (000Ha),Musk Melon Production (000Tonnes),Pear Area (000Ha),Pear Production (000Tonnes),Date palm Area (000Ha),Date palm Production (000Tonnes),Peach Area (000Ha),Peach Production (000Tonnes),Plum Area (000Ha),Plum Production (000Tonnes),Jamun Area (000Ha),Jamun Production (000Tonnes),Bael Area (000Ha),Bael Production (000Tonnes),Strawberry Area (000Ha),Strawberry Production (000Tonnes), Apple Area (000Ha), Apple Production (000Tonnes), Apricot Area (000Ha), Apricot Production (000Tonnes), Cherry Area (000Ha), Cherry Production (000Tonnes),G?Almond Area (000Ha),G?Almond Production (000Tonnes),Almond Area (000Ha),Almond Production (000Tonnes),Persimon Area (000Ha),Persimon Production (000Tonnes),Olive Area (000Ha),Olive Production (000Tonnes),Kiwi Area (000Ha),Kiwi Production (000Tonnes),Walnut Area (000Ha),Walnut Production (000Tonnes),Picanut Area (000Ha),Picanut Production (000Tonnes),Loquat Area (000Ha),Loquat Production (000Tonnes),Fig Area (000Ha),Fig Production (000Tonnes), Kinnow  #N/A, Kinnow  #N/A,Phalsa Area (000Ha),Phalsa #N/A,Mulberry Area (000Ha),Mulberry #N/A,Dragon Fruit Area (000Ha),Dragon Fruit Production (000Tonnes),Citrus Area (000Ha),Citrus Production (000Tonnes),Other citrus Area (000Ha),Other citrus Production (000Tonnes),Arecanut Area (000Ha),Arecanut Production (000Tonnes),Cashew Nut Area (000Ha),Cashew Nut Production (000Tonnes),Coconut Area (000Ha),Coconut Production (000Tonnes),Other Fruits Area (000Ha),Other Fruits Production (000Tonnes),Total Fruits  Area (000Ha),Total Fruits  Production (000Tonnes),
4820071,1,Andhra Pradesh,48,Krishna,2007,64.93,558.40,0.08,1.09,.,.,.,.,.,.,.,.,.,.,1.53,53.55,0.00,0.00,1.47,22.10,0.20,16.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.40,3.97,0.00,0.00,.,.,0.92,13.82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.04,.,.,.,.,0.04,0.38,69.59,669.34,
4820081,1,Andhra Pradesh,48,Krishna,2008,59.84,514.60,0.09,1.16,.,.,.,.,.,.,.,.,.,.,1.60,55.83,0.00,0.00,1.54,23.07,0.20,16.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.42,4.22,0.00,0.00,.,.,0.92,13.82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.04,.,.,.,.,0.05,0.46,64.67,629.18,
4820091,1,Andhra Pradesh,48,Krishna,2009,66.66,573.26,0.05,0.68,.,.,.,.,.,.,.,.,.,.,1.63,57.12,0.00,0.00,1.24,18.66,0.14,11.20,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.44,4.42,0.00,0.00,.,.,0.53,8.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.05,0.46,70.75,673.80,
4820101,1,Andhra Pradesh,48,Krishna,2010,43.07,344.53,0.04,0.48,.,.,.,.,.,.,.,.,.,.,1.45,50.84,0.00,0.00,1.09,16.38,0.10,7.95,.,.,.,.,0.04,0.27,.,.,.,.,.,.,.,.,0.42,4.22,0.00,0.00,.,.,0.02,0.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.87,2.99,.,.,.,.,0.03,0.31,48.13,428.29,
4820111,1,Andhra Pradesh,48,Krishna,2011,45.00,360.03,0.04,0.50,.,.,.,.,.,.,.,.,.,.,1.52,53.12,0.00,0.00,1.14,17.12,0.10,8.31,.,.,.,.,0.05,0.28,.,.,.,.,.,.,.,.,0.44,4.41,0.00,0.00,.,.,0.02,0.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.96,3.14,.,.,.,.,0.03,0.31,50.31,447.56,
4820121,1,Andhra Pradesh,48,Krishna,2012,59.84,538.53,0.09,1.16,.,.,.,.,.,.,.,.,.,.,1.63,57.12,0.00,0.00,1.54,23.07,0.14,11.20,.,.,.,.,0.05,0.30,.,.,.,.,.,.,.,.,0.44,4.42,0.00,0.00,.,.,0.02,0.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.42,0.67,.,.,.,.,0.05,0.46,64.21,637.27,
4820131,1,Andhra Pradesh,48,Krishna,2013,60.49,544.37,0.10,1.29,.,.,.,.,.,.,.,.,.,.,1.81,63.40,0.00,0.00,1.82,27.27,0.16,12.43,.,.,.,.,0.06,0.33,.,.,.,.,.,.,.,.,0.98,9.81,0.00,0.00,.,.,0.02,0.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.47,0.75,.,.,.,.,0.05,0.51,65.94,660.53,
4820141,1,Andhra Pradesh,48,Krishna,2014,63.50,508.00,0.08,1.50,.,.,.,.,.,.,.,.,.,.,1.62,48.45,.,.,1.63,32.50,0.13,9.75,0.06,1.50,.,.,0.01,0.06,.,.,0.02,0.30,0.01,0.10,.,.,0.55,11.00,.,.,.,.,0.72,10.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68.31,623.96,
4820151,1,Andhra Pradesh,48,Krishna,2015,63.46,380.73,0.06,1.14,.,.,.,.,.,.,.,.,.,.,2.51,75.15,0.00,0.00,1.70,33.94,0.15,1.02,0.05,1.30,.,.,0.00,0.02,.,.,0.01,0.12,0.00,0.00,0.00,0.00,0.53,10.64,0.01,0.28,0.01,0.28,0.67,10.11,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.21,69.17,514.95,
4820161,1,Andhra Pradesh,48,Krishna,2016,60.58,726.96,.,.,.,.,.,.,.,.,.,.,.,.,3.71,196.74,.,.,1.80,36.04,0.37,37.40,0.01,0.15,.,.,.,.,.,.,0.02,0.44,0.23,4.07,.,.,0.40,5.17,.,.,.,.,0.20,3.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.24,67.33,1010.56,
4920071,1,Andhra Pradesh,49,Guntur,2007,1.83,15.74,2.31,31.16,.,.,.,.,.,.,.,.,.,.,5.70,199.33,0.00,0.00,0.32,4.80,0.35,28.08,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,1.57,15.70,0.00,0.00,.,.,2.40,36.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.00,14.48,330.82,
4920081,1,Andhra Pradesh,49,Guntur,2008,2.11,18.10,3.07,41.40,.,.,.,.,.,.,.,.,.,.,8.17,285.85,0.00,0.00,0.32,4.80,0.62,49.76,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,1.69,16.89,0.00,0.00,.,.,2.55,38.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.00,18.52,455.07,
4920091,1,Andhra Pradesh,49,Guntur,2009,1.11,9.52,2.18,29.48,.,.,.,.,.,.,.,.,.,.,6.81,238.32,0.00,0.00,0.24,3.63,0.24,18.80,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,1.57,15.74,0.00,0.00,.,.,2.33,34.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.00,14.48,350.47,
4920101,1,Andhra Pradesh,49,Guntur,2010,0.72,5.75,0.66,8.85,.,.,.,.,.,.,.,.,.,.,5.11,178.96,0.00,0.00,0.17,2.61,0.20,15.90,.,.,.,.,0.04,0.24,.,.,.,.,.,.,.,.,1.50,15.02,0.65,6.52,.,.,0.47,7.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.06,0.62,9.59,241.55,
4920111,1,Andhra Pradesh,49,Guntur,2011,0.75,6.01,0.69,9.25,.,.,.,.,.,.,.,.,.,.,5.34,187.01,0.00,0.00,0.18,2.73,0.21,16.62,.,.,.,.,0.04,0.25,.,.,.,.,.,.,.,.,1.57,15.70,0.68,6.81,.,.,0.49,7.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.06,0.62,10.02,252.40,
4920121,1,Andhra Pradesh,49,Guntur,2012,0.88,7.89,1.60,21.59,.,.,.,.,.,.,.,.,.,.,5.75,201.08,0.00,0.00,0.25,3.68,0.28,22.40,.,.,.,.,0.05,0.27,.,.,.,.,.,.,.,.,1.57,15.74,1.41,21.20,.,.,0.47,7.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.09,0.92,12.34,301.83,
4920131,1,Andhra Pradesh,49,Guntur,2013,0.94,8.43,1.77,23.96,.,.,.,.,.,.,.,.,.,.,6.93,242.62,0.00,0.00,0.31,4.66,0.31,24.86,.,.,.,.,0.05,0.30,.,.,.,.,.,.,.,.,3.31,33.05,1.66,24.96,.,.,0.52,7.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.10,1.02,15.91,371.73,
4920141,1,Andhra Pradesh,49,Guntur,2014,1.01,9.10,2.38,38.05,.,.,.,.,.,.,.,.,.,.,5.56,233.31,.,.,0.23,2.72,0.25,18.60,.,.,.,.,.,.,.,.,0.37,3.71,.,.,.,.,1.37,16.39,.,.,.,.,2.53,37.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.68,359.80,
4920151,1,Andhra Pradesh,49,Guntur,2015,1.09,9.77,1.30,20.74,.,.,.,.,.,.,.,.,.,.,4.26,191.52,0.00,0.00,0.12,1.55,0.27,20.40,0.00,0.00,.,.,0.00,0.00,.,.,0.11,2.10,0.00,0.00,0.00,0.00,1.55,15.51,1.54,18.54,0.00,0.00,2.28,34.13,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.12,12.51,314.37,
4920161,1,Andhra Pradesh,49,Guntur,2016,0.98,11.81,1.07,21.40,.,.,.,.,.,.,.,.,.,.,5.28,279.79,.,.,0.13,1.77,0.55,55.30,.,.,.,.,.,.,.,.,0.12,2.32,.,.,.,.,1.30,16.86,0.04,0.53,.,.,2.40,40.83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.15,11.87,430.76,
5020071,1,Andhra Pradesh,50,Nellore,2007,10.92,93.95,4.28,57.71,.,.,.,.,.,.,.,.,.,.,1.32,46.27,0.00,0.00,0.63,9.51,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.56,5.61,0.02,0.35,.,.,27.41,411.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,2.21,22.05,47.35,646.58,
5020081,1,Andhra Pradesh,50,Nellore,2008,11.47,98.60,5.91,79.79,.,.,.,.,.,.,.,.,.,.,1.33,46.41,0.00,0.00,0.63,9.51,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.67,6.68,0.02,0.23,.,.,28.23,423.42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,2.03,20.25,50.28,684.88,
5020091,1,Andhra Pradesh,50,Nellore,2009,11.47,98.60,5.91,79.79,.,.,.,.,.,.,.,.,.,.,1.32,46.27,0.00,0.00,0.63,9.45,0.00,0.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.56,5.60,0.00,0.00,.,.,27.41,411.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.55,5.50,47.85,656.32,
5020101,1,Andhra Pradesh,50,Nellore,2010,9.40,75.21,2.42,32.71,.,.,.,.,.,.,.,.,.,.,1.18,41.18,0.00,0.00,0.45,6.75,0.00,0.00,.,.,.,.,0.08,0.48,.,.,.,.,.,.,.,.,0.53,5.35,0.00,0.00,.,.,1.46,21.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.37,3.69,15.89,187.22,
5020111,1,Andhra Pradesh,50,Nellore,2011,9.82,78.59,2.53,34.18,.,.,.,.,.,.,.,.,.,.,1.23,43.03,0.00,0.00,0.47,7.06,0.00,0.00,.,.,.,.,0.08,0.50,.,.,.,.,.,.,.,.,0.56,5.59,0.00,0.00,.,.,1.52,22.84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.37,3.69,16.59,195.48,
5020121,1,Andhra Pradesh,50,Nellore,2012,11.47,103.19,5.91,79.79,.,.,.,.,.,.,.,.,.,.,1.32,46.27,0.00,0.00,0.63,9.51,0.00,0.00,.,.,.,.,0.09,0.53,.,.,.,.,.,.,.,.,0.56,5.60,0.00,0.00,.,.,1.46,21.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.55,5.50,21.99,272.24,
5020131,1,Andhra Pradesh,50,Nellore,2013,11.63,104.67,6.56,88.56,.,.,.,.,.,.,.,.,.,.,1.47,51.36,0.00,0.00,0.70,10.56,0.00,0.00,.,.,.,.,0.10,0.59,.,.,.,.,.,.,.,.,1.28,12.81,0.00,0.00,.,.,1.62,24.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.64,6.44,24.00,299.25,
5020141,1,Andhra Pradesh,50,Nellore,2014,10.44,62.64,3.24,64.72,.,.,.,.,.,.,.,.,.,.,1.08,27.00,.,.,0.18,2.21,0.30,30.20,0.45,9.00,.,.,.,.,.,.,0.09,0.56,.,.,.,.,0.38,3.80,0.01,0.10,.,.,17.05,272.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33.23,473.00,
5020151,1,Andhra Pradesh,50,Nellore,2015,10.03,60.16,2.83,56.62,.,.,.,.,.,.,.,.,.,.,1.38,34.55,0.00,0.00,0.19,2.28,0.22,22.30,0.20,4.00,.,.,0.00,0.00,.,.,0.07,0.41,0.00,0.00,0.00,0.00,0.39,3.91,0.01,0.07,0.00,0.00,16.09,257.49,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.47,14.74,32.89,456.52,
5020161,1,Andhra Pradesh,50,Nellore,2016,10.52,126.24,2.09,41.80,.,.,.,.,.,.,.,.,.,.,1.50,79.50,.,.,0.24,2.87,0.29,28.50,.,.,.,.,.,.,.,.,0.08,1.60,.,.,.,.,0.39,5.08,0.01,0.07,.,.,16.97,288.44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.49,14.90,33.57,589.00,
5120071,1,Andhra Pradesh,51,Kurnool,2007,10.81,92.99,2.46,33.24,.,.,.,.,.,.,.,.,.,.,5.17,180.78,0.00,0.00,0.21,3.15,0.19,15.20,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.73,7.25,0.16,2.40,.,.,0.06,0.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.86,8.61,20.65,344.51,
5120081,1,Andhra Pradesh,51,Kurnool,2008,12.28,105.57,4.45,60.08,.,.,.,.,.,.,.,.,.,.,5.37,187.78,0.00,0.00,0.25,3.68,0.30,24.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.91,9.07,0.16,1.60,.,.,0.06,0.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.86,8.61,24.62,401.27,
5120091,1,Andhra Pradesh,51,Kurnool,2009,12.28,105.57,4.85,65.48,.,.,.,.,.,.,.,.,.,.,5.77,201.78,0.00,0.00,0.25,3.75,0.30,24.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,0.47,4.72,0.06,0.57,.,.,0.06,0.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.07,0.66,24.10,407.42,
5120101,1,Andhra Pradesh,51,Kurnool,2010,10.07,90.59,1.82,24.63,.,.,.,.,.,.,.,.,.,.,5.13,179.58,0.00,0.00,0.17,2.61,0.21,17.04,.,.,.,.,0.04,0.21,.,.,.,.,.,.,.,.,0.45,4.51,0.00,0.00,.,.,1.09,16.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.04,0.44,19.03,335.93,
5120111,1,Andhra Pradesh,51,Kurnool,2011,10.52,94.67,1.91,25.74,.,.,.,.,.,.,.,.,.,.,5.36,187.66,0.00,0.00,0.18,2.73,0.22,17.81,.,.,.,.,0.04,0.22,.,.,.,.,.,.,.,.,0.47,4.71,0.00,0.00,.,.,1.14,17.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.04,0.44,19.88,351.03,
5120121,1,Andhra Pradesh,51,Kurnool,2012,12.28,110.48,4.45,60.08,.,.,.,.,.,.,.,.,.,.,5.77,201.78,0.00,0.00,0.25,3.68,0.30,24.00,.,.,.,.,0.04,0.24,.,.,.,.,.,.,.,.,0.47,4.72,0.00,0.00,.,.,1.09,16.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.07,0.66,24.70,421.94,
5120131,1,Andhra Pradesh,51,Kurnool,2013,12.80,115.22,5.05,68.18,.,.,.,.,.,.,.,.,.,.,6.40,223.97,0.00,0.00,0.27,4.08,0.33,26.64,.,.,.,.,0.04,0.27,.,.,.,.,.,.,.,.,0.99,9.91,0.00,0.00,.,.,1.26,18.95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.10,0.95,27.25,468.17,
5120141,1,Andhra Pradesh,51,Kurnool,2014,9.77,146.49,1.76,44.00,.,.,.,.,.,.,.,.,.,.,4.28,213.95,.,.,0.30,4.55,0.32,20.80,0.91,18.28,.,.,.,.,.,.,.,.,0.09,1.40,.,.,0.68,12.17,0.13,1.33,.,.,0.45,6.68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.69,469.63,
5120151,1,Andhra Pradesh,51,Kurnool,2015,10.15,152.18,1.89,47.15,.,.,.,.,.,.,.,.,.,.,3.82,191.15,0.00,0.00,0.32,4.86,0.26,16.77,0.00,0.00,.,.,0.00,0.00,.,.,0.00,0.00,0.09,1.40,0.00,0.00,0.69,12.47,0.23,2.29,0.00,0.00,0.48,7.17,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,17.93,435.43,
5120161,1,Andhra Pradesh,51,Kurnool,2016,9.01,108.14,1.90,38.04,.,.,.,.,.,.,.,.,.,.,3.64,192.92,.,.,0.32,4.86,0.34,34.10,0.08,1.88,.,.,.,.,.,.,.,0.00,0.05,0.95,.,.,0.31,4.00,0.25,3.78,.,.,0.45,7.57,.,.,.,.,.,.,0.06,1.86,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.41,398.10,
