Key,State  code,State name,District code,District name, Year , Units: in 000 rupees Total  agricultural credit, Units: in 000 rupees Agricultural credit direct, Units: in 000 rupees Agricultural credit indirect, Units: in 000 rupees  Total  credit,,
944201315,15,Jharkhand,944,Singhbhum West,2013,1717920,1670588,47332,23877798,,
944201415,15,Jharkhand,944,Singhbhum West,2014,2172783,1945780,227003,23705676,,
944201515,15,Jharkhand,944,Singhbhum West,2015,2478412,2425182,53230,16369072,,
952200215,15,Jharkhand,952,Chatra,2002,148051,110909,37142,381816,,
952200315,15,Jharkhand,952,Chatra,2003,169595,131038,38557,435988,,
952200415,15,Jharkhand,952,Chatra,2004,125394,110391,15003,507963,,
952200515,15,Jharkhand,952,Chatra,2005,246426,236624,9802,686314,,
952200615,15,Jharkhand,952,Chatra,2006,337847,325591,12256,839913,,
952200715,15,Jharkhand,952,Chatra,2007,396114,384291,11823,905456,,
952200815,15,Jharkhand,952,Chatra,2008,375001,361910,13091,1439189,,
952200915,15,Jharkhand,952,Chatra,2009,312552,280252,32300,1115367,,
952201015,15,Jharkhand,952,Chatra,2010,429718,387035,42683,1317697,,
952201115,15,Jharkhand,952,Chatra,2011,607595,585474,22121,1601260,,
952201215,15,Jharkhand,952,Chatra,2012,704910,690563,14347,1976333,,
952201315,15,Jharkhand,952,Chatra,2013,998322,986436,11886,2407675,,
952201415,15,Jharkhand,952,Chatra,2014,1344597,1325475,19122,2879030,,
952201515,15,Jharkhand,952,Chatra,2015,1803197,1783936,19261,3841362,,
953200215,15,Jharkhand,953,Bokaro,2002,141711,118183,23528,14955070,,
953200315,15,Jharkhand,953,Bokaro,2003,168637,147057,21580,13434203,,
953200415,15,Jharkhand,953,Bokaro,2004,235983,193960,42023,8486134,,
953200515,15,Jharkhand,953,Bokaro,2005,387799,371695,16104,9529961,,
953200615,15,Jharkhand,953,Bokaro,2006,555175,520102,35073,11245982,,
953200715,15,Jharkhand,953,Bokaro,2007,698103,581606,116497,12673697,,
953200815,15,Jharkhand,953,Bokaro,2008,618347,579795,38552,16487697,,
953200915,15,Jharkhand,953,Bokaro,2009,593940,561279,32661,18005572,,
953201015,15,Jharkhand,953,Bokaro,2010,863900,817373,46527,24563948,,
953201115,15,Jharkhand,953,Bokaro,2011,984142,935175,48967,23856934,,
953201215,15,Jharkhand,953,Bokaro,2012,1580166,1509239,70927,27454027,,
953201315,15,Jharkhand,953,Bokaro,2013,1960832,1844563,116269,34202036,,
953201415,15,Jharkhand,953,Bokaro,2014,2441730,2077617,364113,33566658,,
953201515,15,Jharkhand,953,Bokaro,2015,2452408,2327905,124503,35937468,,
954200215,15,Jharkhand,954,Garhwa,2002,277662,235907,41755,1661196,,
954200315,15,Jharkhand,954,Garhwa,2003,213677,202112,11565,793441,,
954200415,15,Jharkhand,954,Garhwa,2004,257211,248596,8615,703567,,
954200515,15,Jharkhand,954,Garhwa,2005,327761,318872,8889,902075,,
954200615,15,Jharkhand,954,Garhwa,2006,409914,390647,19267,1037569,,
954200715,15,Jharkhand,954,Garhwa,2007,458119,422578,35541,1094975,,
954200815,15,Jharkhand,954,Garhwa,2008,568777,531372,37405,1359880,,
954200915,15,Jharkhand,954,Garhwa,2009,498808,474030,24778,1607360,,
954201015,15,Jharkhand,954,Garhwa,2010,896593,867575,29018,2909336,,
954201115,15,Jharkhand,954,Garhwa,2011,1037465,1005604,31861,2740309,,
954201215,15,Jharkhand,954,Garhwa,2012,1079580,1044930,34650,3059212,,
954201315,15,Jharkhand,954,Garhwa,2013,1045748,1024139,21609,2603183,,
954201415,15,Jharkhand,954,Garhwa,2014,2625787,2614092,11695,4150262,,
954201515,15,Jharkhand,954,Garhwa,2015,3056018,3044432,11586,4671866,,
955200215,15,Jharkhand,955,Koderma,2002,69226,57912,11314,424362,,
955200315,15,Jharkhand,955,Koderma,2003,83622,72798,10824,482911,,
955200415,15,Jharkhand,955,Koderma,2004,83491,68478,15013,634747,,
955200515,15,Jharkhand,955,Koderma,2005,166930,156741,10189,902748,,
955200615,15,Jharkhand,955,Koderma,2006,229506,217356,12150,1102195,,
955200715,15,Jharkhand,955,Koderma,2007,321505,304085,17420,1337783,,
955200815,15,Jharkhand,955,Koderma,2008,375533,356427,19106,1594544,,
955200915,15,Jharkhand,955,Koderma,2009,340985,329345,11640,1788625,,
955201015,15,Jharkhand,955,Koderma,2010,463923,407343,56580,2128458,,
955201115,15,Jharkhand,955,Koderma,2011,556262,509655,46607,2495074,,
955201215,15,Jharkhand,955,Koderma,2012,754288,725556,28732,2996573,,
955201315,15,Jharkhand,955,Koderma,2013,1089162,1060415,28747,4371740,,
955201415,15,Jharkhand,955,Koderma,2014,1228736,1188623,40113,5425052,,
955201515,15,Jharkhand,955,Koderma,2015,1400261,1338451,61810,6225562,,
957200215,15,Jharkhand,957,Pakur,2002,88319,83077,5242,350514,,
957200315,15,Jharkhand,957,Pakur,2003,107103,98122,8981,380985,,
957200415,15,Jharkhand,957,Pakur,2004,94114,76592,17522,437943,,
957200515,15,Jharkhand,957,Pakur,2005,149524,142617,6907,608430,,
957200615,15,Jharkhand,957,Pakur,2006,150595,144764,5831,776798,,
957200715,15,Jharkhand,957,Pakur,2007,199882,188775,11107,952698,,
957200815,15,Jharkhand,957,Pakur,2008,246685,231322,15363,1216853,,
957200915,15,Jharkhand,957,Pakur,2009,247977,231019,16958,1144856,,
957201015,15,Jharkhand,957,Pakur,2010,296158,272663,23495,1515511,,
957201115,15,Jharkhand,957,Pakur,2011,372190,335439,36751,1878269,,
957201215,15,Jharkhand,957,Pakur,2012,383436,368051,15385,2187678,,
957201315,15,Jharkhand,957,Pakur,2013,997819,566653,431166,11298375,,
957201415,15,Jharkhand,957,Pakur,2014,671383,665915,5468,2586499,,
957201515,15,Jharkhand,957,Pakur,2015,1221733,1218437,3296,3513395,,
962200315,15,Jharkhand,962,Jamtara,2003,101783,93137,8646,336393,,
962200415,15,Jharkhand,962,Jamtara,2004,71495,62318,9177,420203,,
962200515,15,Jharkhand,962,Jamtara,2005,184440,178005,6435,556251,,
962200615,15,Jharkhand,962,Jamtara,2006,229294,224264,5030,732156,,
962200715,15,Jharkhand,962,Jamtara,2007,386506,372413,14093,1142894,,
962200815,15,Jharkhand,962,Jamtara,2008,371092,360512,10580,1301389,,
962200915,15,Jharkhand,962,Jamtara,2009,313129,300808,12321,1274976,,
962201015,15,Jharkhand,962,Jamtara,2010,394670,347385,47285,1681300,,
962201115,15,Jharkhand,962,Jamtara,2011,466656,457931,8725,1827188,,
962201215,15,Jharkhand,962,Jamtara,2012,491561,482258,9303,2011570,,
962201315,15,Jharkhand,962,Jamtara,2013,519849,516070,3779,1863341,,
962201415,15,Jharkhand,962,Jamtara,2014,658899,647149,11750,2209474,,
962201515,15,Jharkhand,962,Jamtara,2015,1399377,1388603,10774,3072680,,
963200315,15,Jharkhand,963,Latehar,2003,63630,61653,1977,224073,,
963200415,15,Jharkhand,963,Latehar,2004,75198,69859,5339,249246,,
963200515,15,Jharkhand,963,Latehar,2005,84997,74900,10097,328231,,
963200615,15,Jharkhand,963,Latehar,2006,113234,107483,5751,568623,,
963200715,15,Jharkhand,963,Latehar,2007,122580,112503,10077,554101,,
963200815,15,Jharkhand,963,Latehar,2008,153833,137850,15983,882742,,
963200915,15,Jharkhand,963,Latehar,2009,162365,154185,8180,849255,,
963201015,15,Jharkhand,963,Latehar,2010,315896,311072,4824,1360200,,
963201115,15,Jharkhand,963,Latehar,2011,345383,319181,26202,1604618,,
963201215,15,Jharkhand,963,Latehar,2012,425861,421602,4259,4574845,,
963201315,15,Jharkhand,963,Latehar,2013,379939,372656,7283,1697216,,
963201415,15,Jharkhand,963,Latehar,2014,538018,530221,7797,1805100,,
963201515,15,Jharkhand,963,Latehar,2015,1393077,1383859,9218,2793511,,
964200515,15,Jharkhand,964,Sariakela / Kharsawan,2005,95421,93111,2310,670236,,
964200615,15,Jharkhand,964,Sariakela / Kharsawan,2006,145502,140040,5462,2967537,,
964200715,15,Jharkhand,964,Sariakela / Kharsawan,2007,204282,194957,9325,2375057,,
964200815,15,Jharkhand,964,Sariakela / Kharsawan,2008,264885,260115,4770,3331105,,
964200915,15,Jharkhand,964,Sariakela / Kharsawan,2009,349507,343986,5521,4073617,,
964201015,15,Jharkhand,964,Sariakela / Kharsawan,2010,556182,472695,83487,6454150,,
964201115,15,Jharkhand,964,Sariakela / Kharsawan,2011,713882,690459,23423,7632741,,
964201215,15,Jharkhand,964,Sariakela / Kharsawan,2012,1097741,961318,136423,9207338,,
964201315,15,Jharkhand,964,Sariakela / Kharsawan,2013,1361718,1214743,146975,9693625,,
964201415,15,Jharkhand,964,Sariakela / Kharsawan,2014,1693000,1496281,196719,10641526,,
964201515,15,Jharkhand,964,Sariakela / Kharsawan,2015,2186736,2040329,146407,12531266,,
965200615,15,Jharkhand,965,Simdega,2006,87217,76755,10462,415686,,
965200715,15,Jharkhand,965,Simdega,2007,109020,102949,6071,569168,,
965200815,15,Jharkhand,965,Simdega,2008,168787,158404,10383,683404,,
965200915,15,Jharkhand,965,Simdega,2009,172433,157306,15127,818357,,
965201015,15,Jharkhand,965,Simdega,2010,273901,242401,31500,928638,,
965201115,15,Jharkhand,965,Simdega,2011,414462,375814,38648,1256175,,
965201215,15,Jharkhand,965,Simdega,2012,551216,529988,21228,1454530,,
965201315,15,Jharkhand,965,Simdega,2013,631455,612190,19265,1553261,,
965201415,15,Jharkhand,965,Simdega,2014,719217,701890,17327,1676422,,
965201515,15,Jharkhand,965,Simdega,2015,817156,800378,16778,1832062,,
2023200815,15,Jharkhand,2023,Khunti,2008,128768,120842,7926,405047,,
2023200915,15,Jharkhand,2023,Khunti,2009,160338,147232,13106,658261,,
2023201015,15,Jharkhand,2023,Khunti,2010,229499,218124,11375,778092,,
2023201115,15,Jharkhand,2023,Khunti,2011,276413,255850,20563,1025775,,
2023201215,15,Jharkhand,2023,Khunti,2012,419041,402819,16222,1120224,,
2023201315,15,Jharkhand,2023,Khunti,2013,315067,304355,10712,1018249,,
2023201415,15,Jharkhand,2023,Khunti,2014,374122,348981,25141,1147189,,
2023201515,15,Jharkhand,2023,Khunti,2015,470768,453530,17238,1460347,,
2024200815,15,Jharkhand,2024,Ramgarh,2008,200298,192297,8001,1673100,,
2024200915,15,Jharkhand,2024,Ramgarh,2009,293687,167465,126222,2725383,,
2024201015,15,Jharkhand,2024,Ramgarh,2010,227578,216657,10921,3149272,,
2024201115,15,Jharkhand,2024,Ramgarh,2011,354574,322638,31936,4168303,,
2024201215,15,Jharkhand,2024,Ramgarh,2012,541078,510658,30420,4449484,,
2024201315,15,Jharkhand,2024,Ramgarh,2013,366016,331961,34055,4507366,,
2024201415,15,Jharkhand,2024,Ramgarh,2014,485538,392154,93384,5898856,,
2024201515,15,Jharkhand,2024,Ramgarh,2015,781975,718896,63079,7819797,,
237200216,16,Uttarakhand,237,Nainital,2002,478789,434395,44394,5941018,,
237200316,16,Uttarakhand,237,Nainital,2003,386999,373161,13838,5928881,,
237200416,16,Uttarakhand,237,Nainital,2004,560062,510918,49144,4913530,,
237200516,16,Uttarakhand,237,Nainital,2005,579396,524000,55396,5875244,,
237200616,16,Uttarakhand,237,Nainital,2006,884503,813147,71356,7357828,,
237200716,16,Uttarakhand,237,Nainital,2007,1019544,975288,44256,9208086,,
237200816,16,Uttarakhand,237,Nainital,2008,1357359,1271960,85399,10086178,,
237200916,16,Uttarakhand,237,Nainital,2009,1465307,1390166,75141,11397550,,
237201016,16,Uttarakhand,237,Nainital,2010,1777513,1504856,272657,13460770,,
237201116,16,Uttarakhand,237,Nainital,2011,2288267,1865238,423029,17016016,,
237201216,16,Uttarakhand,237,Nainital,2012,2441056,2273878,167178,19228980,,
237201316,16,Uttarakhand,237,Nainital,2013,3340259,3267425,72834,22526917,,
237201416,16,Uttarakhand,237,Nainital,2014,4459097,3765137,693960,26680533,,
237201516,16,Uttarakhand,237,Nainital,2015,5367884,4295292,1072592,31031259,,
238200216,16,Uttarakhand,238,Almora,2002,74570,70874,3696,725626,,
238200316,16,Uttarakhand,238,Almora,2003,85509,81708,3801,948566,,
238200416,16,Uttarakhand,238,Almora,2004,91037,81305,9732,1010850,,
238200516,16,Uttarakhand,238,Almora,2005,140356,135631,4725,1227844,,
238200616,16,Uttarakhand,238,Almora,2006,284696,236932,47764,2935247,,
238200716,16,Uttarakhand,238,Almora,2007,252536,245939,6597,2119058,,
238200816,16,Uttarakhand,238,Almora,2008,313740,301195,12545,2884699,,
238200916,16,Uttarakhand,238,Almora,2009,342411,335475,6936,3027300,,
238201016,16,Uttarakhand,238,Almora,2010,430350,423145,7205,3443591,,
238201116,16,Uttarakhand,238,Almora,2011,433479,426374,7105,3938978,,
238201216,16,Uttarakhand,238,Almora,2012,544608,534606,10002,4756018,,
238201316,16,Uttarakhand,238,Almora,2013,672365,663286,9079,5263251,,
238201416,16,Uttarakhand,238,Almora,2014,1073479,958266,115213,5880733,,
238201516,16,Uttarakhand,238,Almora,2015,928252,876126,52126,6667980,,
239200216,16,Uttarakhand,239,Pithoragarh,2002,39843,35716,4127,670146,,
239200316,16,Uttarakhand,239,Pithoragarh,2003,54528,51942,2586,810230,,
239200416,16,Uttarakhand,239,Pithoragarh,2004,60299,59757,542,996148,,
239200516,16,Uttarakhand,239,Pithoragarh,2005,93575,92808,767,1186704,,
239200616,16,Uttarakhand,239,Pithoragarh,2006,132235,131429,806,1466112,,
239200716,16,Uttarakhand,239,Pithoragarh,2007,211548,201995,9553,2098071,,
239200816,16,Uttarakhand,239,Pithoragarh,2008,303484,263646,39838,2304929,,
239200916,16,Uttarakhand,239,Pithoragarh,2009,345004,317578,27426,2746866,,
239201016,16,Uttarakhand,239,Pithoragarh,2010,364339,352638,11701,3139357,,
239201116,16,Uttarakhand,239,Pithoragarh,2011,379967,368868,11099,3674590,,
239201216,16,Uttarakhand,239,Pithoragarh,2012,497488,490049,7439,4135492,,
239201316,16,Uttarakhand,239,Pithoragarh,2013,888629,857919,30710,4817070,,
239201416,16,Uttarakhand,239,Pithoragarh,2014,983130,937956,45174,5488749,,
239201516,16,Uttarakhand,239,Pithoragarh,2015,790317,746365,43952,6467069,,
240200216,16,Uttarakhand,240,Chamoli,2002,41774,41582,192,1230104,,
240200316,16,Uttarakhand,240,Chamoli,2003,45811,44967,844,1845966,,
240200416,16,Uttarakhand,240,Chamoli,2004,52940,52787,153,1039771,,
240200516,16,Uttarakhand,240,Chamoli,2005,76438,75164,1274,3122974,,
240200616,16,Uttarakhand,240,Chamoli,2006,97825,95546,2279,5691156,,
240200716,16,Uttarakhand,240,Chamoli,2007,130367,125940,4427,7611088,,
240200816,16,Uttarakhand,240,Chamoli,2008,142112,135342,6770,10074833,,
240200916,16,Uttarakhand,240,Chamoli,2009,142628,135743,6885,7392430,,
240201016,16,Uttarakhand,240,Chamoli,2010,156010,149111,6899,10356315,,
240201116,16,Uttarakhand,240,Chamoli,2011,177627,172137,5490,12921921,,
240201216,16,Uttarakhand,240,Chamoli,2012,226197,218863,7334,13128097,,
240201316,16,Uttarakhand,240,Chamoli,2013,385161,378609,6552,10281546,,
240201416,16,Uttarakhand,240,Chamoli,2014,412600,391655,20945,6527636,,
240201516,16,Uttarakhand,240,Chamoli,2015,362186,347289,14897,3821221,,
241200216,16,Uttarakhand,241,Uttar Kashi,2002,81280,81218,62,515394,,
241200316,16,Uttarakhand,241,Uttar Kashi,2003,95378,94320,1058,426834,,
241200416,16,Uttarakhand,241,Uttar Kashi,2004,112415,111476,939,855176,,
241200516,16,Uttarakhand,241,Uttar Kashi,2005,148892,146562,2330,877998,,
241200616,16,Uttarakhand,241,Uttar Kashi,2006,192596,189984,2612,909406,,
241200716,16,Uttarakhand,241,Uttar Kashi,2007,231876,227058,4818,889137,,
241200816,16,Uttarakhand,241,Uttar Kashi,2008,261553,258544,3009,1076774,,
241200916,16,Uttarakhand,241,Uttar Kashi,2009,285180,281873,3307,1178694,,
241201016,16,Uttarakhand,241,Uttar Kashi,2010,383875,376954,6921,1446814,,
241201116,16,Uttarakhand,241,Uttar Kashi,2011,530281,525911,4370,1824749,,
241201216,16,Uttarakhand,241,Uttar Kashi,2012,804511,799048,5463,2289053,,
241201316,16,Uttarakhand,241,Uttar Kashi,2013,1039055,855033,184022,2759616,,
241201416,16,Uttarakhand,241,Uttar Kashi,2014,1112509,987047,125462,2938042,,
241201516,16,Uttarakhand,241,Uttar Kashi,2015,1093023,1076992,16031,3304397,,
242200216,16,Uttarakhand,242,Tehri Garhwal,2002,106387,104517,1870,795574,,
242200316,16,Uttarakhand,242,Tehri Garhwal,2003,121679,117640,4039,1130716,,
242200416,16,Uttarakhand,242,Tehri Garhwal,2004,149725,145706,4019,1936169,,
242200516,16,Uttarakhand,242,Tehri Garhwal,2005,223347,164483,58864,2912933,,
242200616,16,Uttarakhand,242,Tehri Garhwal,2006,195525,190193,5332,2586282,,
242200716,16,Uttarakhand,242,Tehri Garhwal,2007,283868,272042,11826,1577837,,
242200816,16,Uttarakhand,242,Tehri Garhwal,2008,254664,214817,39847,2128208,,
242200916,16,Uttarakhand,242,Tehri Garhwal,2009,356438,326624,29814,2455165,,
242201016,16,Uttarakhand,242,Tehri Garhwal,2010,473354,458992,14362,2682721,,
242201116,16,Uttarakhand,242,Tehri Garhwal,2011,547661,535717,11944,3293834,,
242201216,16,Uttarakhand,242,Tehri Garhwal,2012,858360,854193,4167,5174176,,
242201316,16,Uttarakhand,242,Tehri Garhwal,2013,852278,841839,10439,5790489,,
242201416,16,Uttarakhand,242,Tehri Garhwal,2014,1062696,981170,81526,4715799,,
242201516,16,Uttarakhand,242,Tehri Garhwal,2015,979885,941368,38517,5162567,,
243200216,16,Uttarakhand,243,Garhwal,2002,152125,149201,2924,991007,,
243200316,16,Uttarakhand,243,Garhwal,2003,155905,150218,5687,1166988,,
243200416,16,Uttarakhand,243,Garhwal,2004,176951,173091,3860,1428921,,
243200516,16,Uttarakhand,243,Garhwal,2005,211100,207563,3537,1788962,,
243200616,16,Uttarakhand,243,Garhwal,2006,255522,249252,6270,2271272,,
243200716,16,Uttarakhand,243,Garhwal,2007,362194,349613,12581,2854202,,
243200816,16,Uttarakhand,243,Garhwal,2008,459901,438562,21339,3967277,,
243200916,16,Uttarakhand,243,Garhwal,2009,502366,482859,19507,4640638,,
243201016,16,Uttarakhand,243,Garhwal,2010,579912,527172,52740,5902121,,
243201116,16,Uttarakhand,243,Garhwal,2011,575005,530211,44794,7207234,,
243201216,16,Uttarakhand,243,Garhwal,2012,631836,588703,43133,7531682,,
243201316,16,Uttarakhand,243,Garhwal,2013,882008,845020,36988,8662220,,
243201416,16,Uttarakhand,243,Garhwal,2014,1183622,1009417,174205,8697760,,
243201516,16,Uttarakhand,243,Garhwal,2015,982866,913018,69848,9065684,,
244200216,16,Uttarakhand,244,Dehradun,2002,530412,321446,208966,9680025,,
244200316,16,Uttarakhand,244,Dehradun,2003,642075,601973,40102,9444538,,
244200416,16,Uttarakhand,244,Dehradun,2004,980556,948891,31665,15465114,,
244200516,16,Uttarakhand,244,Dehradun,2005,941587,733245,208342,21620664,,
244200616,16,Uttarakhand,244,Dehradun,2006,3985210,1106427,2878783,24986014,,
244200716,16,Uttarakhand,244,Dehradun,2007,1254174,1196660,57514,30410062,,
244200816,16,Uttarakhand,244,Dehradun,2008,1380350,1102566,277784,34524216,,
244200916,16,Uttarakhand,244,Dehradun,2009,1899631,1415023,484608,38275548,,
244201016,16,Uttarakhand,244,Dehradun,2010,2188183,1753489,434694,47279656,,
244201116,16,Uttarakhand,244,Dehradun,2011,2568466,2303366,265100,55687135,,
244201216,16,Uttarakhand,244,Dehradun,2012,2929528,2693762,235766,68217552,,
244201316,16,Uttarakhand,244,Dehradun,2013,3717324,3320763,396561,76327786,,
244201416,16,Uttarakhand,244,Dehradun,2014,5241660,3821866,1419794,87175716,,
244201516,16,Uttarakhand,244,Dehradun,2015,4784900,4405424,379476,99524998,,
527200216,16,Uttarakhand,527,Haridwar,2002,682947,649445,33502,4550525,,
527200316,16,Uttarakhand,527,Haridwar,2003,960019,944993,15026,5300420,,
527200416,16,Uttarakhand,527,Haridwar,2004,1176202,1156715,19487,6504076,,
527200516,16,Uttarakhand,527,Haridwar,2005,1445455,1418053,27402,9194120,,
527200616,16,Uttarakhand,527,Haridwar,2006,1934361,1850660,83701,11073670,,
527200716,16,Uttarakhand,527,Haridwar,2007,2840025,2603394,236631,15169438,,
527200816,16,Uttarakhand,527,Haridwar,2008,3705715,3540737,164978,22631372,,
527200916,16,Uttarakhand,527,Haridwar,2009,5582379,5405629,176750,25643808,,
527201016,16,Uttarakhand,527,Haridwar,2010,7811399,7156387,655012,31240760,,
527201116,16,Uttarakhand,527,Haridwar,2011,10660983,10003956,657027,38334623,,
527201216,16,Uttarakhand,527,Haridwar,2012,12192789,11344175,848614,42189274,,
527201316,16,Uttarakhand,527,Haridwar,2013,12952955,12219527,733428,47124031,,
527201416,16,Uttarakhand,527,Haridwar,2014,15022852,13990769,1032083,53937819,,
527201516,16,Uttarakhand,527,Haridwar,2015,15119337,14406571,712766,59854533,,
1030200216,16,Uttarakhand,1030,Udhamsingh Nagar,2002,1892250,1689732,202518,4323784,,
1030200316,16,Uttarakhand,1030,Udhamsingh Nagar,2003,2473841,2222155,251686,5688614,,
1030200416,16,Uttarakhand,1030,Udhamsingh Nagar,2004,2770965,2598730,172235,6777409,,
1030200516,16,Uttarakhand,1030,Udhamsingh Nagar,2005,3623758,3265033,358725,8187453,,
1030200616,16,Uttarakhand,1030,Udhamsingh Nagar,2006,4792106,4420126,371980,11811714,,
1030200716,16,Uttarakhand,1030,Udhamsingh Nagar,2007,7166531,6707806,458725,17398268,,
1030200816,16,Uttarakhand,1030,Udhamsingh Nagar,2008,8946980,8007023,939957,23721842,,
1030200916,16,Uttarakhand,1030,Udhamsingh Nagar,2009,11622995,10323435,1299560,28497016,,
1030201016,16,Uttarakhand,1030,Udhamsingh Nagar,2010,13878733,11966381,1912352,36204184,,
1030201116,16,Uttarakhand,1030,Udham Singh Nagar,2011,16880179,15845508,1034671,41634529,,
1030201216,16,Uttarakhand,1030,Udham Singh Nagar,2012,20530588,18912204,1618384,48156679,,
1030201316,16,Uttarakhand,1030,Udham Singh Nagar,2013,22577991,20923161,1654830,53722621,,
1030201416,16,Uttarakhand,1030,Udham Singh Nagar,2014,32455313,28508566,3946747,66726539,,
1030201516,16,Uttarakhand,1030,Udham Singh Nagar,2015,36121957,32428949,3693008,76456225,,
1032200216,16,Uttarakhand,1032,Bageshwar,2002,17067,16965,102,222795,,
1032200316,16,Uttarakhand,1032,Bageshwar,2003,21868,21856,12,257970,,
1032200416,16,Uttarakhand,1032,Bageshwar,2004,20907,19698,1209,289572,,
1032200516,16,Uttarakhand,1032,Bageshwar,2005,33809,32322,1487,359494,,
1032200616,16,Uttarakhand,1032,Bageshwar,2006,63985,62670,1315,557898,,
1032200716,16,Uttarakhand,1032,Bageshwar,2007,75423,70412,5011,585694,,
1032200816,16,Uttarakhand,1032,Bageshwar,2008,96300,93052,3248,631779,,
1032200916,16,Uttarakhand,1032,Bageshwar,2009,100819,99356,1463,891622,,
1032201016,16,Uttarakhand,1032,Bageshwar,2010,120176,116766,3410,1058501,,
1032201116,16,Uttarakhand,1032,Bageshwar,2011,151163,148623,2540,1327590,,
1032201216,16,Uttarakhand,1032,Bageshwar,2012,175889,174297,1592,1496573,,
1032201316,16,Uttarakhand,1032,Bageshwar,2013,223695,221185,2510,1728564,,
1032201416,16,Uttarakhand,1032,Bageshwar,2014,421430,358178,63252,1879820,,
1032201516,16,Uttarakhand,1032,Bageshwar,2015,312537,292169,20368,2190283,,
1035200216,16,Uttarakhand,1035,Champawat,2002,20680,19780,900,224584,,
1035200316,16,Uttarakhand,1035,Champawat,2003,33084,32527,557,342975,,
1035200416,16,Uttarakhand,1035,Champawat,2004,39317,37067,2250,390469,,
1035200516,16,Uttarakhand,1035,Champawat,2005,52714,47149,5565,506384,,
1035200616,16,Uttarakhand,1035,Champawat,2006,69050,62225,6825,653072,,
1035200716,16,Uttarakhand,1035,Champawat,2007,82139,76657,5482,751722,,
1035200816,16,Uttarakhand,1035,Champawat,2008,92874,89523,3351,866395,,
1035200916,16,Uttarakhand,1035,Champawat,2009,113777,104718,9059,956985,,
1035201016,16,Uttarakhand,1035,Champawat,2010,139456,132224,7232,1120023,,
1035201116,16,Uttarakhand,1035,Champawat,2011,157688,145034,12654,1290440,,
1035201216,16,Uttarakhand,1035,Champawat,2012,259551,248880,10671,1503839,,
1035201316,16,Uttarakhand,1035,Champawat,2013,321290,314491,6799,1714165,,
1035201416,16,Uttarakhand,1035,Champawat,2014,392154,340608,51546,1989309,,
1035201516,16,Uttarakhand,1035,Champawat,2015,352842,334416,18426,2365744,,
1043200216,16,Uttarakhand,1043,Rudraprayag,2002,23560,23560,.,163908,,
1043200316,16,Uttarakhand,1043,Rudraprayag,2003,25001,24738,263,271767,,
1043200416,16,Uttarakhand,1043,Rudraprayag,2004,29578,29008,570,279128,,
1043200516,16,Uttarakhand,1043,Rudraprayag,2005,45240,45221,19,366522,,
1043200616,16,Uttarakhand,1043,Rudraprayag,2006,65875,61945,3930,578321,,
1043200716,16,Uttarakhand,1043,Rudraprayag,2007,125903,94008,31895,3606436,,
1043200816,16,Uttarakhand,1043,Rudraprayag,2008,112984,104255,8729,949184,,
1043200916,16,Uttarakhand,1043,Rudraprayag,2009,116415,109315,7100,1311703,,
1043201016,16,Uttarakhand,1043,Rudraprayag,2010,142410,130379,12031,2893892,,
1043201116,16,Uttarakhand,1043,Rudraprayag,2011,171304,168386,2918,2002398,,
1043201216,16,Uttarakhand,1043,Rudraprayag,2012,181479,176785,4694,2218378,,
1043201316,16,Uttarakhand,1043,Rudraprayag,2013,350918,291769,59149,4844585,,
1043201416,16,Uttarakhand,1043,Rudraprayag,2014,381827,314797,67030,6011234,,
1043201516,16,Uttarakhand,1043,Rudraprayag,2015,352476,288493,63983,6381499,,
601200217,17,Assam,601,Cachar,2002,90978,53969,37009,1592373,,
601200317,17,Assam,601,Cachar,2003,702072,557744,144328,17519670,,
601200417,17,Assam,601,Cachar,2004,150328,105906,44422,2897659,,
601200517,17,Assam,601,Cachar,2005,256850,207966,48884,3679252,,
601200617,17,Assam,601,Cachar,2006,407139,351219,55920,4972505,,
601200717,17,Assam,601,Cachar,2007,537671,498204,39467,6403143,,
601200817,17,Assam,601,Cachar,2008,753098,590862,162236,7745671,,
601200917,17,Assam,601,Cachar,2009,1033228,693358,339870,9227843,,
601201017,17,Assam,601,Cachar,2010,1254585,900383,354202,10143423,,
601201117,17,Assam,601,Cachar,2011,1396928,1094584,302344,10823253,,
601201217,17,Assam,601,Cachar,2012,1953905,1655137,298768,11633501,,
601201317,17,Assam,601,Cachar,2013,2706608,2260506,446102,14483757,,
601201417,17,Assam,601,Cachar,2014,3307350,3024498,282852,16161773,,
601201517,17,Assam,601,Cachar,2015,3300328,2952450,347878,16988968,,
602200217,17,Assam,602,Darrang,2002,159564,120416,39148,848375,,
602200317,17,Assam,602,Darrang,2003,180224,151983,28241,1256733,,
602200417,17,Assam,602,Darrang,2004,195240,160942,34298,1356509,,
602200517,17,Assam,602,Darrang,2005,336887,287375,49512,4541917,,
602200617,17,Assam,602,Darrang,2006,430612,381770,48842,5306476,,
602200717,17,Assam,602,Darrang,2007,304924,256768,48156,2307495,,
602200817,17,Assam,602,Darrang,2008,412002,394870,17132,4014144,,
602200917,17,Assam,602,Darrang,2009,452108,423936,28172,2725345,,
602201017,17,Assam,602,Darrang,2010,743392,633792,109600,3405555,,
602201117,17,Assam,602,Darrang,2011,777074,760482,16592,3727383,,
602201217,17,Assam,602,Darrang,2012,933074,914142,18932,4546217,,
