Key,State  code,State name,District code,District name, Year , Units: in 000 rupees Total  agricultural credit, Units: in 000 rupees Agricultural credit direct, Units: in 000 rupees Agricultural credit indirect, Units: in 000 rupees  Total  credit,,
18720154,4,Haryana,187,Sonipat,2015,13835011,12625401,1209610,123517405,,
18820024,4,Haryana,188,Faridabad,2002,1361301,1036917,324384,21760132,,
18820034,4,Haryana,188,Faridabad,2003,1451714,1333794,117920,28471008,,
18820044,4,Haryana,188,Faridabad,2004,1798566,1558548,240018,33713040,,
18820054,4,Haryana,188,Faridabad,2005,2053252,1819180,234072,30767736,,
18820064,4,Haryana,188,Faridabad,2006,2990041,1798924,1191117,44540536,,
18820074,4,Haryana,188,Faridabad,2007,3734968,2773513,961455,52105884,,
18820084,4,Haryana,188,Faridabad,2008,4608945,3641824,967121,59740872,,
18820094,4,Haryana,188,Faridabad,2009,2482291,2286569,195722,76678112,,
18820104,4,Haryana,188,Faridabad,2010,2934430,2607803,326627,82494920,,
18820114,4,Haryana,188,Faridabad,2011,3350415,2549469,800946,93093958,,
18820124,4,Haryana,188,Faridabad,2012,4515012,3344355,1170657,111619943,,
18820134,4,Haryana,188,Faridabad,2013,4685324,4335500,349824,135764100,,
18820144,4,Haryana,188,Faridabad,2014,6184216,4622084,1562132,162087118,,
18820154,4,Haryana,188,Faridabad,2015,4756164,4176132,580032,185585743,,
52320024,4,Haryana,523,Yamunanagar,2002,1338382,1161381,177001,5713486,,
52320034,4,Haryana,523,Yamunanagar,2003,1524764,1436977,87787,7511388,,
52320044,4,Haryana,523,Yamunanagar,2004,2060285,1829578,230707,8472167,,
52320054,4,Haryana,523,Yamunanagar,2005,2402642,2255785,146857,9846819,,
52320064,4,Haryana,523,Yamunanagar,2006,3254305,3019326,234979,13056756,,
52320074,4,Haryana,523,Yamunanagar,2007,4679558,4258230,421328,17037932,,
52320084,4,Haryana,523,Yamunanagar,2008,4816402,4401754,414648,17912276,,
52320094,4,Haryana,523,Yamunanagar,2009,5459080,5146277,312803,21084384,,
52320104,4,Haryana,523,Yamunanagar,2010,6907818,6531471,376347,24692752,,
52320114,4,Haryana,523,Yamunanagar,2011,8099491,7749758,349733,28471194,,
52320124,4,Haryana,523,Yamunanagar,2012,9645049,9264543,380506,30705655,,
52320134,4,Haryana,523,Yamunanagar,2013,11059067,10700139,358928,34421362,,
52320144,4,Haryana,523,Yamunanagar,2014,14141129,13426553,714576,39732603,,
52320154,4,Haryana,523,Yamunanagar,2015,16363284,15883819,479465,45174941,,
52420024,4,Haryana,524,Kaithal,2002,1987659,1694694,292965,4135421,,
52420034,4,Haryana,524,Kaithal,2003,2240883,2104971,135912,4606639,,
52420044,4,Haryana,524,Kaithal,2004,2702836,2338604,364232,4687993,,
52420054,4,Haryana,524,Kaithal,2005,3414132,3137569,276563,5860923,,
52420064,4,Haryana,524,Kaithal,2006,2475105,2309695,165410,22395004,,
52420074,4,Haryana,524,Kaithal,2007,5370583,5099191,271392,8875765,,
52420084,4,Haryana,524,Kaithal,2008,6233615,5477320,756295,11557731,,
52420094,4,Haryana,524,Kaithal,2009,7929785,6626862,1302923,15629832,,
52420104,4,Haryana,524,Kaithal,2010,9446605,7842879,1603726,20742628,,
52420114,4,Haryana,524,Kaithal,2011,11789184,9869927,1919257,28343293,,
52420124,4,Haryana,524,Kaithal,2012,14943066,12944458,1998608,28340558,,
52420134,4,Haryana,524,Kaithal,2013,14152799,12756044,1396755,30217376,,
52420144,4,Haryana,524,Kaithal,2014,17885895,16538797,1347098,34796927,,
52420154,4,Haryana,524,Kaithal,2015,21133428,20233262,900166,43621355,,
52520024,4,Haryana,525,Panipat,2002,1710771,773922,936849,9553555,,
52520034,4,Haryana,525,Panipat,2003,1249912,1069548,180364,9918372,,
52520044,4,Haryana,525,Panipat,2004,1926771,1826547,100224,13798553,,
52520054,4,Haryana,525,Panipat,2005,1923450,1872535,50915,16431489,,
52520064,4,Haryana,525,Panipat,2006,2475105,2309695,165410,22395004,,
52520074,4,Haryana,525,Panipat,2007,3335176,3212215,122961,26573176,,
52520084,4,Haryana,525,Panipat,2008,3925467,3621153,304314,30324634,,
52520094,4,Haryana,525,Panipat,2009,4558599,4317732,240867,38605904,,
52520104,4,Haryana,525,Panipat,2010,5424266,4833738,590528,42352324,,
52520114,4,Haryana,525,Panipat,2011,6695180,6051890,643290,51899251,,
52520124,4,Haryana,525,Panipat,2012,8105769,7575785,529984,60145218,,
52520134,4,Haryana,525,Panipat,2013,9770513,8879027,891486,70403414,,
52520144,4,Haryana,525,Panipat,2014,13699639,12335436,1364203,78254248,,
52520154,4,Haryana,525,Panipat,2015,16465230,15319158,1146072,89001760,,
52620024,4,Haryana,526,Rewari,2002,713398,691426,21972,2543990,,
52620034,4,Haryana,526,Rewari,2003,964146,955226,8920,4175977,,
52620044,4,Haryana,526,Rewari,2004,997949,957647,40302,4021110,,
52620054,4,Haryana,526,Rewari,2005,1323210,1271010,52200,5232907,,
52620064,4,Haryana,526,Rewari,2006,1679625,1632984,46641,7800020,,
52620074,4,Haryana,526,Rewari,2007,3154192,3037331,116861,8966491,,
52620084,4,Haryana,526,Rewari,2008,3973321,2726556,1246765,15541543,,
52620094,4,Haryana,526,Rewari,2009,4598340,3226577,1371763,21331568,,
52620104,4,Haryana,526,Rewari,2010,4804086,3640527,1163559,24783308,,
52620114,4,Haryana,526,Rewari,2011,4518205,4375840,142365,23071888,,
52620124,4,Haryana,526,Rewari,2012,5298176,5167625,130551,20517162,,
52620134,4,Haryana,526,Rewari,2013,6301063,6135236,165827,23511753,,
52620144,4,Haryana,526,Rewari,2014,7682003,6907671,774332,24100424,,
52620154,4,Haryana,526,Rewari,2015,7864382,7535323,329059,27800175,,
100720024,4,Haryana,1007,Fatehabad,2002,1288417,1096707,191710,2169645,,
100720034,4,Haryana,1007,Fatehabad,2003,1670149,1497692,172457,2714877,,
100720044,4,Haryana,1007,Fatehabad,2004,2025811,1860538,165273,3275067,,
100720054,4,Haryana,1007,Fatehabad,2005,2449784,2329543,120241,3926771,,
100720064,4,Haryana,1007,Fatehabad,2006,3282622,3096037,186585,6564212,,
100720074,4,Haryana,1007,Fatehabad,2007,4615916,4232920,382996,7341880,,
100720084,4,Haryana,1007,Fatehabad,2008,4921750,4693354,228396,7531960,,
100720094,4,Haryana,1007,Fatehabad,2009,6216175,5882942,333233,9881917,,
100720104,4,Haryana,1007,Fatehabad,2010,7561136,6994230,566906,13114172,,
100720114,4,Haryana,1007,Fatehabad,2011,9111137,8397723,713414,15598172,,
100720124,4,Haryana,1007,Fatehabad,2012,11450424,10531227,919197,18550442,,
100720134,4,Haryana,1007,Fatehabad,2013,13454482,12559017,895465,21384723,,
100720144,4,Haryana,1007,Fatehabad,2014,18230403,17242667,987736,27171939,,
100720154,4,Haryana,1007,Fatehabad,2015,22075164,20989031,1086133,33328481,,
100820024,4,Haryana,1008,Jhajjar,2002,805192,759935,45257,3615495,,
100820034,4,Haryana,1008,Jhajjar,2003,1280807,1254581,26226,5296911,,
100820044,4,Haryana,1008,Jhajjar,2004,1297366,1292979,4387,3808501,,
100820054,4,Haryana,1008,Jhajjar,2005,1606550,1601072,5478,3868196,,
100820064,4,Haryana,1008,Jhajjar,2006,1968950,1951924,17026,5635158,,
100820074,4,Haryana,1008,Jhajjar,2007,2786472,2416955,369517,8456240,,
100820084,4,Haryana,1008,Jhajjar,2008,3059136,3002515,56621,11584722,,
100820094,4,Haryana,1008,Jhajjar,2009,3777544,3644873,132671,13168409,,
100820104,4,Haryana,1008,Jhajjar,2010,4567033,4318527,248506,20168356,,
100820114,4,Haryana,1008,Jhajjar,2011,5624892,5456877,168015,25072477,,
100820124,4,Haryana,1008,Jhajjar,2012,6777302,6649590,127712,29578984,,
100820134,4,Haryana,1008,Jhajjar,2013,7802137,7717587,84550,36798468,,
100820144,4,Haryana,1008,Jhajjar,2014,8803531,8682427,121104,33006586,,
100820154,4,Haryana,1008,Jhajjar,2015,10129304,9947968,181336,37763107,,
100920024,4,Haryana,1009,Panchkula,2002,605032,346638,258394,6851966,,
100920034,4,Haryana,1009,Panchkula,2003,1016662,531729,484933,8221051,,
100920044,4,Haryana,1009,Panchkula,2004,2336867,544684,1792183,9348451,,
100920054,4,Haryana,1009,Panchkula,2005,2964731,676893,2287838,14369207,,
100920064,4,Haryana,1009,Panchkula,2006,3254305,3019326,234979,13056756,,
100920074,4,Haryana,1009,Panchkula,2007,12588022,3060544,9527478,27492468,,
100920084,4,Haryana,1009,Panchkula,2008,11402588,4328619,7073969,45791520,,
100920094,4,Haryana,1009,Panchkula,2009,8814015,1213198,7600817,62041836,,
100920104,4,Haryana,1009,Panchkula,2010,17650864,4759592,12891272,83108984,,
100920114,4,Haryana,1009,Panchkula,2011,23651034,9235649,14415385,124193187,,
100920124,4,Haryana,1009,Panchkula,2012,20041874,3210595,16831279,151124155,,
100920134,4,Haryana,1009,Panchkula,2013,28001510,7240618,20760892,168472960,,
100920144,4,Haryana,1009,Panchkula,2014,22829939,4001665,18828274,138496814,,
100920154,4,Haryana,1009,Panchkula,2015,8371750,4421270,3950480,141665097,,
200220064,4,Haryana,2002,Mewat,2006,3360171,2351582,1008589,17088482,,
200220074,4,Haryana,2002,Mewat,2007,1054851,1041101,13750,2327213,,
200220084,4,Haryana,2002,Mewat,2008,1496196,1463343,32853,2367555,,
200220094,4,Haryana,2002,Mewat,2009,1282353,1247100,35253,2200718,,
200220104,4,Haryana,2002,Mewat,2010,1699680,1643452,56228,2900415,,
200220114,4,Haryana,2002,Mewat,2011,2324099,2296364,27735,3902781,,
200220124,4,Haryana,2002,Mewat,2012,2869948,2809593,60355,4387268,,
200220134,4,Haryana,2002,Mewat,2013,3661993,3643349,18644,6062401,,
200220144,4,Haryana,2002,Mewat,2014,3943429,3853044,90385,6838920,,
200220154,4,Haryana,2002,Mewat,2015,4041416,3952253,89163,7447826,,
200320094,4,Haryana,2003,Palwal,2009,2012882,1990664,22218,2811763,,
200320104,4,Haryana,2003,Palwal,2010,2571845,2483654,88191,4335426,,
200320114,4,Haryana,2003,Palwal,2011,4061623,3918504,143119,11995854,,
200320124,4,Haryana,2003,Palwal,2012,5786642,5729598,57044,8560738,,
200320134,4,Haryana,2003,Palwal,2013,6841680,6743365,98315,10097425,,
200320144,4,Haryana,2003,Palwal,2014,7535644,7345580,190064,11246691,,
200320154,4,Haryana,2003,Palwal,2015,8722743,8545932,176811,14911436,,
6520025,5,Karnataka,65,Kolar,2002,2036301,1886787,149514,5097729,,
6520035,5,Karnataka,65,Kolar,2003,2423433,2315037,108396,5986158,,
6520045,5,Karnataka,65,Kolar,2004,2798295,2640962,157333,7007114,,
6520055,5,Karnataka,65,Kolar,2005,3620587,3435527,185060,8731186,,
6520065,5,Karnataka,65,Kolar,2006,3572560,3469347,103213,9791644,,
6520075,5,Karnataka,65,Kolar,2007,5983002,5815135,167867,13767496,,
6520085,5,Karnataka,65,Kolar,2008,5062850,4871955,190895,11454598,,
6520095,5,Karnataka,65,Kolar,2009,5219282,5080997,138285,12156502,,
6520105,5,Karnataka,65,Kolar,2010,5982471,5792080,190391,13039695,,
6520115,5,Karnataka,65,Kolar,2011,7074455,6843587,230868,15131010,,
6520125,5,Karnataka,65,Kolar,2012,8864773,8594765,270008,18342524,,
6520135,5,Karnataka,65,Kolar,2013,15445761,14974869,470892,25041050,,
6520145,5,Karnataka,65,Kolar,2014,18840254,17424604,1415650,29587139,,
6520155,5,Karnataka,65,Kolar,2015,17372150,16820071,552079,30667871,,
6620025,5,Karnataka,66,Tumkur,2002,1936757,1670230,266527,5860554,,
6620035,5,Karnataka,66,Tumkur,2003,2067190,1875363,191827,6934441,,
6620045,5,Karnataka,66,Tumkur,2004,2309488,2222060,87428,8050876,,
6620055,5,Karnataka,66,Tumkur,2005,3157525,3021964,135561,10891415,,
6620065,5,Karnataka,66,Tumkur,2006,4631155,4494564,136591,14214737,,
6620075,5,Karnataka,66,Tumkur,2007,4890659,4793332,97327,15961577,,
6620085,5,Karnataka,66,Tumkur,2008,8093866,7800483,293383,21090930,,
6620095,5,Karnataka,66,Tumkur,2009,9293361,9050563,242798,22610524,,
6620105,5,Karnataka,66,Tumkur,2010,11896373,11487829,408544,28040474,,
6620115,5,Karnataka,66,Tumkur,2011,13293446,12922403,371043,31512506,,
6620125,5,Karnataka,66,Tumkur,2012,17760380,17052741,707639,39194391,,
6620135,5,Karnataka,66,Tumkur,2013,24236720,23184898,1051822,46958146,,
6620145,5,Karnataka,66,Tumkur,2014,30405578,27719865,2685713,56889160,,
6620155,5,Karnataka,66,Tumkur,2015,34556121,33512740,1043381,68804219,,
6720025,5,Karnataka,67,Mysore,2002,1891483,1643362,248121,16708551,,
6720035,5,Karnataka,67,Mysore,2003,2200847,2015979,184868,19772168,,
6720045,5,Karnataka,67,Mysore,2004,2775950,2352802,423148,21128134,,
6720055,5,Karnataka,67,Mysore,2005,3181768,3085765,96003,27344162,,
6720065,5,Karnataka,67,Mysore,2006,4447353,4276493,170860,34479332,,
6720075,5,Karnataka,67,Mysore,2007,5578825,5333419,245406,44582572,,
6720085,5,Karnataka,67,Mysore,2008,8471580,7585676,885904,58650804,,
6720095,5,Karnataka,67,Mysore,2009,9895612,8694140,1201472,62487080,,
6720105,5,Karnataka,67,Mysore,2010,10943849,10431983,511866,68738560,,
6720115,5,Karnataka,67,Mysore,2011,15967365,14418794,1548571,82569438,,
6720125,5,Karnataka,67,Mysore,2012,17985988,15892274,2093714,98690864,,
6720135,5,Karnataka,67,Mysore,2013,23751119,20439425,3311694,114391660,,
6720145,5,Karnataka,67,Mysore,2014,31907966,24833243,7074723,128514739,,
6720155,5,Karnataka,67,Mysore,2015,35471361,31237183,4234178,148198507,,
6820025,5,Karnataka,68,Mandya,2002,1540240,1448135,92105,3862215,,
6820035,5,Karnataka,68,Mandya,2003,1730793,1642533,88260,4413123,,
6820045,5,Karnataka,68,Mandya,2004,1766437,1706134,60303,5338432,,
6820055,5,Karnataka,68,Mandya,2005,2513340,2404088,109252,6838189,,
6820065,5,Karnataka,68,Mandya,2006,3574740,3463376,111364,8901586,,
6820075,5,Karnataka,68,Mandya,2007,4860231,4692084,168147,10284935,,
6820085,5,Karnataka,68,Mandya,2008,5760213,5429097,331116,11811247,,
6820095,5,Karnataka,68,Mandya,2009,5803323,5527951,275372,12170664,,
6820105,5,Karnataka,68,Mandya,2010,7721605,7287791,433814,15150571,,
6820115,5,Karnataka,68,Mandya,2011,8529030,8163532,365498,16530471,,
6820125,5,Karnataka,68,Mandya,2012,11381390,10896236,485154,20740120,,
6820135,5,Karnataka,68,Mandya,2013,14790567,14030872,759695,26310250,,
6820145,5,Karnataka,68,Mandya,2014,18628795,16515924,2112871,30538809,,
6820155,5,Karnataka,68,Mandya,2015,21616208,20464744,1151464,35926697,,
6920025,5,Karnataka,69,Hassan,2002,3394767,3146410,248357,7204574,,
6920035,5,Karnataka,69,Hassan,2003,3668932,3601412,67520,7674262,,
6920045,5,Karnataka,69,Hassan,2004,4285319,4209404,75915,9062535,,
6920055,5,Karnataka,69,Hassan,2005,5062517,5000136,62381,11055937,,
6920065,5,Karnataka,69,Hassan,2006,5668185,5581125,87060,13354023,,
6920075,5,Karnataka,69,Hassan,2007,7471524,7326695,144829,16960158,,
6920085,5,Karnataka,69,Hassan,2008,8683398,8345446,337952,17971546,,
6920095,5,Karnataka,69,Hassan,2009,9592092,9350065,242027,25871736,,
6920105,5,Karnataka,69,Hassan,2010,11849559,11421896,427663,23876486,,
6920115,5,Karnataka,69,Hassan,2011,12320939,11903131,417808,25442136,,
6920125,5,Karnataka,69,Hassan,2012,16911526,16221442,690084,30615034,,
6920135,5,Karnataka,69,Hassan,2013,22136034,20647056,1488978,37206952,,
6920145,5,Karnataka,69,Hassan,2014,27059006,24675466,2383540,43528293,,
6920155,5,Karnataka,69,Hassan,2015,30921212,29970746,950466,51625970,,
7020025,5,Karnataka,70,Shimoga,2002,3015190,2210957,804233,8473992,,
7020035,5,Karnataka,70,Shimoga,2003,3760677,2651054,1109623,10035282,,
7020045,5,Karnataka,70,Shimoga,2004,4247414,3229134,1018280,11700861,,
7020055,5,Karnataka,70,Shimoga,2005,5184867,4085612,1099255,13914972,,
7020065,5,Karnataka,70,Shimoga,2006,5520623,4610494,910129,15895724,,
7020075,5,Karnataka,70,Shimoga,2007,7214323,6556323,658000,19484774,,
7020085,5,Karnataka,70,Shimoga,2008,8616836,7786461,830375,21876028,,
7020095,5,Karnataka,70,Shimoga,2009,9836886,9217419,619467,24235416,,
7020105,5,Karnataka,70,Shimoga,2010,11348749,10346723,1002026,27528426,,
7020115,5,Karnataka,70,Shimoga,2011,12429004,11171983,1257021,30500716,,
7020125,5,Karnataka,70,Shimoga,2012,15037710,13096686,1941024,35072205,,
7020135,5,Karnataka,70,Shimoga,2013,18845482,16371997,2473485,40276567,,
7020145,5,Karnataka,70,Shimoga,2014,23344132,19471713,3872419,47776258,,
7020155,5,Karnataka,70,Shimoga,2015,27097028,24675092,2421936,57874792,,
7120025,5,Karnataka,71,Chikmagalur,2002,6012613,5159226,853387,9566792,,
7120035,5,Karnataka,71,Chikmagalur,2003,5771417,5674526,96891,10763078,,
7120045,5,Karnataka,71,Chikmagalur,2004,5918143,5819379,98764,11193803,,
7120055,5,Karnataka,71,Chikmagalur,2005,6473181,6387849,85332,12219121,,
7120065,5,Karnataka,71,Chikmagalur,2006,6682200,6557168,125032,13614053,,
7120075,5,Karnataka,71,Chikmagalur,2007,7721770,7624598,97172,14914192,,
7120085,5,Karnataka,71,Chikmagalur,2008,8789321,8461341,327980,16694405,,
7120095,5,Karnataka,71,Chikmagalur,2009,9531172,9363082,168090,17759224,,
7120105,5,Karnataka,71,Chikmagalur,2010,10903000,10448800,454200,21170232,,
7120115,5,Karnataka,71,Chikmagalur,2011,11416247,10668132,748115,22750090,,
7120125,5,Karnataka,71,Chikmagalur,2012,14175417,12922750,1252667,24428211,,
7120135,5,Karnataka,71,Chikmagalur,2013,16357836,14853615,1504221,29067039,,
7120145,5,Karnataka,71,Chikmagalur,2014,20210558,17909294,2301264,33456837,,
7120155,5,Karnataka,71,Chikmagalur,2015,23694636,22518064,1176572,40546506,,
7220025,5,Karnataka,72,Chitradurga,2002,1615882,1446880,169002,3849423,,
7220035,5,Karnataka,72,Chitradurga,2003,1875036,1640904,234132,4789387,,
7220045,5,Karnataka,72,Chitradurga,2004,2047548,1811745,235803,4984358,,
7220055,5,Karnataka,72,Chitradurga,2005,2551882,2426951,124931,6487929,,
7220065,5,Karnataka,72,Chitradurga,2006,2340226,2251268,88958,6726222,,
7220075,5,Karnataka,72,Chitradurga,2007,4513759,4415714,98045,10662296,,
7220085,5,Karnataka,72,Chitradurga,2008,5441233,5214524,226709,12004749,,
7220095,5,Karnataka,72,Chitradurga,2009,6425683,6302088,123595,13627338,,
7220105,5,Karnataka,72,Chitradurga,2010,7548997,7371546,177451,14950556,,
7220115,5,Karnataka,72,Chitradurga,2011,8865336,8629215,236121,17571596,,
7220125,5,Karnataka,72,Chitradurga,2012,11602691,11268889,333802,21290653,,
7220135,5,Karnataka,72,Chitradurga,2013,15416208,15069692,346516,25119831,,
7220145,5,Karnataka,72,Chitradurga,2014,18408801,17454226,954575,30450258,,
7220155,5,Karnataka,72,Chitradurga,2015,21487151,20840841,646310,36010289,,
7320025,5,Karnataka,73,Bellary,2002,3144223,2525060,619163,26940882,,
7320035,5,Karnataka,73,Bellary,2003,4092560,3287289,805271,35079760,,
7320045,5,Karnataka,73,Bellary,2004,4877097,4017669,859428,28389124,,
7320055,5,Karnataka,73,Bellary,2005,5655418,4782319,873099,33320904,,
7320065,5,Karnataka,73,Bellary,2006,5683799,4421689,1262110,38874224,,
7320075,5,Karnataka,73,Bellary,2007,10410355,8370379,2039976,47166244,,
7320085,5,Karnataka,73,Bellary,2008,12693590,10013579,2680011,71746856,,
7320095,5,Karnataka,73,Bellary,2009,12380678,11489757,890921,81722544,,
7320105,5,Karnataka,73,Bellary,2010,15556427,14327188,1229239,83469872,,
7320115,5,Karnataka,73,Bellary,2011,20676059,16226841,4449218,101581454,,
7320125,5,Karnataka,73,Bellary,2012,22775841,18259845,4515996,111504025,,
7320135,5,Karnataka,73,Bellary,2013,26406631,25196574,1210057,113434536,,
7320145,5,Karnataka,73,Bellary,2014,30409110,27861986,2547124,97584385,,
7320155,5,Karnataka,73,Bellary,2015,36270361,34693156,1577205,97746993,,
7420025,5,Karnataka,74,Dharwad,2002,1572598,1301951,270647,13452185,,
7420035,5,Karnataka,74,Dharwad,2003,1755876,1619368,136508,14304846,,
7420045,5,Karnataka,74,Dharwad,2004,2535167,1906401,628766,18365884,,
7420055,5,Karnataka,74,Dharwad,2005,2974531,2414232,560299,22078894,,
7420065,5,Karnataka,74,Dharwad,2006,4917867,3306928,1610939,28551906,,
7420075,5,Karnataka,74,Dharwad,2007,7235340,4873479,2361861,36346228,,
7420085,5,Karnataka,74,Dharwad,2008,9063500,7789109,1274391,43248524,,
7420095,5,Karnataka,74,Dharwad,2009,9502597,6751969,2750628,50295000,,
7420105,5,Karnataka,74,Dharwad,2010,9779883,7336587,2443296,57534756,,
7420115,5,Karnataka,74,Dharwad,2011,11651833,10086208,1565625,62500189,,
7420125,5,Karnataka,74,Dharwad,2012,12559353,10753733,1805620,77343069,,
7420135,5,Karnataka,74,Dharwad,2013,14257629,12795478,1462151,85680590,,
7420145,5,Karnataka,74,Dharwad,2014,18913127,15394318,3518809,86231937,,
7420155,5,Karnataka,74,Dharwad,2015,19979756,18689303,1290453,107484343,,
7520025,5,Karnataka,75,Belgaum,2002,4793002,4408592,384410,13233616,,
7520035,5,Karnataka,75,Belgaum,2003,5373889,5144735,229154,15471421,,
7520045,5,Karnataka,75,Belgaum,2004,6209364,5886864,322500,19710320,,
7520055,5,Karnataka,75,Belgaum,2005,8751392,8260667,490725,25814816,,
7520065,5,Karnataka,75,Belgaum,2006,11506855,11075913,430942,33104976,,
7520075,5,Karnataka,75,Belgaum,2007,15476856,14875731,601125,41751224,,
