Key,Dist Code,Year,State Code,State Name,Dist Name,CANALS AREA (1000 ha),TANKS AREA (1000 ha),TUBE WELLS AREA (1000 ha),OTHER WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),OTHER SOURCES AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha)
920126,9,2012,6,Madhya Pradesh,Chhindwara,14.56,5.14,51.48,118.24,169.72,15.52,204.93,204.93
920136,9,2013,6,Madhya Pradesh,Chhindwara,14.08,8.4,51.03,125.23,176.27,21.38,220.14,220.14
920146,9,2014,6,Madhya Pradesh,Chhindwara,15.3,8.78,54.54,130.06,184.61,16.71,225.4,225.4
920156,9,2015,6,Madhya Pradesh,Chhindwara,15.3,8.39,55.01,129.42,184.42,16.71,224.83,224.83
920166,9,2016,6,Madhya Pradesh,Chhindwara,17.08,4.7,48.41,142.79,191.2,7.49,220.47,220.47
920176,9,2017,6,Madhya Pradesh,Chhindwara,25.44,4.71,50.36,155.35,205.71,9.48,245.35,245.35
1019906,10,1990,6,Madhya Pradesh,Narsinghpur,1.1,0.2,17.4,53.1,70.5,4.9,76.7,76.7
1019916,10,1991,6,Madhya Pradesh,Narsinghpur,0.99,0.1,19.98,62.04,82.02,5.28,88.4,88.4
1019926,10,1992,6,Madhya Pradesh,Narsinghpur,1.02,0.1,25.34,70.52,95.86,8.02,105,105
1019936,10,1993,6,Madhya Pradesh,Narsinghpur,2.19,0.07,31.12,72.97,104.09,8.58,114.9,114.9
1019946,10,1994,6,Madhya Pradesh,Narsinghpur,2.12,0.07,34.61,82.49,117.1,11.49,130.8,133.1
1019956,10,1995,6,Madhya Pradesh,Narsinghpur,2.4,0,41.53,84.96,126.49,10.57,139.47,141.91
1019966,10,1996,6,Madhya Pradesh,Narsinghpur,2.05,0,53.23,76.06,129.29,10.8,142.1,145.2
1019976,10,1997,6,Madhya Pradesh,Narsinghpur,2.23,0,59.97,73.15,133.12,15.3,150.65,153.22
1019986,10,1998,6,Madhya Pradesh,Narsinghpur,1.19,0.31,48.91,100.62,149.53,6.83,157.86,157.86
1019996,10,1999,6,Madhya Pradesh,Narsinghpur,1.14,0.04,56.43,99.26,155.69,7.94,164.82,164.82
1020006,10,2000,6,Madhya Pradesh,Narsinghpur,1.34,0.06,62.13,98.05,160.18,7.84,169.42,169.42
1020016,10,2001,6,Madhya Pradesh,Narsinghpur,1.28,0.05,62.56,97.49,160.05,7.94,169.33,171.29
1020026,10,2002,6,Madhya Pradesh,Narsinghpur,1.08,0.01,65.67,94.48,160.15,7.31,168.54,170.33
1020036,10,2003,6,Madhya Pradesh,Narsinghpur,1.06,0.01,70.94,91.07,162.01,7.23,170.31,171.7
1020046,10,2004,6,Madhya Pradesh,Narsinghpur,1.01,0.01,71.49,93.03,164.52,5.72,171.26,172.6
1020056,10,2005,6,Madhya Pradesh,Narsinghpur,1.1,0.01,74.14,92.16,166.3,6.89,174.3,175.53
1020066,10,2006,6,Madhya Pradesh,Narsinghpur,1.1,0.01,76.54,92.77,169.31,7.35,177.76,178.49
1020076,10,2007,6,Madhya Pradesh,Narsinghpur,1.11,0.01,83.16,88.84,172,6.17,179.29,184.64
1020086,10,2008,6,Madhya Pradesh,Narsinghpur,0.89,0.01,122.56,51.3,173.86,5.25,180,184.36
1020096,10,2009,6,Madhya Pradesh,Narsinghpur,0.91,0.01,126.2,50.42,176.62,5.51,183.04,187.4
1020106,10,2010,6,Madhya Pradesh,Narsinghpur,0.92,0.01,126.45,49.97,176.42,5.8,183.14,185.83
1020116,10,2011,6,Madhya Pradesh,Narsinghpur,0.94,0.01,148.03,43.46,191.49,5.91,198.35,201.11
1020126,10,2012,6,Madhya Pradesh,Narsinghpur,3.71,0.01,153.99,44.81,198.8,7.45,209.96,213
1020136,10,2013,6,Madhya Pradesh,Narsinghpur,3.71,0.01,195.17,44.81,239.98,7.54,251.23,254.83
1020146,10,2014,6,Madhya Pradesh,Narsinghpur,8.84,0.01,181.12,37.23,218.35,19.39,246.58,281.33
1020156,10,2015,6,Madhya Pradesh,Narsinghpur,8.88,0.01,216.38,37.06,253.44,19.25,281.57,314.35
1020166,10,2016,6,Madhya Pradesh,Narsinghpur,8.88,0.01,234.39,36.96,271.35,19.25,299.48,299.83
1020176,10,2017,6,Madhya Pradesh,Narsinghpur,8.88,0.01,230.11,36.96,267.07,19.25,295.21,297.24
1119906,11,1990,6,Madhya Pradesh,Seoni,24.5,6,0.5,9.4,9.9,3.4,43.8,43.8
1119916,11,1991,6,Madhya Pradesh,Seoni,17.35,6.03,0.2,12.22,12.42,4.77,40.6,40.6
1119926,11,1992,6,Madhya Pradesh,Seoni,26.26,7.41,0.16,15.92,16.08,7.05,56.8,56.8
1119936,11,1993,6,Madhya Pradesh,Seoni,31.12,6.22,0.02,18.85,18.87,8.61,64.8,64.8
1119946,11,1994,6,Madhya Pradesh,Seoni,32.73,6.45,0.02,20.26,20.28,9.77,69.2,69.3
1119956,11,1995,6,Madhya Pradesh,Seoni,33.69,6.59,0.11,19.23,19.34,9.78,69.4,69.4
1119966,11,1996,6,Madhya Pradesh,Seoni,34.41,6.18,0.18,22.57,22.75,8.7,72,72
1119976,11,1997,6,Madhya Pradesh,Seoni,27.75,6.44,0.75,14.86,15.61,7.11,56.92,56.92
1119986,11,1998,6,Madhya Pradesh,Seoni,35.87,6.76,0.4,21.63,22.03,8.66,73.32,73.32
1119996,11,1999,6,Madhya Pradesh,Seoni,38.66,7.01,0.59,23.74,24.33,9.85,79.85,79.85
1120006,11,2000,6,Madhya Pradesh,Seoni,38.26,7.29,0.53,23.48,24.01,9.59,79.15,79.15
1120016,11,2001,6,Madhya Pradesh,Seoni,42.73,7.16,0.81,27.03,27.84,9.44,87.17,87.17
1120026,11,2002,6,Madhya Pradesh,Seoni,45.95,7.65,1.38,28.19,29.57,10.59,93.75,93.75
1120036,11,2003,6,Madhya Pradesh,Seoni,49.24,6.83,1.54,29.82,31.36,9.39,96.82,96.82
1120046,11,2004,6,Madhya Pradesh,Seoni,49.23,5.93,1.77,29.16,30.93,10.91,97,97
1120056,11,2005,6,Madhya Pradesh,Seoni,56.03,7.71,2.9,30.49,33.39,13.39,110.51,110.51
1120066,11,2006,6,Madhya Pradesh,Seoni,56.75,8.89,2.98,31.82,34.8,13.24,113.68,113.68
1120076,11,2007,6,Madhya Pradesh,Seoni,64.73,9.15,3.72,33.4,37.12,14.04,125.04,125.04
1120086,11,2008,6,Madhya Pradesh,Seoni,56.93,7.81,4.98,33.59,38.57,13.08,116.38,116.38
1120096,11,2009,6,Madhya Pradesh,Seoni,57.14,8.32,4.48,36.87,41.35,14.51,121.32,121.32
1120106,11,2010,6,Madhya Pradesh,Seoni,59.73,9.06,5.74,40.17,45.91,17.45,132.15,132.15
1120116,11,2011,6,Madhya Pradesh,Seoni,62.77,9.58,6.23,44.89,51.12,17.93,141.39,141.39
1120126,11,2012,6,Madhya Pradesh,Seoni,68.66,11.02,11.53,46.94,58.47,23.32,161.47,161.47
1120136,11,2013,6,Madhya Pradesh,Seoni,85.57,12.06,15.92,49.49,65.41,25.02,188.06,188.06
1120146,11,2014,6,Madhya Pradesh,Seoni,86.53,12.78,24.83,57.88,82.71,20.74,202.76,202.76
1120156,11,2015,6,Madhya Pradesh,Seoni,83.18,11.49,26.08,51.26,77.33,18.81,190.81,190.81
1120166,11,2016,6,Madhya Pradesh,Seoni,87.19,11.54,24.82,54.63,79.45,21.81,199.98,199.98
1120176,11,2017,6,Madhya Pradesh,Seoni,96.88,9.96,28.6,52.44,81.04,22.12,210,210
1219906,12,1990,6,Madhya Pradesh,Mandla,7.3,0,0,2,2,1.2,10.5,13.4
1219916,12,1991,6,Madhya Pradesh,Mandla,10.38,0.04,0,1.86,1.86,1.97,14.25,18.19
1219926,12,1992,6,Madhya Pradesh,Mandla,11.06,0.02,0,2.45,2.45,1.57,15.1,19.84
1219936,12,1993,6,Madhya Pradesh,Mandla,11.97,0.02,0,2.09,2.09,1.11,15.19,19.31
1219946,12,1994,6,Madhya Pradesh,Mandla,11.66,0,0,2.28,2.28,1.7,15.64,19.1
1219956,12,1995,6,Madhya Pradesh,Mandla,8.89,0,0,4.18,4.18,2.25,15.33,17.17
1219966,12,1996,6,Madhya Pradesh,Mandla,10.23,0.23,0,2.44,2.44,1.05,13.95,17.03
1219976,12,1997,6,Madhya Pradesh,Mandla,7.72,0.16,0,3.12,3.12,1.31,12.3,12.6
1219986,12,1998,6,Madhya Pradesh,Mandla,10.07,0.16,0,2.28,2.28,1.08,13.59,14.76
1219996,12,1999,6,Madhya Pradesh,Mandla,9.92,0.15,0,3.49,3.49,1.23,14.79,15.6
1220006,12,2000,6,Madhya Pradesh,Mandla,10.23,0.16,0,2.66,2.66,1.31,14.37,14.95
1220016,12,2001,6,Madhya Pradesh,Mandla,12.5,0.07,0,2.66,2.66,1.16,16.39,16.39
1220026,12,2002,6,Madhya Pradesh,Mandla,12.65,0.18,0,2.62,2.62,1.71,17.15,17.15
1220036,12,2003,6,Madhya Pradesh,Mandla,12.73,0.04,0,2.61,2.61,1.56,16.94,16.94
1220046,12,2004,6,Madhya Pradesh,Mandla,14.51,0.02,0,2.91,2.91,1.51,18.95,18.95
1220056,12,2005,6,Madhya Pradesh,Mandla,15.35,0.04,0,2.73,2.73,1.72,19.85,19.85
1220066,12,2006,6,Madhya Pradesh,Mandla,15.85,0.01,0,2.92,2.92,1.65,20.44,20.44
1220076,12,2007,6,Madhya Pradesh,Mandla,15.99,0.02,0,2.95,2.95,1.59,20.54,20.54
1220086,12,2008,6,Madhya Pradesh,Mandla,16.47,0.04,0,2.68,2.68,1.76,20.94,20.94
1220096,12,2009,6,Madhya Pradesh,Mandla,15.3,0.02,0,2.84,2.84,1.82,19.98,19.98
1220106,12,2010,6,Madhya Pradesh,Mandla,14.09,0.06,0,3.07,3.07,1.82,19.05,19.05
1220116,12,2011,6,Madhya Pradesh,Mandla,21.88,0.29,0,4.68,4.68,2.57,29.42,29.42
1220126,12,2012,6,Madhya Pradesh,Mandla,24.3,0.58,0,5.2,5.2,4.86,34.94,34.94
1220136,12,2013,6,Madhya Pradesh,Mandla,25.67,0.44,0,10.12,10.12,5.22,41.45,41.45
1220146,12,2014,6,Madhya Pradesh,Mandla,30.86,0.44,0,10.82,10.82,6.22,48.33,48.33
1220156,12,2015,6,Madhya Pradesh,Mandla,21.56,3.69,0,16.3,16.3,7.49,49.03,49.03
1220166,12,2016,6,Madhya Pradesh,Mandla,21.56,3.69,-1,16.27,16.27,9.86,51.38,51.38
1220176,12,2017,6,Madhya Pradesh,Mandla,27.86,3.75,0.7,15.8,16.5,7.48,55.58,55.58
1319906,13,1990,6,Madhya Pradesh,Sagar,7.4,1.1,1.3,29.6,30.9,34.5,73.9,74.9
1319916,13,1991,6,Madhya Pradesh,Sagar,8.05,0.84,3.35,33.94,37.29,36.65,82.8,83.8
1319926,13,1992,6,Madhya Pradesh,Sagar,10.04,0.94,3.26,42.87,46.13,39.96,97.1,97.9
1319936,13,1993,6,Madhya Pradesh,Sagar,8.9,1.19,7.86,50.27,58.13,46.49,114.7,114.8
1319946,13,1994,6,Madhya Pradesh,Sagar,9.36,1.01,7.72,58.45,66.17,49.9,126.5,126.5
1319956,13,1995,6,Madhya Pradesh,Sagar,9.24,0.96,11.14,65.67,76.81,53.49,140.49,140.49
1319966,13,1996,6,Madhya Pradesh,Sagar,9.01,1.08,14.38,67.87,82.25,56.33,148.7,148.7
1319976,13,1997,6,Madhya Pradesh,Sagar,8.48,9.38,12.06,64.7,76.76,48.7,143.32,143.32
1319986,13,1998,6,Madhya Pradesh,Sagar,7.24,1.8,15.75,81.97,97.72,61.67,168.44,168.44
1319996,13,1999,6,Madhya Pradesh,Sagar,8.27,1.35,19.31,77.51,96.82,60.47,166.92,166.92
1320006,13,2000,6,Madhya Pradesh,Sagar,6.89,1.12,19.63,75.36,94.99,56.27,159.27,159.28
1320016,13,2001,6,Madhya Pradesh,Sagar,8.66,1.29,21.44,85.04,106.48,62.72,179.15,179.16
1320026,13,2002,6,Madhya Pradesh,Sagar,8.55,1.56,30.26,83.49,113.75,57.62,181.48,181.48
1320036,13,2003,6,Madhya Pradesh,Sagar,7.9,2.8,46.23,80.27,126.5,64.91,202.1,202.15
1320046,13,2004,6,Madhya Pradesh,Sagar,7.87,3,33.75,102.98,136.73,71.15,218.76,218.76
1320056,13,2005,6,Madhya Pradesh,Sagar,4.83,2.56,39.85,116.96,156.81,72.44,236.64,236.64
1320066,13,2006,6,Madhya Pradesh,Sagar,8.17,2.65,36.96,116.99,153.95,76.3,241.06,241.06
1320076,13,2007,6,Madhya Pradesh,Sagar,4.04,2.2,40.32,108.22,148.54,75.92,230.69,230.69
1320086,13,2008,6,Madhya Pradesh,Sagar,1.98,2.33,43.88,116.6,160.48,83.65,248.44,248.44
1320096,13,2009,6,Madhya Pradesh,Sagar,2.13,2.43,48.9,120.47,169.37,86.11,260.03,260.03
1320106,13,2010,6,Madhya Pradesh,Sagar,9.18,3.09,45.15,128.02,173.17,83.63,269.08,269.08
1320116,13,2011,6,Madhya Pradesh,Sagar,6,5.31,49.22,140.84,190.06,77.85,279.22,279.22
1320126,13,2012,6,Madhya Pradesh,Sagar,9.09,4.99,59.31,149.8,209.11,75.73,298.92,298.92
1320136,13,2013,6,Madhya Pradesh,Sagar,11.38,5.42,85.82,152.36,238.18,79.19,334.16,334.16
1320146,13,2014,6,Madhya Pradesh,Sagar,11.16,5.41,75.39,191.72,267.11,83.9,367.57,367.57
1320156,13,2015,6,Madhya Pradesh,Sagar,13.36,10.17,72.55,165.66,238.2,76.76,338.5,338.5
1320166,13,2016,6,Madhya Pradesh,Sagar,13.46,8.73,78.94,178.55,257.49,70.72,350.39,350.39
1320176,13,2017,6,Madhya Pradesh,Sagar,13.48,18.73,74.91,210.9,285.81,75.99,394.01,394.01
1419906,14,1990,6,Madhya Pradesh,Damoh,8.9,0.3,1.6,7.4,9,16,34.2,38.2
1419916,14,1991,6,Madhya Pradesh,Damoh,7.84,0.6,3.42,10.11,13.53,19.85,41.8,44.6
1419926,14,1992,6,Madhya Pradesh,Damoh,6.63,1.27,5.12,11.91,17.03,23.54,48.5,52.7
1419936,14,1993,6,Madhya Pradesh,Damoh,10.11,0.17,6.93,15.86,22.79,27.51,60.6,64.1
1419946,14,1994,6,Madhya Pradesh,Damoh,8.75,0.33,11.36,18.15,29.51,31.72,70.3,74.8
1419956,14,1995,6,Madhya Pradesh,Damoh,9.2,0.64,14,19.7,33.7,33.93,77.48,80.94
1419966,14,1996,6,Madhya Pradesh,Damoh,10.8,0.34,16.61,20.89,37.5,34.1,82.7,85.5
1419976,14,1997,6,Madhya Pradesh,Damoh,9.02,0,16.85,19.71,36.56,32.12,77.69,79.75
1419986,14,1998,6,Madhya Pradesh,Damoh,8.68,0.46,18.61,19.98,38.59,33.61,81.34,83.44
1419996,14,1999,6,Madhya Pradesh,Damoh,9.26,0.31,19.05,21.76,40.81,37.29,87.67,90.36
1420006,14,2000,6,Madhya Pradesh,Damoh,9.7,0.27,20.18,20.94,41.12,36.64,87.73,89.54
1420016,14,2001,6,Madhya Pradesh,Damoh,9.76,0.22,22,23.11,45.11,39.31,94.4,96.52
1420026,14,2002,6,Madhya Pradesh,Damoh,9.71,0.22,24.04,23.86,47.9,40.7,98.53,100.94
1420036,14,2003,6,Madhya Pradesh,Damoh,10.13,0.4,24.87,23.23,48.1,42.24,100.88,102.81
1420046,14,2004,6,Madhya Pradesh,Damoh,10.64,0.65,25.58,25.84,51.42,44.33,107.02,109.31
1420056,14,2005,6,Madhya Pradesh,Damoh,10.44,0.48,28.71,26.53,55.24,45.45,111.6,114.14
1420066,14,2006,6,Madhya Pradesh,Damoh,11.6,0.78,29.8,28.3,58.1,45.3,115.78,118.63
1420076,14,2007,6,Madhya Pradesh,Damoh,11.17,0.79,29.95,26.36,56.31,42.38,110.65,112.99
1420086,14,2008,6,Madhya Pradesh,Damoh,11.39,0.98,31.22,28.6,59.82,45.64,117.83,120.02
1420096,14,2009,6,Madhya Pradesh,Damoh,12.16,1.29,32.8,29.85,62.65,47.04,123.13,124.57
1420106,14,2010,6,Madhya Pradesh,Damoh,10.41,1.11,25.64,25.15,50.79,36.28,98.59,104.23
1420116,14,2011,6,Madhya Pradesh,Damoh,12.13,1.25,26.21,26.11,52.32,38.69,104.39,123.55
1420126,14,2012,6,Madhya Pradesh,Damoh,15.69,2.4,32.14,32.6,64.73,57,139.82,139.82
1420136,14,2013,6,Madhya Pradesh,Damoh,21.07,8.77,36.32,38.01,74.33,77.64,181.81,181.81
1420146,14,2014,6,Madhya Pradesh,Damoh,23.64,9.81,40.67,44.04,84.71,84.91,203.07,203.07
1420156,14,2015,6,Madhya Pradesh,Damoh,23.64,9.81,40.67,44.04,84.71,21.27,139.43,139.43
1420166,14,2016,6,Madhya Pradesh,Damoh,24.77,11.73,46.99,55.2,102.19,61.74,200.43,200.43
1420176,14,2017,6,Madhya Pradesh,Damoh,25.2,14.19,47.63,58.02,105.65,59.01,204.04,204.04
1519906,15,1990,6,Madhya Pradesh,Tikamgarh,15.2,5.6,0.1,95.1,95.2,6.2,122.2,129.9
1519916,15,1991,6,Madhya Pradesh,Tikamgarh,15.83,8,0.28,97.62,97.9,6.84,128.6,142.9
1519926,15,1992,6,Madhya Pradesh,Tikamgarh,16.98,7.93,1.3,107.29,108.59,7.72,141.2,161.6
1519936,15,1993,6,Madhya Pradesh,Tikamgarh,17.96,8.49,0.26,117.43,117.69,8.06,152.2,172.3
1519946,15,1994,6,Madhya Pradesh,Tikamgarh,20.71,6.63,0.22,119.72,119.94,11.53,158.8,185.5
1519956,15,1995,6,Madhya Pradesh,Tikamgarh,17.59,5.96,0.62,124.6,125.22,6.58,155.35,192.75
1519966,15,1996,6,Madhya Pradesh,Tikamgarh,19.87,10.82,1.16,123.68,124.84,7.24,162.8,204.9
1519976,15,1997,6,Madhya Pradesh,Tikamgarh,18.41,9.75,0.82,133.88,134.7,9.06,171.92,212.18
1519986,15,1998,6,Madhya Pradesh,Tikamgarh,26.03,9.29,2.78,127.96,130.74,11.91,177.97,216.42
1519996,15,1999,6,Madhya Pradesh,Tikamgarh,26.09,8.02,1.87,128.11,129.98,11.27,175.36,218.02
1520006,15,2000,6,Madhya Pradesh,Tikamgarh,27.71,10.51,2.17,120.43,122.6,11.39,172.22,208.96
1520016,15,2001,6,Madhya Pradesh,Tikamgarh,18.61,10,2.89,122.4,125.29,24.32,178.22,212.62
1520026,15,2002,6,Madhya Pradesh,Tikamgarh,11.16,7.96,7.47,129.28,136.75,12.34,168.22,204.49
1520036,15,2003,6,Madhya Pradesh,Tikamgarh,16.18,7.33,4.7,139.56,144.26,21.68,189.44,218.03
1520046,15,2004,6,Madhya Pradesh,Tikamgarh,13.01,7.35,12.9,137.74,150.64,13.36,184.36,217.19
1520056,15,2005,6,Madhya Pradesh,Tikamgarh,13.48,10.51,8.82,123.57,132.39,6.59,162.98,206.78
1520066,15,2006,6,Madhya Pradesh,Tikamgarh,6.7,6.17,8,85.11,93.11,4.37,110.36,145.26
1520076,15,2007,6,Madhya Pradesh,Tikamgarh,2.94,0.47,4.15,42.94,47.09,2.41,52.92,65.56
1520086,15,2008,6,Madhya Pradesh,Tikamgarh,9.53,7.35,9.74,129.97,139.71,11.83,168.41,224.18
1520096,15,2009,6,Madhya Pradesh,Tikamgarh,12.23,12.07,14.48,128.59,143.07,17.21,184.59,219.42
1520106,15,2010,6,Madhya Pradesh,Tikamgarh,10.92,7.7,21.91,107.63,129.54,13.11,161.27,190.07
1520116,15,2011,6,Madhya Pradesh,Tikamgarh,20.57,18.31,20.82,133.81,154.63,8.46,201.96,235.91
1520126,15,2012,6,Madhya Pradesh,Tikamgarh,21.41,16.37,26.02,145.46,171.49,9.77,219.03,260.97
1520136,15,2013,6,Madhya Pradesh,Tikamgarh,21.85,18.57,29.45,150.63,180.08,11.98,232.48,275.95
1520146,15,2014,6,Madhya Pradesh,Tikamgarh,21.35,18.35,30.73,140.84,171.57,11.78,223.05,271.74
1520156,15,2015,6,Madhya Pradesh,Tikamgarh,4.35,0.67,35.07,82.12,117.19,2.3,124.51,168.58
1520166,15,2016,6,Madhya Pradesh,Tikamgarh,2.3,11.67,28.71,122.69,151.39,42.2,207.56,266.66
1520176,15,2017,6,Madhya Pradesh,Tikamgarh,12.97,12.97,33.09,69.15,102.24,11.38,139.57,158.51
1619906,16,1990,6,Madhya Pradesh,Chhatarpur,17,3.4,0.1,79.5,79.6,7.3,107.3,107.8
1619916,16,1991,6,Madhya Pradesh,Chhatarpur,19.05,4.02,0.05,83.18,83.23,7.34,113.6,114.3
1619926,16,1992,6,Madhya Pradesh,Chhatarpur,19.48,4.7,0.05,91.03,91.08,8.69,123.9,124.6
1619936,16,1993,6,Madhya Pradesh,Chhatarpur,20.33,3.95,0.02,98.84,98.86,12.84,136,136
1619946,16,1994,6,Madhya Pradesh,Chhatarpur,22.2,4.49,0.06,107.33,107.39,16.99,151.1,151.1
1619956,16,1995,6,Madhya Pradesh,Chhatarpur,15.2,6.96,0.12,106.8,106.92,17.13,146.22,146.22
1619966,16,1996,6,Madhya Pradesh,Chhatarpur,14.29,5.06,0.09,122.14,122.23,17.15,158.7,158.7
1619976,16,1997,6,Madhya Pradesh,Chhatarpur,19.05,5.91,0.68,121.26,121.94,16.06,162.96,162.96
1619986,16,1998,6,Madhya Pradesh,Chhatarpur,21.83,6.73,0.2,123.73,123.93,17.03,169.52,169.52
1619996,16,1999,6,Madhya Pradesh,Chhatarpur,20.96,7.11,0.18,132.45,132.63,20.32,181.02,181.02
1620006,16,2000,6,Madhya Pradesh,Chhatarpur,16.23,3.76,0.7,132.43,133.13,15.61,168.72,168.72
1620016,16,2001,6,Madhya Pradesh,Chhatarpur,17.61,4.88,1.57,141.08,142.65,19.68,184.82,184.82
1620026,16,2002,6,Madhya Pradesh,Chhatarpur,18.7,4.59,1.44,143.49,144.93,19.93,188.15,188.15
1620036,16,2003,6,Madhya Pradesh,Chhatarpur,29.66,4.96,2.08,146.76,148.84,22.85,206.31,206.31
1620046,16,2004,6,Madhya Pradesh,Chhatarpur,22.12,6.3,2.03,162.22,164.25,25.95,218.62,218.62
1620056,16,2005,6,Madhya Pradesh,Chhatarpur,20.47,5.64,1.7,170.78,172.48,28,226.58,226.58
1620066,16,2006,6,Madhya Pradesh,Chhatarpur,7.96,3.22,3.1,120.63,123.73,22.07,156.98,156.98
1620076,16,2007,6,Madhya Pradesh,Chhatarpur,0.19,0.96,4.9,59.58,64.48,11.03,76.65,76.65
1620086,16,2008,6,Madhya Pradesh,Chhatarpur,20.61,4.52,4.6,135.92,140.52,24.65,190.29,190.29
1620096,16,2009,6,Madhya Pradesh,Chhatarpur,12.51,4.38,7.3,163.22,170.52,21.11,208.51,208.51
1620106,16,2010,6,Madhya Pradesh,Chhatarpur,11.68,4.18,10.01,162.8,172.81,22.17,210.84,210.84
1620116,16,2011,6,Madhya Pradesh,Chhatarpur,13.52,4.23,13.51,178.47,191.98,28,237.73,237.73
1620126,16,2012,6,Madhya Pradesh,Chhatarpur,25.26,3.94,16.06,193.48,209.54,24.97,263.72,263.72
1620136,16,2013,6,Madhya Pradesh,Chhatarpur,28.83,4.55,14.87,209.75,224.62,27.09,285.1,285.1
1620146,16,2014,6,Madhya Pradesh,Chhatarpur,26.24,3.54,29.34,196.52,225.86,23.51,279.15,279.15
1620156,16,2015,6,Madhya Pradesh,Chhatarpur,18.98,3.37,28.28,111.15,139.42,13.06,174.83,174.83
1620166,16,2016,6,Madhya Pradesh,Chhatarpur,25.03,7.3,46.52,161.23,207.75,24.74,264.81,264.81
1620176,16,2017,6,Madhya Pradesh,Chhatarpur,19.53,10.9,76.07,146.3,222.37,14.01,266.82,266.82
1719906,17,1990,6,Madhya Pradesh,Panna,7.2,1.1,0.1,7.2,7.3,8.2,23.8,24.9
1719916,17,1991,6,Madhya Pradesh,Panna,7.48,1.28,0.3,8.5,8.8,9.65,27.2,28.5
1719926,17,1992,6,Madhya Pradesh,Panna,7.27,0.99,1.2,9.35,10.55,12.32,31.1,31.1
1719936,17,1993,6,Madhya Pradesh,Panna,7.3,0.9,0.33,9.83,10.16,19.11,37.5,37.5
1719946,17,1994,6,Madhya Pradesh,Panna,8.01,1.21,0.84,10.62,11.46,21.23,41.9,41.9
1719956,17,1995,6,Madhya Pradesh,Panna,9.18,2.25,2.72,8.75,11.47,22.38,45.28,45.28
1719966,17,1996,6,Madhya Pradesh,Panna,12.73,2.14,3.33,5.36,8.69,24.44,48,48
1719976,17,1997,6,Madhya Pradesh,Panna,8.84,2.07,3.21,8,11.21,21.47,43.59,43.59
1719986,17,1998,6,Madhya Pradesh,Panna,6.68,3.82,3.73,11.01,14.74,25.08,50.32,50.32
1719996,17,1999,6,Madhya Pradesh,Panna,8.09,6.46,3.03,14.42,17.45,25.4,57.39,57.39
1720006,17,2000,6,Madhya Pradesh,Panna,8.32,7.81,3.08,14.56,17.64,27.09,60.85,60.85
1720016,17,2001,6,Madhya Pradesh,Panna,8.4,7.62,3.18,16.5,19.68,28.64,64.35,64.35
1720026,17,2002,6,Madhya Pradesh,Panna,11.1,8.62,4.59,21.13,25.72,29.81,75.25,75.25
1720036,17,2003,6,Madhya Pradesh,Panna,12.56,8.85,4.64,21.23,25.87,32.77,80.04,80.04
1720046,17,2004,6,Madhya Pradesh,Panna,14,6.37,5.88,16.87,22.75,38.41,81.52,81.52
1720056,17,2005,6,Madhya Pradesh,Panna,9.79,5.98,6.03,18.5,24.53,44.12,84.42,84.42
1720066,17,2006,6,Madhya Pradesh,Panna,6.5,3.75,5.18,17.37,22.55,45.77,78.56,78.56
1720076,17,2007,6,Madhya Pradesh,Panna,6.39,2.75,4.43,16.15,20.58,47.03,76.75,76.75
1720086,17,2008,6,Madhya Pradesh,Panna,6.49,2.68,5.14,16.67,21.81,51.66,82.63,82.63
1720096,17,2009,6,Madhya Pradesh,Panna,8.54,1.62,3.55,19.13,22.68,61.61,94.45,94.45
1720106,17,2010,6,Madhya Pradesh,Panna,6.33,1.07,2.81,21.23,24.04,61.95,93.39,93.39
1720116,17,2011,6,Madhya Pradesh,Panna,9.7,2.06,8.53,23.02,31.55,87.12,130.43,130.43
1720126,17,2012,6,Madhya Pradesh,Panna,11.04,1.97,8.64,18.45,27.09,83.05,123.14,123.14
1720136,17,2013,6,Madhya Pradesh,Panna,9.46,1.58,8.91,16.61,25.52,78.39,114.94,114.94
1720146,17,2014,6,Madhya Pradesh,Panna,10.84,1.67,17.4,21.21,38.61,70.7,121.81,121.81
1720156,17,2015,6,Madhya Pradesh,Panna,9.22,1.6,15.08,16.53,31.61,63.77,106.19,106.19
1720166,17,2016,6,Madhya Pradesh,Panna,11.34,2.04,18.14,19.89,38.03,75.92,127.32,127.32
1720176,17,2017,6,Madhya Pradesh,Panna,7.14,7.14,28.54,14.27,42.81,85.63,142.71,142.71
1819906,18,1990,6,Madhya Pradesh,Rewa,17.1,1.8,2.6,17.2,19.8,15.2,53.9,53.9
1819916,18,1991,6,Madhya Pradesh,Rewa,16.84,1.84,4.94,20.66,25.6,13.97,58.3,58.3
1819926,18,1992,6,Madhya Pradesh,Rewa,19.35,2.31,9.47,23.73,33.2,13.9,68.8,68.8
1819936,18,1993,6,Madhya Pradesh,Rewa,19.67,2.39,14.04,24.76,38.8,14.2,75.1,75.1
1819946,18,1994,6,Madhya Pradesh,Rewa,19.34,2.05,16.61,26.58,43.19,16.66,81.2,81.2
1819956,18,1995,6,Madhya Pradesh,Rewa,19.54,1.91,20.78,28.15,48.93,15.03,85.41,85.41
1819966,18,1996,6,Madhya Pradesh,Rewa,18.34,2.16,21.58,27.11,48.69,16.54,85.7,85.7
