Key,Dist Code,Year,State Code,State Name,Dist Name,CANALS AREA (1000 ha),TANKS AREA (1000 ha),TUBE WELLS AREA (1000 ha),OTHER WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),OTHER SOURCES AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha)
804199813,804,1998,13,West Bengal,Murshidabad,51.01,0,0,0,0,0,1,1
804199913,804,1999,13,West Bengal,Murshidabad,50.81,0,0,0,0,0,1,1
804200013,804,2000,13,West Bengal,Murshidabad,50.2,0,0,0,0,0,210.43,1
804200113,804,2001,13,West Bengal,Murshidabad,46.6,0,0,0,0,0,1,1
804200213,804,2002,13,West Bengal,Murshidabad,52.69,0,0,0,0,0,1,1
804200313,804,2003,13,West Bengal,Murshidabad,45.48,0,0,0,0,0,1,1
804200413,804,2004,13,West Bengal,Murshidabad,34.53,0,0,0,0,0,1,1
804200513,804,2005,13,West Bengal,Murshidabad,32.9,0,0,0,0,0,1,1
804200613,804,2006,13,West Bengal,Murshidabad,50.1,0,0,0,0,0,1,1
804200713,804,2007,13,West Bengal,Murshidabad,44.7,0,0,0,0,0,1,1
804200813,804,2008,13,West Bengal,Murshidabad,44.57,17.75,12.92,0,12.92,123,208.43,1
804200913,804,2009,13,West Bengal,Murshidabad,38.56,17.23,9.63,0,9.63,122.01,197.09,1
804201013,804,2010,13,West Bengal,Murshidabad,9.17,19.37,10.94,0,10.94,140.32,199.6,1
804201113,804,2011,13,West Bengal,Murshidabad,38.28,18.23,12.09,0,12.09,144.35,221.25,1
804201213,804,2012,13,West Bengal,Murshidabad,27.13,19.38,23.21,0,23.21,144.3,222.69,1
804201313,804,2013,13,West Bengal,Murshidabad,34.7,16.98,13.41,0,13.41,150.61,225.09,1
805199013,805,1990,13,West Bengal,Burdwan,312.4,0,0,0,0,0,1,1
805199113,805,1991,13,West Bengal,Burdwan,307.9,0,0,0,0,0,1,1
805199213,805,1992,13,West Bengal,Burdwan,264.2,0,0,0,0,0,1,1
805199313,805,1993,13,West Bengal,Burdwan,319,0,0,0,0,0,1,1
805199413,805,1994,13,West Bengal,Burdwan,316.9,0,0,0,0,0,1,1
805199513,805,1995,13,West Bengal,Burdwan,323.8,0,0,0,0,0,1,1
805199613,805,1996,13,West Bengal,Burdwan,265.4,0,0,0,0,0,1,1
805199713,805,1997,13,West Bengal,Burdwan,302.3,0,0,0,0,0,1,-1
805199813,805,1998,13,West Bengal,Burdwan,317.69,0,0,0,0,0,1,1
805199913,805,1999,13,West Bengal,Burdwan,314.05,0,0,0,0,0,1,1
805200013,805,2000,13,West Bengal,Burdwan,192.68,0,0,0,0,0,1,1
805200113,805,2001,13,West Bengal,Burdwan,265.5,0,0,0,0,0,1,1
805200213,805,2002,13,West Bengal,Burdwan,306.98,0,0,0,0,0,1,1
805200313,805,2003,13,West Bengal,Burdwan,300.94,0,0,0,0,0,1,1
805200413,805,2004,13,West Bengal,Burdwan,287.81,0,0,0,0,0,1,1
805200513,805,2005,13,West Bengal,Burdwan,283.7,0,0,0,0,0,1,1
805200613,805,2006,13,West Bengal,Burdwan,296,0,0,0,0,0,1,1
805200713,805,2007,13,West Bengal,Burdwan,308.5,0,0,0,0,0,1,1
805200813,805,2008,13,West Bengal,Burdwan,279.39,0,23,0,23,0,313.58,1
805200913,805,2009,13,West Bengal,Burdwan,294.46,0,19.04,0,19.04,0,325.27,1
805201013,805,2010,13,West Bengal,Burdwan,245.63,0,20.35,0,20.35,0,277.98,1
805201113,805,2011,13,West Bengal,Burdwan,283.08,0,19.52,0,19.52,0,317.75,1
805201213,805,2012,13,West Bengal,Burdwan,276.53,0,43.46,0,43.46,0,330.96,1
805201313,805,2013,13,West Bengal,Burdwan,287.18,0,18.77,0,18.77,0,317.58,1
806199013,806,1990,13,West Bengal,Birbhum,196,0,0,0,0,0,1,1
806199113,806,1991,13,West Bengal,Birbhum,171.5,0,0,0,0,0,1,1
806199213,806,1992,13,West Bengal,Birbhum,165.9,0,0,0,0,0,1,1
806199313,806,1993,13,West Bengal,Birbhum,190.3,0,0,0,0,0,1,1
806199413,806,1994,13,West Bengal,Birbhum,165.3,0,0,0,0,0,1,1
806199513,806,1995,13,West Bengal,Birbhum,199.5,0,0,0,0,0,1,1
806199613,806,1996,13,West Bengal,Birbhum,168.5,0,0,0,0,0,1,1
806199713,806,1997,13,West Bengal,Birbhum,171.4,0,0,0,0,0,-1,-1
806199813,806,1998,13,West Bengal,Birbhum,183.63,0,0,0,0,0,1,1
806199913,806,1999,13,West Bengal,Birbhum,182.99,0,0,0,0,0,1,1
806200013,806,2000,13,West Bengal,Birbhum,185.66,0,0,0,0,0,186.89,1
806200113,806,2001,13,West Bengal,Birbhum,155.9,0,0,0,0,0,1,1
806200213,806,2002,13,West Bengal,Birbhum,169.23,0,0,0,0,0,1,1
806200313,806,2003,13,West Bengal,Birbhum,192.64,0,0,0,0,0,1,1
806200413,806,2004,13,West Bengal,Birbhum,184.02,0,0,0,0,0,1,1
806200513,806,2005,13,West Bengal,Birbhum,159.9,0,0,0,0,0,1,1
806200613,806,2006,13,West Bengal,Birbhum,184.7,0,0,0,0,0,1,1
806200713,806,2007,13,West Bengal,Birbhum,196.6,0,0,0,0,0,1,1
806200813,806,2008,13,West Bengal,Birbhum,179.78,25.9,49.7,0,49.7,2.3,262.88,1
806200913,806,2009,13,West Bengal,Birbhum,158.38,26.3,49.1,0,49.1,2.3,241.38,1
806201013,806,2010,13,West Bengal,Birbhum,93.17,31.3,58.94,0,58.94,3.02,285.64,1
806201113,806,2011,13,West Bengal,Birbhum,152.17,31.42,63.55,0,63.55,2.61,256,1
806201213,806,2012,13,West Bengal,Birbhum,163.73,27.02,66.21,0,66.21,7.05,268.9,1
806201313,806,2013,13,West Bengal,Birbhum,179,27.71,67.06,0,67.06,8.25,286.87,1
807199013,807,1990,13,West Bengal,Bankura,207.4,0,0,0,0,0,1,1
807199113,807,1991,13,West Bengal,Bankura,190.6,0,0,0,0,0,1,1
807199213,807,1992,13,West Bengal,Bankura,180,0,0,0,0,0,1,1
807199313,807,1993,13,West Bengal,Bankura,204.2,0,0,0,0,0,1,1
807199413,807,1994,13,West Bengal,Bankura,180.6,0,0,0,0,0,1,1
807199513,807,1995,13,West Bengal,Bankura,201.8,0,0,0,0,0,1,1
807199613,807,1996,13,West Bengal,Bankura,141.6,0,0,0,0,0,1,1
807199713,807,1997,13,West Bengal,Bankura,217.3,0,0,0,0,0,171.03,411.07
807199813,807,1998,13,West Bengal,Bankura,187.05,0,0,0,0,0,1,1
807199913,807,1999,13,West Bengal,Bankura,205.23,0,0,0,0,0,1,1
807200013,807,2000,13,West Bengal,Bankura,151.02,0,0,0,0,0,172.04,1
807200113,807,2001,13,West Bengal,Bankura,183.6,0,0,0,0,0,1,1
807200213,807,2002,13,West Bengal,Bankura,182.33,0,0,0,0,0,1,1
807200313,807,2003,13,West Bengal,Bankura,180.72,0,0,0,0,0,1,1
807200413,807,2004,13,West Bengal,Bankura,177.24,0,0,0,0,0,1,1
807200513,807,2005,13,West Bengal,Bankura,176.3,0,0,0,0,0,1,1
807200613,807,2006,13,West Bengal,Bankura,180.4,0,0,0,0,0,1,1
807200713,807,2007,13,West Bengal,Bankura,195.9,0,0,0,0,0,1,1
807200813,807,2008,13,West Bengal,Bankura,180.6,35.18,59.91,0,59.91,6.68,297.52,1
807200913,807,2009,13,West Bengal,Bankura,152.04,35.02,61.04,0,61.04,5.2,267.03,1
807201013,807,2010,13,West Bengal,Bankura,26.36,19.29,55.53,0,55.53,5.77,115.2,1
807201113,807,2011,13,West Bengal,Bankura,183.21,27.8,59.65,0,59.65,6.33,288.29,1
807201213,807,2012,13,West Bengal,Bankura,153.32,29.19,58.34,0,58.34,6.59,268.85,1
807201313,807,2013,13,West Bengal,Bankura,144.08,30.1,59.09,0,59.09,6.52,261.48,1
810199013,810,1990,13,West Bengal,Hooghly,95,0,0,0,0,0,1,1
810199113,810,1991,13,West Bengal,Hooghly,93.5,0,0,0,0,0,1,1
810199213,810,1992,13,West Bengal,Hooghly,84.6,0,0,0,0,0,1,1
810199313,810,1993,13,West Bengal,Hooghly,93.8,0,0,0,0,0,1,1
810199413,810,1994,13,West Bengal,Hooghly,92.9,0,0,0,0,0,1,1
810199513,810,1995,13,West Bengal,Hooghly,95.5,0,0,0,0,0,1,1
810199613,810,1996,13,West Bengal,Hooghly,82.9,0,0,0,0,0,1,1
810199713,810,1997,13,West Bengal,Hooghly,100.9,0,0,0,0,0,255.16,413.84
810199813,810,1998,13,West Bengal,Hooghly,103.85,0,0,0,0,0,1,1
810199913,810,1999,13,West Bengal,Hooghly,101.99,0,0,0,0,0,1,1
810200013,810,2000,13,West Bengal,Hooghly,79.02,0,0,0,0,0,-1,1
810200113,810,2001,13,West Bengal,Hooghly,90.9,0,0,0,0,0,1,1
810200213,810,2002,13,West Bengal,Hooghly,96.4,0,0,0,0,0,1,1
810200313,810,2003,13,West Bengal,Hooghly,101.92,0,0,0,0,0,1,1
810200413,810,2004,13,West Bengal,Hooghly,103.98,0,0,0,0,0,1,1
810200513,810,2005,13,West Bengal,Hooghly,99.8,0,0,0,0,0,1,1
810200613,810,2006,13,West Bengal,Hooghly,90.6,0,0,0,0,0,1,1
810200713,810,2007,13,West Bengal,Hooghly,111.6,0,0,0,0,0,1,1
810200813,810,2008,13,West Bengal,Hooghly,106.09,34.45,65.1,0,65.1,0,221.93,1
810200913,810,2009,13,West Bengal,Hooghly,103.02,34.45,78.04,0,78.04,0,231.8,1
810201013,810,2010,13,West Bengal,Hooghly,80.71,34.45,78.04,0,78.04,0,290.2,1
810201113,810,2011,13,West Bengal,Hooghly,106,34.45,90.02,0,90.02,0.2,246.96,1
810201213,810,2012,13,West Bengal,Hooghly,96.88,34.45,90.48,0,90.48,0.2,238.3,1
810201313,810,2013,13,West Bengal,Hooghly,102.3,34.45,91.06,0,91.06,0.2,244.3,1
811199013,811,1990,13,West Bengal,Howrah,5,0,0,0,0,0,1,1
811199113,811,1991,13,West Bengal,Howrah,5.1,0,0,0,0,0,1,1
811199213,811,1992,13,West Bengal,Howrah,4.3,0,0,0,0,0,1,1
811199313,811,1993,13,West Bengal,Howrah,4.8,0,0,0,0,0,1,1
811199413,811,1994,13,West Bengal,Howrah,4.8,0,0,0,0,0,1,1
811199513,811,1995,13,West Bengal,Howrah,5,0,0,0,0,0,1,1
811199613,811,1996,13,West Bengal,Howrah,5,0,0,0,0,0,1,1
811199713,811,1997,13,West Bengal,Howrah,17.5,0,0,0,0,0,-1,-1
811199813,811,1998,13,West Bengal,Howrah,24.68,0,0,0,0,0,1,1
811199913,811,1999,13,West Bengal,Howrah,15.68,0,0,0,0,0,1,1
811200013,811,2000,13,West Bengal,Howrah,10.05,0,0,0,0,0,83.69,1
811200113,811,2001,13,West Bengal,Howrah,9.8,0,0,0,0,0,1,1
811200213,811,2002,13,West Bengal,Howrah,9.47,0,0,0,0,0,1,1
811200313,811,2003,13,West Bengal,Howrah,9.79,0,0,0,0,0,1,1
811200413,811,2004,13,West Bengal,Howrah,35.97,0,0,0,0,0,1,1
811200513,811,2005,13,West Bengal,Howrah,30,0,0,0,0,0,1,1
811200613,811,2006,13,West Bengal,Howrah,29.3,0,0,0,0,0,1,1
811200713,811,2007,13,West Bengal,Howrah,30.6,0,0,0,0,0,1,1
811200813,811,2008,13,West Bengal,Howrah,30.14,8.13,5.19,0,5.19,0,45.16,1
811200913,811,2009,13,West Bengal,Howrah,30.04,8.13,4.94,0,4.94,0,45.44,1
811201013,811,2010,13,West Bengal,Howrah,29.63,8.13,5.15,0,5.15,0,45.06,1
811201113,811,2011,13,West Bengal,Howrah,30.05,8.13,6.01,0,6.01,0,46.57,1
811201213,811,2012,13,West Bengal,Howrah,30.01,8.13,5.13,0,5.13,0,45.37,1
812199013,812,1990,13,West Bengal,Jalpaiguri,5,0,0,0,0,0,1,1
812199113,812,1991,13,West Bengal,Jalpaiguri,5,0,0,0,0,0,1,1
812199213,812,1992,13,West Bengal,Jalpaiguri,2.7,0,0,0,0,0,1,1
812199313,812,1993,13,West Bengal,Jalpaiguri,6.5,0,0,0,0,0,1,1
812199413,812,1994,13,West Bengal,Jalpaiguri,10.2,0,0,0,0,0,1,1
812199513,812,1995,13,West Bengal,Jalpaiguri,38.5,0,0,0,0,0,1,1
812199613,812,1996,13,West Bengal,Jalpaiguri,41.6,0,0,0,0,0,1,1
812199713,812,1997,13,West Bengal,Jalpaiguri,46.2,0,0,0,0,0,41.84,99.89
812199813,812,1998,13,West Bengal,Jalpaiguri,48.45,0,0,0,0,0,1,1
812199913,812,1999,13,West Bengal,Jalpaiguri,52.37,0,0,0,0,0,1,1
812200013,812,2000,13,West Bengal,Jalpaiguri,57.71,0,0,0,0,0,51.48,1
812200113,812,2001,13,West Bengal,Jalpaiguri,57.9,0,0,0,0,0,1,1
812200213,812,2002,13,West Bengal,Jalpaiguri,61.84,0,0,0,0,0,1,1
812200313,812,2003,13,West Bengal,Jalpaiguri,58.38,0,0,0,0,0,1,1
812200413,812,2004,13,West Bengal,Jalpaiguri,48.65,0,0,0,0,0,1,1
812200513,812,2005,13,West Bengal,Jalpaiguri,81,0,0,0,0,0,1,1
812200613,812,2006,13,West Bengal,Jalpaiguri,62.5,0,0,0,0,0,1,1
812200713,812,2007,13,West Bengal,Jalpaiguri,69.5,0,0,0,0,0,1,1
812200813,812,2008,13,West Bengal,Jalpaiguri,55.7,2.12,14.31,0,14.31,13.65,105.64,1
812200913,812,2009,13,West Bengal,Jalpaiguri,71.73,2.12,16.56,0,16.56,0,102.58,1
812201013,812,2010,13,West Bengal,Jalpaiguri,39.35,2.12,21.42,0,21.42,0,115.81,1
812201113,812,2011,13,West Bengal,Jalpaiguri,51.96,2.12,24.74,0,24.74,0,92.61,1
812201213,812,2012,13,West Bengal,Jalpaiguri,96.1,2.12,24.97,0,24.97,0,137.06,1
812201313,812,2013,13,West Bengal,Jalpaiguri,99.2,2.12,30.37,0,30.37,0,145.63,1
813199013,813,1990,13,West Bengal,Darjeeling,0.6,0,0,0,0,0,1,1
813199113,813,1991,13,West Bengal,Darjeeling,0.5,0,0,0,0,0,1,1
813199213,813,1992,13,West Bengal,Darjeeling,0.6,0,0,0,0,0,1,1
813199313,813,1993,13,West Bengal,Darjeeling,0.6,0,0,0,0,0,1,1
813199413,813,1994,13,West Bengal,Darjeeling,0.7,0,0,0,0,0,1,1
813199513,813,1995,13,West Bengal,Darjeeling,6,0,0,0,0,0,1,1
813199613,813,1996,13,West Bengal,Darjeeling,6.5,0,0,0,0,0,1,1
813199713,813,1997,13,West Bengal,Darjeeling,7.5,0,0,0,0,0,6.13,15.44
813199813,813,1998,13,West Bengal,Darjeeling,8.48,0,0,0,0,0,1,1
813199913,813,1999,13,West Bengal,Darjeeling,8.82,0,0,0,0,0,1,1
813200013,813,2000,13,West Bengal,Darjeeling,8.97,0,0,0,0,0,12.58,1
813200113,813,2001,13,West Bengal,Darjeeling,9.3,0,0,0,0,0,1,1
813200213,813,2002,13,West Bengal,Darjeeling,4.34,0,0,0,0,0,1,1
813200313,813,2003,13,West Bengal,Darjeeling,4.72,0,0,0,0,0,1,1
813200413,813,2004,13,West Bengal,Darjeeling,3.35,0,0,0,0,0,1,1
813200513,813,2005,13,West Bengal,Darjeeling,2.4,0,0,0,0,0,1,1
813200613,813,2006,13,West Bengal,Darjeeling,4.9,0,0,0,0,0,1,1
813200713,813,2007,13,West Bengal,Darjeeling,7.7,0,0,0,0,0,1,1
813200813,813,2008,13,West Bengal,Darjeeling,5.94,0,0.62,0,0.62,0.4,7.28,1
813200913,813,2009,13,West Bengal,Darjeeling,4.1,0,0.39,0,0.39,0,4.83,1
813201013,813,2010,13,West Bengal,Darjeeling,2.83,0,0.39,0,0.39,0,3.56,1
813201113,813,2011,13,West Bengal,Darjeeling,3.92,0,0.12,0,0.12,0.48,4.82,1
813201213,813,2012,13,West Bengal,Darjeeling,3.92,0,0.26,0,0.26,1.64,10.54,1
814199013,814,1990,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814199113,814,1991,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814199213,814,1992,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814199313,814,1993,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814199413,814,1994,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814199513,814,1995,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814199613,814,1996,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814199713,814,1997,13,West Bengal,Malda,0,0,0,0,0,0,221.39,277.01
814199813,814,1998,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814199913,814,1999,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814200013,814,2000,13,West Bengal,Malda,0,0,0,0,0,0,114.87,1
814200113,814,2001,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814200213,814,2002,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814200313,814,2003,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814200413,814,2004,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814200513,814,2005,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814200613,814,2006,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814200713,814,2007,13,West Bengal,Malda,0,0,0,0,0,0,1,1
814200813,814,2008,13,West Bengal,Malda,0,1.32,90.61,0,90.61,24.95,126.26,1
814200913,814,2009,13,West Bengal,Malda,0,1.33,90.72,0,90.72,24.99,126.46,1
814201013,814,2010,13,West Bengal,Malda,0,1.32,90.97,0,90.97,25,126.76,1
814201113,814,2011,13,West Bengal,Malda,0,1.39,91.53,0,91.53,25.03,127.54,1
814201213,814,2012,13,West Bengal,Malda,0,1.39,91.59,0,91.59,25.03,127.62,1
814201313,814,2013,13,West Bengal,Malda,0,1.39,91.74,0,91.74,25.04,127.78,1
816199013,816,1990,13,West Bengal,Cooch Behar,0.6,0,0,0,0,0,1,1
816199113,816,1991,13,West Bengal,Cooch Behar,0.6,0,0,0,0,0,1,1
816199213,816,1992,13,West Bengal,Cooch Behar,0.5,0,0,0,0,0,1,1
816199313,816,1993,13,West Bengal,Cooch Behar,0.5,0,0,0,0,0,1,1
816199413,816,1994,13,West Bengal,Cooch Behar,0.5,0,0,0,0,0,1,1
816199513,816,1995,13,West Bengal,Cooch Behar,0.5,0,0,0,0,0,1,1
816199613,816,1996,13,West Bengal,Cooch Behar,0.5,0,0,0,0,0,1,1
816199713,816,1997,13,West Bengal,Cooch Behar,0.5,0,0,0,0,0,51.22,63.64
816199813,816,1998,13,West Bengal,Cooch Behar,0.5,0,0,0,0,0,1,1
816199913,816,1999,13,West Bengal,Cooch Behar,0.75,0,0,0,0,0,1,1
816200013,816,2000,13,West Bengal,Cooch Behar,1.65,0,0,0,0,0,57.07,1
816200113,816,2001,13,West Bengal,Cooch Behar,1.7,0,0,0,0,0,1,1
816200213,816,2002,13,West Bengal,Cooch Behar,0.78,0,0,0,0,0,1,1
816200313,816,2003,13,West Bengal,Cooch Behar,0.78,0,0,0,0,0,1,1
816200413,816,2004,13,West Bengal,Cooch Behar,0.49,0,0,0,0,0,1,1
816200513,816,2005,13,West Bengal,Cooch Behar,0,0,0,0,0,0,1,1
816200613,816,2006,13,West Bengal,Cooch Behar,0,0,0,0,0,0,1,1
816200713,816,2007,13,West Bengal,Cooch Behar,0,0,0,0,0,0,1,1
816200813,816,2008,13,West Bengal,Cooch Behar,0,5.89,70.03,0,70.03,8.83,101.74,1
816200913,816,2009,13,West Bengal,Cooch Behar,0,5.85,70.41,0,70.41,8.95,102.56,1
816201013,816,2010,13,West Bengal,Cooch Behar,0,5.88,71.92,0,71.92,9.12,104.73,1
816201113,816,2011,13,West Bengal,Cooch Behar,0,5.89,73.43,0,73.43,9.29,107.01,1
816201213,816,2012,13,West Bengal,Cooch Behar,0,5.89,33.04,0,33.04,9.41,59.2,1
817199013,817,1990,13,West Bengal,Purulia,24,0,0,0,0,0,1,1
817199113,817,1991,13,West Bengal,Purulia,22.1,0,0,0,0,0,1,1
817199213,817,1992,13,West Bengal,Purulia,24.8,0,0,0,0,0,1,1
817199313,817,1993,13,West Bengal,Purulia,20.9,0,0,0,0,0,1,1
817199413,817,1994,13,West Bengal,Purulia,23.9,0,0,0,0,0,1,1
817199513,817,1995,13,West Bengal,Purulia,24.4,0,0,0,0,0,1,1
817199613,817,1996,13,West Bengal,Purulia,29.4,0,0,0,0,0,1,1
817199713,817,1997,13,West Bengal,Purulia,30.3,0,0,0,0,0,1,-1
817199813,817,1998,13,West Bengal,Purulia,28.38,0,0,0,0,0,1,1
817199913,817,1999,13,West Bengal,Purulia,27.86,0,0,0,0,0,1,1
817200013,817,2000,13,West Bengal,Purulia,27.33,0,0,0,0,0,66.9,1
817200113,817,2001,13,West Bengal,Purulia,23.8,0,0,0,0,0,1,1
817200213,817,2002,13,West Bengal,Purulia,23.76,0,0,0,0,0,1,1
817200313,817,2003,13,West Bengal,Purulia,29.06,0,0,0,0,0,1,1
817200413,817,2004,13,West Bengal,Purulia,24.09,0,0,0,0,0,1,1
817200513,817,2005,13,West Bengal,Purulia,22.2,0,0,0,0,0,1,1
817200613,817,2006,13,West Bengal,Purulia,28.8,0,0,0,0,0,1,1
817200713,817,2007,13,West Bengal,Purulia,28.9,0,0,0,0,0,1,1
817200913,817,2009,13,West Bengal,Purulia,27.66,53.16,0,0,0,10.84,95.84,1
817201013,817,2010,13,West Bengal,Purulia,8.9,60.21,0,0,0,12.13,85.83,1
817201113,817,2011,13,West Bengal,Purulia,30.79,70.75,0,0,0,13.48,126.59,1
817201213,817,2012,13,West Bengal,Purulia,31.85,82.22,0,0,0,15.31,133.75,1
817201313,817,2013,13,West Bengal,Purulia,36.8,93.76,0,0,0,17.2,167.37,1
819199813,819,1998,13,West Bengal,Uttar Dinajpur,6,0,0,0,0,0,1,1
819199913,819,1999,13,West Bengal,Uttar Dinajpur,6,0,0,0,0,0,1,1
819200013,819,2000,13,West Bengal,Uttar Dinajpur,6,0,0,0,0,0,121.01,1
819200113,819,2001,13,West Bengal,Uttar Dinajpur,6,0,0,0,0,0,1,1
819200213,819,2002,13,West Bengal,Uttar Dinajpur,7.58,0,0,0,0,0,1,1
819200313,819,2003,13,West Bengal,Uttar Dinajpur,6.48,0,0,0,0,0,1,1
819200413,819,2004,13,West Bengal,Uttar Dinajpur,1.75,0,0,0,0,0,1,1
819200513,819,2005,13,West Bengal,Uttar Dinajpur,2.6,0,0,0,0,0,1,1
819200613,819,2006,13,West Bengal,Uttar Dinajpur,4.6,0,0,0,0,0,1,1
819200713,819,2007,13,West Bengal,Uttar Dinajpur,11,0,0,0,0,0,1,1
819200813,819,2008,13,West Bengal,Uttar Dinajpur,8.47,2.7,77.39,0,77.39,6.98,99.15,1
819200913,819,2009,13,West Bengal,Uttar Dinajpur,0.75,2.88,103.71,0,103.71,0,109.71,1
819201013,819,2010,13,West Bengal,Uttar Dinajpur,0.04,2.39,117.66,0,117.66,0,121.47,1
819201113,819,2011,13,West Bengal,Uttar Dinajpur,1.7,2.47,115.76,0,115.76,0,121.26,1
819201213,819,2012,13,West Bengal,Uttar Dinajpur,1.7,2.47,115.76,0,115.76,0,119.93,1
819201313,819,2013,13,West Bengal,Uttar Dinajpur,36.8,93.76,0,0,0,17.2,167.37,1
820200013,820,2000,13,West Bengal,Dakshin Dinajpur,0,0,0,0,0,0,59.46,1
820200113,820,2001,13,West Bengal,Dakshin Dinajpur,0,0,0,0,0,0,1,1
820200213,820,2002,13,West Bengal,Dakshin Dinajpur,0,0,0,0,0,0,1,1
820200313,820,2003,13,West Bengal,Dakshin Dinajpur,0,0,0,0,0,0,1,1
820200413,820,2004,13,West Bengal,Dakshin Dinajpur,0,0,0,0,0,0,1,1
820200513,820,2005,13,West Bengal,Dakshin Dinajpur,0,0,0,0,0,0,1,1
820200613,820,2006,13,West Bengal,Dakshin Dinajpur,0,0,0,0,0,0,1,1
820200713,820,2007,13,West Bengal,Dakshin Dinajpur,0,0,0,0,0,0,1,1
820200813,820,2008,13,West Bengal,Dakshin Dinajpur,0,10.36,11.75,0,11.75,0,27.98,1
820200913,820,2009,13,West Bengal,Dakshin Dinajpur,0,10.36,11.75,0,11.75,0,27.98,1
820201013,820,2010,13,West Bengal,Dakshin Dinajpur,0,10.36,16.86,0,16.86,0,46.94,1
820201113,820,2011,13,West Bengal,Dakshin Dinajpur,0,10.36,22.55,0,22.55,0,52.56,1
820201213,820,2012,13,West Bengal,Dakshin Dinajpur,0,10.36,22.02,0,22.02,0,40.04,1
820201313,820,2013,13,West Bengal,Dakshin Dinajpur,0,10.36,18.76,0,18.76,0,51.87,1
823200013,823,2000,13,West Bengal,East Midnapore Purba Midnapore,0,0,0,0,0,0,95.95,1
823200113,823,2001,13,West Bengal,East Midnapore Purba Midnapore,0,0,0,0,0,0,1,1
823200213,823,2002,13,West Bengal,East Midnapore Purba Midnapore,0,0,0,0,0,0,1,1
823200313,823,2003,13,West Bengal,East Midnapore Purba Midnapore,0,0,0,0,0,0,1,1
823200413,823,2004,13,West Bengal,East Midnapore Purba Midnapore,0,0,0,0,0,0,1,1
823200513,823,2005,13,West Bengal,East Midnapore Purba Midnapore,63.6,0,0,0,0,0,1,1
823200613,823,2006,13,West Bengal,East Midnapore Purba Midnapore,63.6,0,0,0,0,0,1,1
823200713,823,2007,13,West Bengal,East Midnapore Purba Midnapore,62.8,0,0,0,0,0,1,1
823200813,823,2008,13,West Bengal,East Midnapore Purba Midnapore,62.78,22.38,78.07,0,78.07,26.72,192.72,1
823200913,823,2009,13,West Bengal,East Midnapore Purba Midnapore,62.78,22.38,78.07,0,78.07,26.72,192.72,1
823201013,823,2010,13,West Bengal,East Midnapore Purba Midnapore,62.78,22.38,78.07,0,78.07,26.72,192.72,1
823201113,823,2011,13,West Bengal,East Midnapore Purba Midnapore,62.78,26.07,78.08,0,78.08,43.07,212.77,1
823201213,823,2012,13,West Bengal,East Midnapore Purba Midnapore,62.78,26.07,78.08,0,78.08,43.07,212.77,1
823201313,823,2013,13,West Bengal,East Midnapore Purba Midnapore,62.78,33.32,92.79,0,92.79,37.45,229.57,1
824200013,824,2000,13,West Bengal,West Midnapore,0,0,0,0,0,0,162.9,1
824200113,824,2001,13,West Bengal,West Midnapore,0,0,0,0,0,0,1,1
824200213,824,2002,13,West Bengal,West Midnapore,0,0,0,0,0,0,1,1
824200313,824,2003,13,West Bengal,West Midnapore,0,0,0,0,0,0,1,1
824200413,824,2004,13,West Bengal,West Midnapore,0,0,0,0,0,0,1,1
824200513,824,2005,13,West Bengal,West Midnapore,153.8,0,0,0,0,0,1,1
824200613,824,2006,13,West Bengal,West Midnapore,160.7,0,0,0,0,0,1,1
824200713,824,2007,13,West Bengal,West Midnapore,163.6,0,0,0,0,0,1,1
824200813,824,2008,13,West Bengal,West Midnapore,137.1,40.11,148.99,0,148.99,41.75,394.46,1
824200913,824,2009,13,West Bengal,West Midnapore,121.22,26.38,164.18,0,164.18,18.68,357.21,1
824201013,824,2010,13,West Bengal,West Midnapore,19.02,26.51,181.79,0,181.79,19.32,267.92,1
824201113,824,2011,13,West Bengal,West Midnapore,118.45,25.92,194.51,0,194.51,19.93,378.13,1
824201213,824,2012,13,West Bengal,West Midnapore,105.55,25.04,200.21,0,200.21,19.61,369.72,1
824201313,824,2013,13,West Bengal,West Midnapore,134,24.64,237.09,0,237.09,21.51,432.87,1
90219902,902,1990,2,Bihar,Muzaffarpur,6.86,1.14,51.28,0.08,51.36,19.93,79.3,94.7
90219912,902,1991,2,Bihar,Muzaffarpur,3.8,0.97,59.5,0.15,59.65,18.59,83,101.8
