Key,State Code,State,District code,District,Year,Mango Area (000Ha),Mango Production (000t),Orange  Area (000Ha),Orange Production (000t),Sweet Orange Area (000Ha),Sweet Orange Production (000t), Mandarin Orange Area (000Ha), Mandarin Orange Production (000t),Orange(Santra) Area (000Ha),Orange(Santra) Production (000t),Malta Area (000Ha),Malta Production (000t),Mausmi Area (000Ha),#N/A,Banana Area (000Ha),Banana Production (000t),Grapes Area (000Ha),Grapes Production (000t),Guava Area (000Ha),Guava Production (000t),Papaya Area (000Ha),Papaya Production (000t),Water Melon Area (000Ha),Water Melon Production (000t),Litchi Area (000Ha),Litchi Production (000t),Custard Apple Area (000Ha),Custard Apple Production (000t),Aonla Area (000Ha),Aonla Production (000t), Amla Area (000Ha), Amla Production (000t),Ber Area (000Ha),Ber Production (000t),Jack fruit Area (000Ha),Jack fruit Production (000t),Sapota  Area (000Ha),Sapota Production (000t),Pomegranate Area (000Ha),Pomegranate Production (000t),Pine Apple Area (000Ha),Pine Apple Production (000t),Lemon Area (000Ha),Lemon Production (000t),K.Lime Area (000Ha),K.Lime Production (000t),Galgal Area (000Ha),Galgal Production (000t),#N/A,#N/A,Musk Melon Area (000Ha),Musk Melon Production (000t),Pear Area (000Ha),Pear Production (000t),Date palm Area (000Ha),Date palm Production (000t),Peach Area (000Ha),Peach Production (000t),Plum Area (000Ha),Plum Production (000t),Jamun Area (000Ha),Jamun Production (000t),Bael Area (000Ha),Bael Production (000t),Strawberry Area (000Ha),Strawberry Production (000t), Apple Area (000Ha), Apple Production (000t), Apricot Area (000Ha), Apricot Production (000t), Cherry Area (000Ha), Cherry Production (000t),G_Almond Area (000Ha),G_Almond Production (000t),Almond Area (000Ha),Almond Production (000t),Persimon Area (000Ha),Persimon Production (000t),Olive Area (000Ha),Olive Production (000t),Kiwi Area (000Ha),Kiwi Production (000t),Walnut Area (000Ha),Walnut Production (000t),Picanut Area (000Ha),Picanut Production (000t),Loquat Area (000Ha),Loquat Production (000t),Fig Area (000Ha),Fig Production (000t),#N/A,#N/A,Phalsa Area (000Ha),#N/A,Mulberry Area (000Ha),#N/A,Dragon Fruit Area (000Ha),Dragon Fruit Production (000t),Citrus Area (000Ha),Citrus Production (000t),Other citrus Area (000Ha),Other citrus Production (000t),Arecanut Area (000Ha),Arecanut Production (000t),Cashew Nut Area (000Ha),Cashew Nut Production (000t),Coconut Area (000Ha),Coconut Production (000t),Other Fruits Area (000Ha),Other Fruits Production (000t),Total Fruits  Area (000Ha),Total Fruits  Production (000t)
13420113,3,Gujarat,134,Panchmahals,2011,2.51,14.56,,,,,,,,,,,,,0.4,12.4,,,0.12,1.48,0.28,10.08,,,,,0.2,1.23,0.51,4.11,,,0.14,1,,,0.22,1.54,0.13,0.53,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,6.37,,,,,0.01,0,0,0,0.04,0.53,5.22,53.8
13420123,3,Gujarat,134,Panchmahal,2012,2.6,15.34,,,,,,,,,,,,,0.45,17.95,,,0.13,1.53,0.38,11.08,,,,,0.23,1.43,0.53,4.24,,,0.15,1.48,,,0.22,1.64,0.1,1.13,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,6.72,,,,,0.01,0,0,,0.05,0.93,5.55,63.46
13420133,3,Gujarat,134,Panchmahal,2013,2.71,14.23,,,,,,,,,,,,,0.5,18.6,,,0.13,1.57,0.4,18,,,,,0.24,1.92,0.51,4.08,,,0.16,1.54,,,0.23,1.7,0.1,1.15,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,7.6,,,,,0,0,0,0,0.06,0.44,5.84,70.83
13420143,3,Gujarat,134,Panchmahal,2014,2.64,12.46,,,,,,,,,,,,,0.81,30.78,,,0.13,1.6,0.42,19.24,,,,,0.27,2.26,0.31,1.6,,,0.15,1.52,,,0.18,1.36,0.09,0.98,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,6.8,,,,,0,0,0,0,0.2,1.4,5.86,79.99
13420153,3,Gujarat,134,Panchmahal,2015,2.15,10.73,,,,,,,,,,,,,0.52,19.76,,,0.09,1.14,0.31,14.14,,,,,0.44,3.94,0.18,0.93,,,0.26,2.58,,,0.17,1.29,0.08,0.92,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,5.94,,,,,0,0,0,0,0.25,1.79,4.97,63.14
13420163,3,Gujarat,134,Panchmahal,2016,2.14,12.84,,,,,,,,,,,,,0.56,21.41,,,0.09,1.14,0.29,13.46,,,,,0.5,4.53,0.16,0.83,,,0.25,2.56,,,0.16,1.14,0.09,0.98,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,5.71,,,,,0,0,0,0,0.25,1.84,5,66.43
13520053,3,Gujarat,135,Rajkot,2005,0.35,3.04,,,,,,,,,,,,,0,0,,,0,0,0,0,,,,,0.01,0.08,0.17,0.99,,,0.26,1.57,,,0.23,2.76,0.01,0.05,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.5,,,,,0.01,0,0.01,0.02,0.07,0.59,1.35,10.6
13520063,3,Gujarat,135,Rajkot,2006,0.35,3.05,,,,,,,,,,,,,0,0.16,,,0,0,0.04,2,,,,,0.02,0.14,0.17,1,,,0.26,1.58,,,0.23,2.76,0.01,0.05,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,1.61,,,,,0,0,0.01,0.02,0.07,0.64,1.42,13.02
13520073,3,Gujarat,135,Rajkot,2007,0.36,3.1,,,,,,,,,,,,,0,0,,,0,0,0.11,5.5,,,,,0.05,0.41,0.17,1.02,,,0.27,1.72,,,0.24,2.88,0.01,0.06,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,1.74,,,,,0,0,0.01,0.03,0.03,0.23,1.52,16.69
13520083,3,Gujarat,135,Rajkot,2008,0.36,1.44,,,,,,,,,,,,,0.01,0.16,,,0,0,0.14,14,,,,,0.05,0.45,0.17,1.02,,,0.27,1.61,,,0.24,2.88,0.01,0.06,,,,,,,,,,,,,,,0,0.02,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,1.75,,,,,0,0,0.01,0.12,0.03,0.23,1.58,23.73
13520093,3,Gujarat,135,Rajkot,2009,0.36,1.24,,,,,,,,,,,,,0.01,0.21,,,0.01,0.09,0.16,17.6,,,,,0.06,0.55,0.14,0.84,,,0.28,1.65,,,0.25,3,0.01,0.07,,,,,,,,,,,,,,,0,0.02,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,2.35,,,,,0,0,0.02,0.17,0.03,0.27,1.65,28.05
13520103,3,Gujarat,135,Rajkot,2010,0.37,1.28,,,,,,,,,,,,,0.01,0.36,,,0.01,0.09,0.08,9.24,,,,,0.06,0.63,0.14,0.84,,,0.28,1.67,,,0.25,3,0.01,0.08,,,,,,,,,,,,,,,0,0.02,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,2.73,,,,,0,0,0.02,0.17,0.03,0.27,1.65,20.37
13520113,3,Gujarat,135,Rajkot,2011,0.38,3.13,,,,,,,,,,,,,0.02,0.61,,,0.01,0.09,0.19,20.9,,,,,0.07,0.68,0.14,0.81,,,0.28,1.66,,,0.25,2.95,0.03,0.18,,,,,,,,,,,,,,,0,0.02,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,2.98,,,,,0,0,0.02,0.19,0.01,0.4,1.8,34.6
13520123,3,Gujarat,135,Rajkot,2012,0.38,0.32,,,,,,,,,,,,,0.06,2.37,,,0.01,0.09,0.29,21.9,,,,,0.15,1.38,0.14,0.81,,,0.31,2.94,,,0.25,2.95,0.05,0.48,,,,,,,,,,,,,,,0.04,0.38,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,3.48,,,,,0,0,0.02,0.19,0.03,0.57,2.26,37.86
13520133,3,Gujarat,135,Rajkot,2013,0.38,3.21,,,,,,,,,,,,,0.03,1.2,,,0.02,0.18,0.24,18.47,,,,,0.14,1.4,0.14,0.81,,,0.32,2.89,,,0.25,3.05,0.22,2.33,,,,,,,,,,,,,,,0.05,0.3,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,4.85,,,,,0,0,0.02,0.17,0.04,0.29,2.42,39.13
13520143,3,Gujarat,135,Rajkot,2014,0.59,4.79,,,,,,,,,,,,,0.02,0.88,,,0.03,0.32,0.11,8.25,,,,,0.12,1.25,0.17,1.02,,,0.58,5.37,,,0.31,3.76,0.76,8.39,,,,,,,,,,,,,,,0.08,0.47,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,10.99,,,,,0.02,0,0.02,0.2,0.12,0.94,4.16,46.62
13520153,3,Gujarat,135,Rajkot,2015,0.43,3.5,,,,,,,,,,,,,0.02,0.63,,,0.04,0.37,0.03,2.05,,,,,0.13,1.29,0.09,0.54,,,0.28,2.51,,,0.25,3.07,0.64,9.11,,,,,,,,,,,,,,,0.07,0.38,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,9.51,,,,,0.01,0,0.02,0.13,0.06,0.46,2.8,33.56
13520163,3,Gujarat,135,Rajkot,2016,0.43,3.49,,,,,,,,,,,,,0.01,0.36,,,0.04,0.37,0.02,1.65,,,,,0.12,1.23,0.09,0.52,,,0.28,2.51,,,0.25,3.05,0.65,9.57,,,,,,,,,,,,,,,0.07,0.41,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,9.61,,,,,0.01,0,0.02,0.13,0.07,0.5,2.82,33.39
13620053,3,Gujarat,136,Sabarkantha,2005,2.82,19.71,,,,,,,,,,,,,0.08,2.25,,,0,0,0.11,5.25,,,,,0.05,0,1.52,12.18,,,2.56,23.07,,,1.35,13.51,1.96,27.48,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,19.84,,,,,0,0,0,0,1.61,11.12,13.67,134.41
13620063,3,Gujarat,136,Sabarkantha,2006,2.95,23.6,,,,,,,,,,,,,0.01,0.36,,,0.02,0.26,0.5,19.92,,,,,0.05,0.25,1.65,13.53,,,2.66,29.29,,,1.41,14.06,2.25,32.22,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,14.82,,,,,0,0,0,0,1.08,7.59,14.29,155.9
13620073,3,Gujarat,136,Sabarkantha,2007,3.06,25.7,,,,,,,,,,,,,0.23,6.9,,,0.3,3.9,0.7,28,,,,,1.02,5.59,1.73,14.23,,,2.76,30.91,,,1.49,14.9,2.35,33.84,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,15.75,,,,,0,0,0,0,0,0,15.42,179.73
13620083,3,Gujarat,136,Sabarkantha,2008,3.08,8.62,,,,,,,,,,,,,0.15,4.5,,,0.32,3.82,0.8,40,,,,,0.8,4.4,1.14,10.22,,,2.15,21.45,,,1.5,14.21,0.65,8.45,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,14.35,,,,,0,0,0,0,0.24,0.43,12.61,130.44
13620093,3,Gujarat,136,Sabarkantha,2009,3.11,24.85,,,,,,,,,,,,,0.2,5.96,,,0.34,4.08,1.05,53.34,,,,,0.82,4.73,1.16,10.93,,,2.18,22.95,,,1.53,15.21,0.67,9.13,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,15.63,,,,,0,0,0,0,0.32,0.61,13.21,167.42
13620103,3,Gujarat,136,Sabarkantha,2010,3.22,25.89,,,,,,,,,,,,,0.2,6.15,,,0.35,4.21,1.55,80.6,,,,,0.89,5.17,1.24,11.71,,,2.24,23.68,,,1.56,15.56,0.87,12.18,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,16.65,,,,,0,0,0,0,0.34,0.68,14.42,202.47
13620113,3,Gujarat,136,Sabarkantha,2011,1.8,14.4,,,,,,,,,,,,,0.16,4.83,,,0.28,3.43,1.68,89.04,,,,,0.56,3.37,0.88,7.88,,,1.87,19.79,,,1.34,14.02,0.53,10.52,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,12.09,,,,,0,0,0,0,0.1,1.07,10.62,180.43
13620123,3,Gujarat,136,Sabarkantha,2012,1.65,16.09,,,,,,,,,,,,,0.17,8.57,,,0.32,4.13,1.68,90.24,,,,,0.56,3.37,0.71,7.86,,,1.81,17.28,,,1.05,11.03,0.62,12.75,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,10.88,,,,,0,0,0,0,0.18,1.88,10.02,184.07
13620133,3,Gujarat,136,Sabarkantha,2013,1.66,9.14,,,,,,,,,,,,,0.07,2.61,,,0.33,4.36,1.97,106.38,,,,,0.53,4.77,0.71,7.86,,,1.81,18.07,,,1.05,11.03,0.79,11.84,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,11.28,,,,,0,0,0,0,0.19,1.13,10.39,188.46
13620143,3,Gujarat,136,Sabarkantha,2014,1.69,7.42,,,,,,,,,,,,,0.08,3.2,,,0.34,4.41,2.43,134.87,,,,,0.48,4.34,0.44,4.88,,,1.11,11.41,,,1.05,11.26,0.85,12.88,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,12.03,,,,,0,0,0,0,0.28,1.83,10.07,208.52
13620153,3,Gujarat,136,Sabarkantha,2015,0.95,4.75,,,,,,,,,,,,,0.06,2.47,,,0.24,3.32,1.1,61.21,,,,,0.24,2.28,0.27,3.03,,,0.71,7.34,,,0.61,6.47,0.6,9.56,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,10.49,,,,,0,0,0,0,0.15,0.98,5.79,111.89
13620163,3,Gujarat,136,Sabarkantha,2016,0.95,4.8,,,,,,,,,,,,,0.07,2.85,,,0.26,3.6,1.27,71.34,,,,,0.25,2.38,0.27,3.03,,,0.71,7.35,,,0.61,6.53,0.65,10.35,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,10.78,,,,,0,0,0,0,0.15,1,6.08,124
13720053,3,Gujarat,137,Surat,2005,6.73,70.67,,,,,,,,,,,,,10.42,572.83,,,0,0,1.31,61.57,,,,,0.01,0.06,0,0,,,0,0,,,1.93,19.25,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.5,,,,,0,0,0.15,1.13,0.35,1.54,20.94,727.54
13720063,3,Gujarat,137,Surat,2006,6.95,66.71,,,,,,,,,,,,,10.85,651,,,0,0,1.33,76.48,,,,,0.01,0.08,0.01,0.05,,,0,0,,,1.96,19.99,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.57,,,,,0.05,0.08,0.16,1.16,0.36,1.56,21.73,817.68
13720073,3,Gujarat,137,Surat,2007,5.84,53.7,,,,,,,,,,,,,10.37,622.2,,,0,0,1.14,65.61,,,,,0.02,0.08,0.01,0.04,,,0,0,,,1.72,17.5,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.42,,,,,0.04,0.06,0.13,0.95,0,0,19.3,760.57
13720083,3,Gujarat,137,Surat,2008,6.29,9.44,,,,,,,,,,,,,10.52,631.44,,,0,0,1.23,73.68,,,,,0.02,0.12,0.01,0.06,,,0,0,,,1.97,19.67,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.53,,,,,0.04,0.04,0.13,1,0.18,0.79,20.45,736.76
13720093,3,Gujarat,137,Surat,2009,7.14,57.79,,,,,,,,,,,,,10.82,670.53,,,0,0,1.34,77.72,,,,,0.02,0.14,0.01,0.07,,,0,0,,,2.04,21.01,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.62,,,,,0.05,0.07,0.15,1.12,0.15,0.68,21.77,829.76
13720103,3,Gujarat,137,Surat,2010,7.51,60.1,,,,,,,,,,,,,11.24,719.04,,,0,0,1.43,84.08,,,,,0.02,0.14,0.01,0.08,,,0,0,,,2.05,20.5,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.6,,,,,0.05,0.08,0.15,1.15,0.15,0.88,22.67,886.64
13720113,3,Gujarat,137,Surat,2011,7.9,63.2,,,,,,,,,,,,,8.11,520.09,,,0,0,0.54,31.96,,,,,0,0,0,0,,,0,0,,,2.08,20.8,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.76,,,,,0,0,0.22,1.75,0.01,0.36,18.94,638.92
13720123,3,Gujarat,137,Surat,2012,8.85,64.4,,,,,,,,,,,,,8.15,589.45,,,0.01,0.08,0.54,31.96,,,,,0,0,0,0,,,0,0,,,2.11,22.21,0.02,0.18,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.45,,,,,0,0,0.23,1.71,0.03,0.5,19.98,710.95
13720133,3,Gujarat,137,Surat,2013,8.93,75.91,,,,,,,,,,,,,6.97,473.82,,,0.03,0.35,0.37,20.86,,,,,0,0,0,0,,,0,0,,,2.12,22.35,0.03,0.3,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.52,,,,,0,0,0.22,1.84,0.03,0.23,18.76,596.18
13720143,3,Gujarat,137,Surat,2014,9.14,76.25,,,,,,,,,,,,,7.66,526.63,,,0.05,0.6,0.62,36.9,,,,,0.01,0,0,0,,,0,0,,,2.13,23.45,0.04,0.39,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.69,,,,,0.01,0,0.23,1.95,0.08,0.58,20.07,667.45
13720153,3,Gujarat,137,Surat,2015,9.27,82.01,,,,,,,,,,,,,7.8,546,,,0.08,0.9,0.72,42.19,,,,,0.01,0.09,0,0,,,0.01,0,,,2.15,23.87,0.05,0.45,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.83,,,,,0.01,0,0.23,1.86,0.12,0.93,20.53,699.11
13720163,3,Gujarat,137,Surat,2016,9.58,88.97,,,,,,,,,,,,,8.71,610.22,,,0.08,0.97,0.87,52.52,,,,,0.01,0.09,0,0,,,0.01,0.02,,,2.2,24.44,0.05,0.54,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.86,,,,,0.01,0,0.23,1.86,0.12,0.93,21.96,781.41
13820053,3,Gujarat,138,Surendranagar,2005,0.41,2.07,,,,,,,,,,,,,0,0,,,0.02,0.31,0.2,20,,,,,0,0,0.15,2.12,,,1.29,19.29,,,0.13,1,0.05,0.43,,,,,,,,,,,,,,,0.01,0.11,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,8.15,,,,,0.06,0,0.01,0.05,0.19,1.48,3.41,55.01
13820063,3,Gujarat,138,Surendranagar,2006,0.47,2.35,,,,,,,,,,,,,0,0,,,0.03,0.38,0.22,17.55,,,,,0,0,0.16,2.26,,,1.45,21.8,,,0.15,1.22,0.05,0.45,,,,,,,,,,,,,,,0.01,0.11,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,8.53,,,,,0.06,0,0.01,0.03,0.2,1.56,3.75,56.23
13820073,3,Gujarat,138,Surendranagar,2007,0.56,2.77,,,,,,,,,,,,,0,0,,,0.03,0.42,0.18,17.5,,,,,0,0,0.16,2.25,,,1.61,23.81,,,0.16,1.28,0.06,0.53,,,,,,,,,,,,,,,0.01,0.11,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,8.65,,,,,0.06,0.05,0.01,0.05,0.2,1.19,4,58.59
13820083,3,Gujarat,138,Surendranagar,2008,0.57,2.51,,,,,,,,,,,,,0.1,3,,,0.04,0.48,0.07,6.3,,,,,0,0,0.16,2.27,,,1.67,24.24,,,0.17,1.24,0.06,0.53,,,,,,,,,,,,,,,0.01,0.11,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,8.94,,,,,0.06,0.05,0.01,0.05,0.2,1.18,4.15,50.91
13820093,3,Gujarat,138,Surendranagar,2009,0.58,2.56,,,,,,,,,,,,,0,0,,,0.04,0.48,0.17,15.48,,,,,0.01,0,0.16,2.27,,,1.68,24.48,,,0.17,1.26,0.06,0.53,,,,,,,,,,,,,,,0.01,0.11,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,9.3,,,,,0.07,0.05,0.01,0.05,0.2,1.18,4.24,57.75
13820103,3,Gujarat,138,Surendranagar,2010,0.69,3.11,,,,,,,,,,,,,0,0,,,0.04,0.61,0.21,18.81,,,,,0.01,0.03,0.17,2.56,,,1.72,26.17,,,0.18,1.35,0.07,0.64,,,,,,,,,,,,,,,0.01,0.13,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,12.42,,,,,0.07,0.05,0.01,0.09,0.22,1.61,4.78,67.58
13820113,3,Gujarat,138,Surendranagar,2011,0.74,3.34,,,,,,,,,,,,,0,0,,,0.05,0.73,0.28,25.66,,,,,0.01,0.03,0.21,3.26,,,1.7,25.9,,,0.23,1.7,0.15,1.31,,,,,,,,,,,,,,,0.02,0.17,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,13.57,,,,,0.07,0.05,0.01,0.09,0.09,2.73,5.06,78.53
13820123,3,Gujarat,138,Surendranagar,2012,0.75,3.37,,,,,,,,,,,,,0,0,,,0.05,0.77,0.28,23.66,,,,,0.01,0.03,0.21,3.26,,,1.74,20.27,,,0.23,1.75,0.19,1.92,,,,,,,,,,,,,,,0.02,0.23,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,13.68,,,,,0.07,0.06,0.01,0.09,0.25,12.12,5.34,81.19
13820133,3,Gujarat,138,Surendranagar,2013,0.55,2.75,,,,,,,,,,,,,0,0,,,0.08,1.15,0.3,26.82,,,,,0.01,0.1,0.21,2.52,,,1.75,19.24,,,0.24,1.82,0.25,2.25,,,,,,,,,,,,,,,0.06,0.33,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,14.01,,,,,0.05,0.07,0.01,0.08,0.26,2.24,5.34,73.38
13820143,3,Gujarat,138,Surendranagar,2014,0.41,1.99,,,,,,,,,,,,,0,0,,,0.2,2.84,0.22,18.82,,,,,0.01,0.17,0.21,2.54,,,1.8,20.26,,,0.27,2.1,0.84,7.85,,,,,,,,,,,,,,,0.07,0.43,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,15.26,,,,,0.05,0.07,0.01,0.08,0.3,2.55,6.04,74.96
13820153,3,Gujarat,138,Surendranagar,2015,0.29,1.38,,,,,,,,,,,,,0,0,,,0.24,3.51,0.19,15.6,,,,,0.01,0.13,0.15,1.83,,,1.48,16.81,,,0.22,1.69,0.55,7.63,,,,,,,,,,,,,,,0.06,0.35,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,14.58,,,,,0.03,0.05,0.01,0.04,0.21,1.83,4.57,65.43
13820163,3,Gujarat,138,Surendranagar,2016,0.29,1.42,,,,,,,,,,,,,0,0,,,0.41,5.87,0.2,16.43,,,,,0.01,0.15,0.15,1.83,,,1.5,16.95,,,0.22,1.73,0.64,9.29,,,,,,,,,,,,,,,0.08,0.48,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,16.19,,,,,0.01,0.01,0.01,0.04,0.23,2,5,72.4
51820053,3,Gujarat,518,Gandhinagar,2005,0.91,7.97,,,,,,,,,,,,,0,0.09,,,0.42,4.22,0.18,6.98,,,,,0.03,0.03,0.59,6.99,,,0.23,2.46,,,0.83,8.68,0.1,0.96,,,,,,,,,,,,,,,0,0.01,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,21.69,,,,,0,0,0,0,0.28,3.09,5.5,63.17
51820063,3,Gujarat,518,Gandhinagar,2006,0.93,8.26,,,,,,,,,,,,,0.01,0.32,,,0.44,5.59,0.23,9.09,,,,,0.03,0.08,0.64,8.32,,,0.23,2.52,,,0.82,8.59,0.1,1.01,,,,,,,,,,,,,,,0,0.01,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,21.68,,,,,0,0,0,0,0.5,6.05,5.82,71.5
51820073,3,Gujarat,518,Gandhinagar,2007,0.94,8.38,,,,,,,,,,,,,0.02,0.92,,,0.48,6.03,0.33,12.79,,,,,0.05,0.16,0.68,8.78,,,0.24,2.65,,,0.86,8.96,0.11,1.11,,,,,,,,,,,,,,,0,0.01,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,22.89,,,,,0,0,0,0,0.88,10.56,6.57,83.23
51820083,3,Gujarat,518,Gandhinagar,2008,0.97,2.42,,,,,,,,,,,,,0.03,1.12,,,0.48,6.11,0.34,13.15,,,,,0.05,0.16,0.68,7.51,,,0.24,2.68,,,0.87,10.81,0.11,1.11,,,,,,,,,,,,,,,0,0.01,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,23.08,,,,,0,0,0,0,0.88,10.73,6.66,78.87
51820093,3,Gujarat,518,Gandhinagar,2009,0.98,8.35,,,,,,,,,,,,,0.03,1.24,,,0.48,6.18,0.35,14.16,,,,,0.06,0.17,0.69,7.55,,,0.25,2.7,,,0.89,11.09,0.11,1.11,,,,,,,,,,,,,,,0,0.01,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,24.19,,,,,0,0,0,0,0.9,10.78,6.75,87.5
