Key,State Code,State name,District code,District name,Year, Potato Area (000Ha), Potato Production (000t), Sweet Potato Area (000Ha), Sweet Potato Production (000t), Onion Area (000Ha), Onion Production (000t), Green onion Area (000Ha), Green onion Production (000t), Tomato Area (000Ha), Tomato Production (000t), Ladys finger Area (000Ha), Ladys finger Production (000t), Brinjal Area (000Ha), Brinjal Production (000t), Cauliflower Area (000Ha), Cauliflower Production (000t), Cabbage Area (000Ha), Cabbage Production (000t), Knol Khol Area (000Ha), Knol Khol Production (000t), Pumpkin Area (000Ha), Pumpkin Production (000t), Mushroom Area (000Ha), Mushroom Production (000t), Drum Stick Area (000Ha), Drum Stick Production (000t), Ridge Gourd Area (000Ha), Ridge Gourd Production (000t), Ghosali Area (000Ha), Ghosali Production (000t), Sponge Gourd Area (000Ha), Sponge Gourd Production (000t), Bottle Gourd Area (000Ha), Bottle Gourd Production (000t), Bitter Gourd Area (000Ha), Bitter Gourd Production (000t), Snake gourd Area (000Ha), Snake gourd Production (000t), Tinda Area (000Ha), Tinda Production (000t), Kundru/Perwal Area (000Ha), Kundru/Perwal Production (000t), Cucurbits Area (000Ha), Cucurbits Production (000t), Pointed gourd Area (000Ha), Pointed gourd Production (000t), Ashgourd Area (000Ha), Ashgourd Production (000t), Little Gourd Area (000Ha), Little Gourd Production (000t),Gourds &  Coccinia Area (000Ha),Gourds &  Coccinia Production (000t),Other Gourd Varieties Area (000Ha),Other Gourd Varieties Production (000t), Gourds Area (000Ha), Gourds Production (000t), Cowpea Area (000Ha), Cowpea Production (000t), Green Peas Area (000Ha), Green Peas Production (000t), Peas Area (000Ha), Peas Production (000t), Cluster beans Area (000Ha), Cluster beans Production (000t), Beans Area (000Ha), Beans Production (000t), French Bean Area (000Ha), French Bean Production (000t),Beans (All Inc Lab-lab(Sem) Area (000Ha),Beans (All Inc Lab-lab(Sem) Production (000t), Lab Lab Area (000Ha), Lab Lab Production (000t), Avarai Area (000Ha), Avarai Production (000t), Karamani Area (000Ha), Karamani Production (000t), Mogri Area (000Ha), Mogri Production (000t), Kakri Area (000Ha), Kakri Production (000t), Kheera Area (000Ha), Kheera Production (000t), Gherkins Area (000Ha), Gherkins Production (000t),Long melon (Kakri) Area (000Ha),Long melon (Kakri) Production (000t), Kachari Area (000Ha), Kachari Production (000t), Cucumber Area (000Ha), Cucumber Production (000t), Leafy Veg. Area (000Ha), Leafy Veg. Production (000t), Spinach (Palak) Area (000Ha), Spinach (Palak) Production (000t), Math/Rajgira Area (000Ha), Math/Rajgira Production (000t), Methi Area (000Ha), Methi Production (000t), Amaranthus Area (000Ha), Amaranthus Production (000t), Jimikand Area (000Ha), Jimikand Production (000t), Yam Area (000Ha), Yam Production (000t), Elephant Yam Area (000Ha), Elephant Yam Production (000t), Ratalu Area (000Ha), Ratalu Production (000t), Tapioca Area (000Ha), Tapioca Production (000t), Amorphospholus Area (000Ha), Amorphospholus Production (000t), Mooli Area (000Ha), Mooli Production (000t), Colocasia Area (000Ha), Colocasia Production (000t), Arbi Area (000Ha), Arbi Production (000t), Turnip Area (000Ha), Turnip Production (000t), Radish Area (000Ha), Radish Production (000t), Carrot Area (000Ha), Carrot Production (000t),"Radish, Turnip & Carrot Area (000Ha)","Radish, Turnip & Carrot Production (000t)","  Root 
crops Area (000Ha)","  Root 
crops Production (000t)",Other Root crops Area (000Ha),Other Root crops Production (000t), Beetroot Area (000Ha), Beetroot Production (000t), Wall (pawata) Area (000Ha), Wall (pawata) Production (000t), Wal Area (000Ha), Wal Production (000t), Vine Crops Area (000Ha), Vine Crops Production (000t), Oal Area (000Ha), Oal Production (000t), Green Chillies Area (000Ha), Green Chillies Production (000t),Capsicum &  Chillies Area (000Ha),Capsicum &  Chillies Production (000t), Capsicum Area (000Ha), Capsicum Production (000t), Shimla Mirchi Area (000Ha), Shimla Mirchi Production (000t), Water Melon Area (000Ha), Water Melon Production (000t), Musk Melon Area (000Ha), Musk Melon Production (000t), Turmeric Area (000Ha), Turmeric Production (000t), Garlic Area (000Ha), Garlic Production (000t), Curry leaves Area (000Ha), Curry leaves Production (000t), Mint Area (000Ha), Mint Production (000t),Green Coriander Area (000Ha),Green Coriander Production (000t),Other Vegetables Area (000Ha),Other Vegetables Production (000t),Total  Vegetables Area (000Ha),Total  Vegetables Production (000t)
17020169,9,Punjab,170,Ropar,2016,0.98,23.42,,,0.21,4.54,,,0.16,3.61,0.15,1.52,0.13,2.74,0.23,4.05,0.14,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,13.05,,,,,,,,,0.21,3.19,,,0.09,0.16,,,,,,,0.05,0.76,0.05,0.81,,,0.09,0.9,,,,,,,0.15,0.36,3.45,63.3
17120009,9,Punjab,171,Ludhiana,2000,6.53,145.69,,,0.57,12.71,,,0.33,8.42,0.13,1.1,0.17,1.85,0.2,4.82,0.09,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,18.33,,,,,,,,,0.41,5.39,,,0.16,0.22,,,,,,,0.05,0.99,0.14,2.63,,,0.12,1.35,,,,,,,0.1,0.14,10.12,207.68
17120019,9,Punjab,171,Ludhiana,2001,6.57,157.81,,,0.65,14.4,,,0.35,8.96,0.14,1.14,0.17,1.93,0.22,5.46,0.11,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,17.26,,,,,,,,,0.42,5.51,,,0.18,0.24,,,,,,,0.07,1.44,0.15,2.72,,,0.13,1.39,,,,,,,0.1,0.15,10.35,223.12
17120029,9,Punjab,171,Ludhiana,2002,6.58,151.74,,,0.41,9.2,,,0.26,6.6,0.1,0.81,0.15,1.63,0.16,3.99,0.14,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,20.41,,,,,,,,,0.72,9.48,,,0.14,0.2,,,,,,,0.01,0.15,0.05,0.91,,,0.19,2.12,,,,,,,0.08,0.12,10.1,212.17
17120039,9,Punjab,171,Ludhiana,2003,6.59,149.9,,,0.41,9.25,,,0.26,6.68,0.1,0.85,0.15,1.64,0.17,4.18,0.14,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,20.66,,,,,,,,,0.73,9.71,,,0.14,0.2,,,,,,,0.01,0.17,0.05,0.93,,,0.2,2.16,,,,,,,0.08,0.13,10.17,211.3
17120049,9,Punjab,171,Ludhiana,2004,6.6,130.48,,,0.3,6.59,,,0.3,7.52,0.1,0.86,0.15,1.72,0.18,4.41,0.15,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,22.02,,,,,,,,,0.78,10.33,,,0.15,0.2,,,,,,,,,,,,,0.21,2.27,,,,,,,0.08,0.23,10.2,191.72
17120059,9,Punjab,171,Ludhiana,2005,6.8,126,,,0.3,6.79,,,0.31,7.8,0.11,0.9,0.16,1.76,0.19,4.53,0.16,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,22.68,,,,,,,,,0.8,10.62,,,0.15,0.21,,,,,,,,,,,,,0.21,2.36,,,,,,,0.08,0.14,10.5,189.06
17120069,9,Punjab,171,Ludhiana,2006,6.99,160.99,,,0.31,6.97,,,0.32,6.53,0.11,0.95,0.16,1.84,0.2,4.92,0.13,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,23.32,,,,,,,,,1.02,13.56,,,0.16,0.22,,,,,,,0.02,0.43,0.07,1.24,,,0.22,2.88,,,,,,,0.06,0.16,11.06,228.7
17120079,9,Punjab,171,Ludhiana,2007,7.16,141.33,,,0.32,7.15,,,0.33,6.74,0.12,0.98,0.17,1.9,0.21,5.11,0.13,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,21.84,,,,,,,,,1.06,14.05,,,0.16,0.23,,,,,,,,,,,,,0.23,3.45,,,,,,,0.06,0.16,11.18,207.83
17120089,9,Punjab,171,Ludhiana      ,2008,5.26,134.66,,,0.38,8.45,,,0.25,5.42,0.19,1.57,0.29,4.1,0.72,17.71,0.5,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,25.75,,,,,,,,,1,13.3,,,0.23,0.32,,,,,,,,,,,,,0.39,5.93,,,,,,,0.11,0.27,10.79,231.5
17120099,9,Punjab,171,Ludhiana,2009,5.41,144.66,,,0.39,8.72,,,0.27,5.76,0.2,1.68,0.3,4.15,0.76,19.83,0.48,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,25.96,,,,,,,,,1.02,13.52,,,0.31,0.44,,,,,,,,,,,,,0.47,4.75,,,,,,,0.12,0.3,11.22,243.38
17120109,9,Punjab,171,Ludhiana,2010,5.42,138.01,,,0.51,11.86,,,0.28,6.94,0.3,3.11,0.29,6.1,0.69,12.43,0.47,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,34.55,,,,,,,,,1.09,15.63,,,0.5,0.84,,,,,,,0.05,0.98,0.11,1.96,,,0.48,5.03,,,,,,,0.22,0.58,12.4,252.01
17120119,9,Punjab,171,Ludhiana,2011,5.51,140.22,,,0.54,12.77,,,0.37,8.99,0.3,3.18,0.46,9.69,0.69,12.5,0.51,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,35.57,,,,,,,,,1.08,15.52,,,0.6,1.02,,,,,,,0.05,0.83,0.16,2.84,,,0.54,5.62,,,,,,,0.22,0.58,13.14,264.81
17120129,9,Punjab,171,Ludhiana,2012,6.01,153.14,,,0.66,15.43,,,0.39,9.52,0.45,4.74,0.54,11.35,0.75,13.56,0.54,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,41.66,,,,,,,,,1.08,15.5,,,0.57,0.97,,,,,,,,,,,,,0.66,6.88,,,,,,,0.24,0.63,14.36,290.5
17120139,9,Punjab,171,Ludhiana,2013,8.96,228.21,,,0.71,16.77,,,0.41,9.98,0.45,4.78,0.55,11.56,0.91,16.59,0.53,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,43.06,,,,,,,,,0.96,13.7,,,0.56,0.97,,,,,,,,,,,,,0.74,7.75,,,,,,,0.24,0.64,17.57,371.1
17120149,9,Punjab,171,Ludhiana,2014,10.02,256.44,,,0.91,21.43,,,0.45,11.08,0.46,4.89,0.6,12.85,1.01,18.43,0.6,11.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,44.54,,,,,,,,,1.01,14.43,,,0.58,1,,,,,,,,,,,,,0.92,11.35,,,,,,,0.24,0.64,19.68,418.15
17120159,9,Punjab,171,Ludhiana,2015,10.46,274.75,,,0.91,21.56,,,0.47,11.46,0.79,8.33,0.61,13.13,1.35,25.44,0.81,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,51.73,,,,,,,,,1.01,14.76,,,0.58,1.09,,,,,,,0.11,2.04,0.33,5.97,,,0.93,10.82,,,,,,,0.34,0.93,22,469.86
17120169,9,Punjab,171,Ludhiana,2016,12.59,330.7,,,0.97,22.77,,,0.5,12.2,0.8,8.49,0.64,13.72,1.38,26.02,0.83,15.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,12.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,53.5,,,,,,,,,1.06,15.36,,,0.61,1.14,,,,,,,0.12,2.12,0.34,6.16,,,0.98,11.33,,,,,,,0.39,1.04,24.6,533.46
17220009,9,Punjab,172,Firozepur,2000,0.73,15.14,,,0.29,6.1,,,0.21,5.17,0.09,0.67,0.11,1.66,0.11,2.43,0.03,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,8.82,,,,,,,,,0.16,2.6,,,0.31,0.43,,,,,,,0.01,0.14,0.01,0.21,,,0.08,0.92,,,,,,,0.2,0.31,2.75,45.73
17220019,9,Punjab,172,Firozepur,2001,0.74,14.76,,,0.33,6.92,,,0.22,5.59,0.09,0.7,0.11,1.73,0.12,2.75,0.04,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,7.73,,,,,,,,,0.16,2.65,,,0.34,0.46,,,,,,,0.01,0.2,0.01,0.21,,,0.08,0.96,,,,,,,0.21,0.32,2.89,46.34
17220029,9,Punjab,172,Firozepur,2002,0.74,14.87,,,0.51,10.86,,,0.2,5.02,0.08,0.64,0.1,1.59,0.11,2.61,0.05,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,9.37,,,,,,,,,0.17,2.71,,,0.39,0.54,,,,,,,0.02,0.34,0.03,0.72,,,0.11,1.27,,,,,,,0.17,0.26,3.23,52.59
17220039,9,Punjab,172,Firozepur,2003,0.75,14.92,,,0.52,10.9,,,0.21,5.09,0.09,0.67,0.1,1.61,0.12,2.73,0.05,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,9.56,,,,,,,,,0.17,2.74,,,0.4,0.55,,,,,,,0.02,0.4,0.03,0.72,,,0.11,1.29,,,,,,,0.17,0.28,3.27,53.25
17220049,9,Punjab,172,Firozepur,2004,0.77,15.44,,,0.54,11.46,,,0.22,5.34,0.09,0.72,0.11,1.69,0.13,2.87,0.05,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,9.72,,,,,,,,,0.17,2.71,,,0.43,0.59,,,,,,,,,,,,,0.12,1.36,,,,,,,0.18,0.29,3.35,54.08
17220059,9,Punjab,172,Ferozpur,2005,0.79,12.85,,,0.56,11.75,,,0.22,5.52,0.1,0.75,0.11,1.74,0.13,2.94,0.05,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,10.02,,,,,,,,,0.17,2.79,,,0.44,0.61,,,,,,,,,,,,,0.12,1.41,,,,,,,0.19,0.3,3.44,52.63
17220069,9,Punjab,172,Firozepur,2006,0.81,13.79,,,0.57,12.08,,,0.23,5.71,0.11,0.86,0.11,1.78,0.12,2.76,0.06,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,13.14,,,,,,,,,0.47,7.7,,,0.65,0.91,,,,,,,0,0.04,0.04,0.94,,,0.1,1.35,,,,,,,0.14,0.28,4.14,63.48
17220079,9,Punjab,172,Ferozepur,2007,0.83,15.52,,,0.59,12.51,,,0.24,5.96,0.11,0.89,0.12,1.85,0.13,2.87,0.06,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,13.62,,,,,,,,,0.49,7.98,,,0.67,0.95,,,,,,,,,,,,,0.1,1.51,,,,,,,0.1,0.2,4.19,66.07
17220089,9,Punjab,172,Firozepur     ,2008,0.95,20.92,,,0.49,10.45,,,0.17,4.24,0.11,0.89,0.18,2.81,0.29,6.76,0.18,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,11.96,,,,,,,,,0.44,7.02,,,0.58,0.87,,,,,,,,,,,,,0.42,6.36,,,,,,,0.22,0.44,4.68,77.5
17220099,9,Punjab,172,Firozepur,2009,0.97,21.54,,,0.5,10.54,,,0.15,3.74,0.12,0.94,0.18,2.86,0.28,7.05,0.19,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,11.96,,,,,,,,,0.44,7.02,,,0.59,0.88,,,,,,,,,,,,,0.43,4.88,,,,,,,0.22,0.45,4.72,76.8
17220109,9,Punjab,172,Firozepur,2010,0.98,22.78,,,0.6,13.77,,,0.18,4.42,0.19,1.99,0.16,3.44,0.22,3.98,0.18,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,12.81,,,,,,,,,0.48,7.68,,,0.44,0.75,,,,,,,0,0,0.01,0.14,,,0.44,5.03,,,,,,,0.03,0.06,4.6,81.52
17220119,9,Punjab,172,Firozepur,2011,0.9,20.8,,,0.61,13.95,,,0.12,2.97,0.19,2.03,0.13,2.71,0.23,4.1,0.14,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,14.24,,,,,,,,,0.42,6.69,,,0.55,0.94,,,,,,,0,0,0.01,0.11,,,0.37,4.17,,,,,,,0.05,0.12,4.42,76.3
17220129,9,Punjab,172,Firozepur,2012,0.92,20.81,,,0.61,14.02,,,0.19,4.49,0.2,2.11,0.17,3.52,0.29,5.21,0.15,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,14.8,,,,,,,,,0.42,6.69,,,0.23,0.39,,,,,,,,,,,,,0.37,4.24,,,,,,,0.08,0.19,4.37,80.34
17220139,9,Punjab,172,Ferozepur,2013,0.69,16.32,,,0.47,10.62,,,0.23,5.79,0.2,2.14,0.18,3.82,0.29,5.38,0.16,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,13.18,,,,,,,,,0.38,6.13,,,0.68,1.19,,,,,,,,,,,,,0.67,7.68,,,,,,,0.09,0.2,4.73,76.49
17220149,9,Punjab,172,Ferozpur,2014,0.52,12.29,,,0.02,0.53,,,0.06,1.38,0.08,0.81,0.06,1.27,0.09,1.61,0.07,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,11.57,,,,,,,,,0.28,4.5,,,0.74,1.3,,,,,,,,,,,,,0.82,9.38,,,,,,,0.11,0.26,3.53,48.15
17220159,9,Punjab,172,Ferozpur,2015,0.52,13.16,,,0.03,0.53,,,0.06,1.44,0.08,0.83,0.06,1.34,0.09,1.69,0.07,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,12.28,,,,,,,,,0.28,4.6,,,0.74,1.38,,,,,,,0.04,0.78,0.08,1.44,,,0.83,9.43,,,,,,,0.14,0.36,3.93,54.77
17220169,9,Punjab,172,Ferozpur,2016,0.58,14.47,,,0.03,0.6,,,0.07,1.64,0.08,0.89,0.08,1.68,0.11,1.93,0.08,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,12.9,,,,,,,,,0.29,4.68,,,0.75,1.42,,,,,,,0.05,0.82,0.09,1.51,,,0.85,9.67,,,,,,,0.15,0.4,4.15,58.55
17320009,9,Punjab,173,Faridkot,2000,0.24,4.6,,,0.07,1.11,,,0.14,3.35,0.03,0.24,0.02,0.19,0.03,0.59,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1.03,,,,,,,,,0.06,0.72,,,0.03,0.04,,,,,,,0.02,0.44,,,,,0.04,0.41,,,,,,,0.02,0.04,0.77,13.05
17320019,9,Punjab,173,Faridkot,2001,0.24,4.73,,,0.08,1.43,,,0.15,3.57,0.03,0.24,0.02,0.2,0.03,0.66,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1.03,,,,,,,,,0.06,0.73,,,0.03,0.05,,,,,,,0.03,0.64,,,,,0.04,0.42,,,,,,,0.02,0.04,0.79,14.13
17320029,9,Punjab,173,Faridkot,2002,0.24,4.78,,,0.03,0.47,,,0.04,0.89,0.01,0.09,0.04,0.45,0.13,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.95,,,,,,,,,0.12,1.36,,,0.03,0.05,,,,,,,,,,,,,0.07,0.74,,,,,,,0.08,0.11,0.83,10.57
17320039,9,Punjab,173,Faridkot,2003,0.24,4.81,,,0.03,0.47,,,0.04,0.89,0.01,0.09,0.04,0.46,0.13,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.97,,,,,,,,,0.12,1.37,,,0.03,0.05,,,,,,,,,,,,,0.07,0.76,,,,,,,0.08,0.12,0.84,13.13
17320049,9,Punjab,173,Faridkot,2004,0.24,4.86,,,0.03,0.44,,,0.04,0.93,0.01,0.1,0.05,0.48,0.14,3.29,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.28,,,,,,,,,0.13,1.45,,,0.03,0.05,,,,,,,,,,,,,0.07,0.79,,,,,,,0.08,0.12,0.89,14.03
17320059,9,Punjab,173,Faridkot,2005,0.25,4.05,,,0.03,0.5,,,0.04,0.98,0.01,0.1,0.05,0.5,0.14,3.36,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.32,,,,,,,,,0.13,1.48,,,0.03,0.05,,,,,,,,,,,,,0.07,0.82,,,,,,,0.08,0.13,0.92,13.54
17320069,9,Punjab,173,Faridkot,2006,0.25,4.33,,,0.03,0.58,,,0.04,0.5,0.01,0.1,0.05,0.68,0.16,3.78,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.91,,,,,,,,,0.13,1.52,,,0.03,0.05,,,,,,,0,0,0,0,,,0.08,0.85,,,,,,,0.06,0.14,0.94,13.72
