DIST,YEAR,FEMALE_age_ 6YRS_ATTEND_SCHOOL,CHILDREN_below_5YRS_birth REGISTERED,HOUSEHOLD_USING_IODIZED_SALT,HOUSEHOLD_COVERED_ANY_HEALTH_SCHEME,WOMEN_10YRS_OR_MORE_SCHOOLING,MOTHER_ANTENATAL_CHECKUP,PREGNANT_TIME_CONSUMED_FOLIC_ACID,MOTHER_ANTENATAL_FULLCARE,CHILDREN_UNDER_5_YRS_STUNTED,CHILDREN_UNDER_5_YRS_WASTING,CHILDREN_UNDER_5_YRS_SEVERELY_WASTING,CHILDREN_UNDER_5_YRS_UNDER_WEIGHT,WOMEN_BMI_BELOW_NORMAL,MEN_BMI_BELOW_NORMAL,WOMEN_BMI_OVERWEIGHT,MEN_BMI_OVERWEIGHT,CHILDREN_ANAEMIC_6_59_MONTHS,WOMEN_ANAEMIC_15_49_YEARS,WOMEN_HIGH_BLOOD_SUGAR,MEN_HIGH_BLOOD_SUGAR,WOMEN_MODERATELY_HYPERTENSION,MEN_MODERATELY_HYPERTENSION
710,2015,57.5,77.3,94.9,63.1,16.8,68.3,45,31.3,39.5,23.5,8.4,44.3,28.9,23.8,6.8,5.7,42.4,52.9,3.6,5.8,0.9,0.9
607,2015,78.6,93.5,99.9,10.1,36.8,69.8,44.4,26.9,31,11.9,4.7,25.7,21.9,8.5,13.4,14.2,30.9,37.4,6.8,11.9,4.2,3.6
34,2015,33.6,58.7,93.3,2.3,6.4,29,18.8,4.8,45.8,24.1,8.6,44.1,31.1,31.3,9.1,7,73.4,60,4.8,8.8,0.8,1.3
728,2015,68.2,71.1,90.2,61.8,17.8,74.2,42.9,30.4,42.8,22.8,7.3,44.4,31.5,24.5,8.4,13.6,43.6,49.6,5.1,12.5,0.8,0
232,2015,53.5,41.7,89.7,10.5,19.1,19.5,5.4,2.1,57.7,9.9,3.4,39.7,29.8,27.4,12.1,5.5,72.5,53.6,9.5,10.8,2.1,3.5
98,2015,74.3,99.1,82.2,10.7,27.5,66.1,57.3,37.3,27,23.6,6.6,29.2,33.3,29.3,13.7,25.5,50.9,47.1,5.8,9,1.4,0
703,2015,78,87.6,93.7,41.3,27.7,71,27.2,12.2,12.4,7.9,2.5,15.5,22,19.3,23.3,25.3,16.1,36.5,11.1,15.2,1.3,2.2
104,2015,74.7,98.1,91.8,8.2,35.4,70.6,31.3,23.9,24.3,24.5,6.1,29.6,33.9,26.2,16.5,27.8,57.8,47,3.6,2.7,1.3,0
910,2015,55.7,52.9,96.9,4.1,11.5,58.1,12.8,5.3,44.6,42.1,22.2,54.3,39,16.7,2.5,8.5,76,65.6,4.5,7.7,1.2,3.6
162,2015,45.3,63.2,97.6,22.1,11.6,54.8,18.5,8.4,43.7,37.7,16.9,52.3,35.5,26.4,7.1,6.9,68.5,61.1,2.2,1.9,0.4,0
2027,2015,87.2,95,98.1,14.7,52.9,60.6,52.7,43.5,25.5,25.8,7,22.7,17.8,14.9,34,37.9,65.7,49.4,11.8,14,1.2,9.3
546,2015,77.7,100,98.4,44.9,55.4,81.1,49.3,25.7,18.1,11.8,3.4,15.5,14.8,12.6,40,39,61.7,50.7,5.8,10.3,2.6,4.5
924,2015,62.5,60.4,90.6,8.6,26.8,39.8,13.9,3.8,36,16.7,5.5,30.2,25.3,25.3,16.4,20,62.6,58.7,6.1,3.2,0.9,4.2
1022,2015,69,100,87,83.5,43,65.8,70.6,50.3,29.7,24.3,10.6,29.5,18.8,17.7,22.6,24,52.2,56.4,6.6,14.5,0.6,3
525,2015,71.1,95.9,98.8,12.1,51.8,66.9,29.8,12.7,40.1,31.9,14.3,39.3,11.8,1.3,24.9,26.9,60.4,68.7,4.4,6.6,0.4,0
32,2015,59,90.7,98.8,10.1,15.2,61.4,21,12.3,44.4,28.1,5.8,46.3,31.9,23.6,10.5,14.4,66.5,48.3,3.5,4.8,1.7,3.1
147,2015,44.3,70.4,99,5.3,13.2,66.3,13.7,5.8,40.7,25.1,10.3,43.1,32.2,28,13.9,6.1,72.4,63,2.9,5.4,1.8,0
713,2015,65.1,73.5,97.8,62.7,28.8,75.4,38.8,30.5,38.3,34.4,10.3,46,30.3,11.9,7,8,80.3,72.8,5.7,8.2,1.5,2.5
236,2015,58.5,69.1,96.4,3.9,23,41.3,8.8,2.8,54,13.1,2.6,42.3,30.8,26,11,8.3,42.5,37.3,3.6,6.1,1.8,1.9
1064,2015,58.6,80.3,88.2,18.6,11,47.8,13.5,3.6,42.9,26.9,10.3,48.4,30.6,37.6,6.2,1.6,76.2,62.5,4.2,1.6,0.9,1.8
539,2015,58.4,71.9,96.8,5.8,27,67.7,14.8,4.4,35.3,18.3,6.5,23.3,24.5,15.8,13.2,11.5,47.9,34.7,3.7,8.6,1,3.2
3,2015,65.9,87.1,99.2,62.3,20.7,73.9,27.2,23.5,39.9,20.8,5.1,39.8,32.3,23.9,11.5,12.1,45.6,52.3,4.6,11.3,0.8,2.9
704,2015,70.1,79.6,98.5,56.8,28.9,62.8,35.8,22.4,28.7,18.6,3.8,31.2,27.8,23.6,15,11.9,40.2,40.8,8.6,16.2,1.6,0.9
658,2015,91.2,100,96.6,48,62.8,92.3,77.3,68.4,18.6,8.2,3.6,18,14.1,13.1,30.4,23.1,39.2,41.5,7.3,12.6,1.3,0.7
124,2015,67.9,96.3,98.1,25.5,19.3,80.5,45.8,39.5,45.3,31,7.4,50.5,39.2,25.9,16.3,12.6,61.1,52.3,8.8,5.1,2.3,3.8
804,2015,69.3,98.9,92,43.1,18.1,51.7,22.4,15.4,39.1,17.4,4.9,34.5,23.5,20.5,14.9,11.4,42.5,57.2,5.4,11.4,1.7,0
527,2015,66.3,63,96.1,4.6,22.5,33.8,14.9,3.6,38.5,10.7,4.3,26,24.9,19.7,17.3,15.8,71.5,60.2,6.6,7.9,1.4,1.5
6,2015,56.3,68.3,99.2,72.8,15.9,50.9,17.5,11.2,33.6,22.6,7.1,36.3,38.2,30.9,4.8,4.5,37.3,36.3,3.3,7,2.9,1.6
930,2015,55.2,57.7,87,11.9,21.9,27,9.3,1.6,49.2,18.1,6.2,40.4,30,33.4,7.5,5,64.6,59.2,2.3,11.7,0.3,1
78,2015,48.4,91,78.3,29.6,20,52.5,51.3,36.1,39.6,37.2,18.9,44.6,21.7,12,13,27.4,72.8,59.2,4.2,7.5,0.9,2.7
731,2015,70.9,94,97.8,57.2,28.4,74.1,50.5,37.1,42.5,24.2,6.2,40.2,34.1,35.5,10.5,7.3,68,71.3,8.4,12.1,1.3,0
8,2015,72.1,84.4,94.9,17.5,23.4,61.2,34.5,16.9,33.4,32.7,8.6,42.6,44.9,43.9,5.4,1.7,70.4,70,4.5,5.5,1.5,0
94,2015,91.8,100,90,56.6,75.3,51.3,68.7,39.5,15.8,6,1.6,9.7,12.5,4,42.4,34.6,38.4,45.1,10.1,15.5,1.3,2
126,2015,61.3,97.7,79.4,7.2,12.5,70.4,26.4,11.9,48.3,27.5,6.6,44.9,23.6,19.8,23.9,21.6,71.2,54.2,6.8,7.6,1,2.9
548,2015,65.7,79.7,92.7,3.5,35.5,26.3,6.5,1.3,46.2,15.2,5.7,36.1,27.6,34.2,10.4,2.3,65.1,63.1,2,3.8,0.3,0
1074,2015,51.8,82.9,98.7,13.5,21.4,53.5,38.5,26.5,49.7,40.4,15.2,57,45.3,39.5,7.2,3.7,60.8,61.6,3.8,5.3,0.9,4.1
219,2015,61.4,62,98.1,9.1,39.1,29.1,8,2.6,41.7,17.5,7.3,31.8,28.3,24.9,11.8,16.6,68.8,61.3,4.1,4.6,0.9,1.5
41,2015,50.8,74,95.5,21.1,12.8,53.4,15.8,4.6,39.7,33,9.2,48,38.4,34,4.8,6.2,63.7,50.1,2.9,2.7,0.1,0
199,2015,51.6,51.4,93.7,3.4,15.3,57.4,6,5.4,47.9,20.4,5.4,46,29,37.1,15.7,6,74.8,56.1,7.7,13,0.6,1.2
823,2015,77.9,99.3,85.7,34.3,27,38.8,30.2,22.5,31.3,24.7,6,34.2,20.2,6.5,19,18.3,46.2,59.4,8.2,12.8,0.7,1.9
915,2015,53.4,51.1,94.2,28.7,21.2,34.4,7.5,2.6,46.3,24.7,6.6,46.1,32.4,31.5,8.5,9.8,59.4,52.7,3.4,5.3,0.7,0.8
1012,2015,61.6,95.3,75.8,39.9,36.8,85.9,66.5,56.4,45.7,23.9,4.8,41.2,25.5,20.1,21.7,15.2,69.9,48,5.2,11.9,2.2,4.8
907,2015,59.9,70.5,97.5,11.8,25.6,41.9,25.3,6.2,51.4,27.2,12.1,49.2,28.6,21.8,12.3,9.2,55,63,3.4,6,0.7,0.6
120,2015,65.5,98.5,99.5,8.8,31.5,67.5,51,48.9,34,34.6,17.3,40.5,37.1,41.6,5.6,12.4,61.4,49.8,4.1,8,2.1,2
2010,2015,65.8,100,97.9,29.3,41.1,64.1,39.8,23.9,25.8,11,6.5,19.7,13.1,9,31.8,20,52.9,45.5,5.6,13,4.3,8
196,2015,60.4,64.5,93.9,2.4,24.7,55.2,6.4,2,48.2,14.9,6,38.3,24.3,19.2,12.2,15.1,56.2,47,2.8,5.1,0.5,1.2
92,2015,69.5,88.9,44.7,60.8,37.2,43.5,43.3,24.7,31.8,11.3,3.2,23.6,19.2,18.3,26,27.5,61.4,63.4,5.7,7.3,1.2,2.4
77,2015,59.9,96.3,94,24,37.9,68.6,54.2,36.1,43.4,25.7,12,43,29.5,24.7,12.2,12.6,71.6,45.3,3.3,5.3,2.5,3.3
1041,2015,66.6,40.4,94.1,5,27,40.1,10.2,1.2,51.9,12.1,3.1,33.5,24.1,36.3,11.7,3.7,40.9,24.6,2.8,4.4,0.8,2.5
801,2015,74.4,99.2,94.1,27.3,18,43.8,20.7,13.2,29.3,20.8,4.7,28,20.3,20.6,18.5,9.2,65.7,67.7,7.8,13.3,1.4,1.3
610,2015,77.7,92.1,99.9,13.9,34.2,66.9,39.9,27.7,37.4,9,1.6,23.8,32.2,33.8,12.1,10.5,35.8,36.5,7.7,6.9,4.4,4.6
1055,2015,38.1,72.1,99.6,66.5,9.1,59.6,26.5,19.2,45.4,34.1,15.1,53.3,43,26,3.1,2.8,71.8,76.8,5.2,7,1.1,0
723,2015,46.4,63.9,86.5,49.5,8,67.9,35,25,46.6,36,11.3,51.6,37.2,28.4,5.5,5.1,72.7,71.5,6.1,6.3,2.1,0.7
1050,2015,74.8,93.5,99.2,26.2,20.9,46.7,36.5,21.4,38.8,11.1,0.9,26.4,29.6,27.9,9.9,6.8,39.3,41.6,7.4,9.5,3.5,3.4
76,2015,57.8,91.5,81.2,39.4,28,71.9,42.1,23.5,48,29.7,9.8,40,20.8,11.7,13.4,13.9,68.3,40.9,3.6,5,2.2,3.8
52,2015,52.1,87,71.8,81.9,28.8,82.8,60.9,46.7,38.7,16.3,4.6,38.7,24.5,21.4,20.1,20.2,51,49.7,5.6,10.6,1.9,3.2
1011,2015,54.1,93.3,80,24.6,28.1,82.2,52.8,49.1,29,17.6,6.9,28.5,26,24.7,15.1,17.9,53,42.6,4,9.9,2.1,2.9
712,2015,68.7,95.5,95.8,61.4,19.8,69.7,41.4,33.9,44.2,30.4,5.3,51.3,32.2,25.2,9.3,10.8,75.3,75.6,5.1,11.7,2.8,2.4
817,2015,53.5,95.4,92.7,28.9,14.8,55.9,33.5,20.8,42.3,36.3,11.9,59.2,48.6,24,3.6,5.4,67.2,80.6,4.2,5,1.4,0
2023,2015,56.2,75.7,97.6,5.1,23.1,53.1,23.7,12.5,40.8,43.8,27.4,54.9,26,16.5,4.2,3.8,66,64.8,5.9,8.8,1.4,2.3
138,2015,56,94.6,92.3,23.6,12.4,56.6,23.1,13.7,49.6,23.9,6.6,46.4,31,34,16.3,11,76.8,62.9,4.6,3.9,1.2,0.8
23,2015,51.1,77,94.1,16.3,6.6,55,15.2,4.4,51,24.1,7.5,49.8,34.9,35,5.2,4.5,66.5,51,3.9,5.9,0.9,0.7
702,2015,63.1,70.6,98.6,53.7,19,75.1,47.5,32.7,44.4,28.3,10.2,46.8,34.5,20.8,9,9.5,68,61.1,6.6,10.1,1.5,1.1
633,2015,79.1,95.9,98.8,27.2,51.1,70.8,51,38.8,31.3,17.9,2.6,32.3,16.9,24.2,31.5,19.3,70,66.7,5.5,8.9,1.7,4.7
1056,2015,71.4,94.8,99.5,85.3,24.6,79.6,37,29.9,35.3,27.7,9.6,39.9,31.4,23.7,7.3,6.5,57.2,58.3,5.2,10.9,1.4,0.7
941,2015,57,76.7,97.7,17.2,26.9,45,20.6,3.2,43.8,30.7,12,50.6,37.2,29.4,5.2,8.4,64.1,67.9,3.5,7.6,1.6,6.5
2,2015,51,76.8,98.4,73.4,12.4,55.8,25,15.3,42.3,36,15.9,53.1,40.6,33.7,2.4,2.2,60.2,68.1,5.9,9,1.3,1.5
617,2015,79.8,95.9,100,9.1,26.2,51.4,44.7,29.9,31.6,14.1,6.1,19.6,27,20.1,11.8,11.8,34.2,46.5,5.9,14.7,4.1,1.5
654,2015,92.1,98.4,99.1,54.8,72.8,98.2,59.9,55.5,15.5,23.1,12.8,15.3,10.4,10.4,27.6,25.1,30.4,25.5,9.4,15,1.2,0.9
50,2015,57.5,77.8,78.2,79.4,29.4,86.9,69.4,56,32,18.2,3.3,31.5,18.8,12.9,30.2,28.2,49.8,59.3,9.5,7.3,1.7,4
132,2015,57.8,97.5,95.2,22.7,12.5,69.8,42.6,33.4,42,27.9,13.9,39.5,25.1,25.2,19.8,20.8,80.5,64.5,4.7,6.4,0.3,2.2
547,2015,69.6,62.2,89.1,2.9,39.6,55.2,11.6,4,43.8,26.5,12.9,47.5,20.6,19.8,10.4,10.1,72.5,62.3,3,3.9,0.6,0.9
816,2015,72,94,88.4,45.4,17.9,57,21,18.3,33.4,19.9,6.7,28.8,25.8,21.9,7.6,9.2,60.9,70.3,7.1,5.7,2.3,0.9
115,2015,78.3,97.3,95.8,29,42.5,61.2,53.4,41,42.1,28.7,11.2,37.8,29.9,23,11.7,17.6,48.8,45.5,5.5,10.2,1.4,2.4
663,2015,97.2,97.2,99.3,42.8,77.2,86.8,67.7,60.9,14,12.6,4.1,10.2,10.2,8,39.1,36.4,17.1,22.1,11.2,7.8,1.3,3.8
123,2015,54.8,96.2,98,21.8,14.3,69,21.6,14.8,39.9,23.6,8.9,44.4,39.6,30.9,9,13.2,55.1,51.3,3.1,6.9,0.6,2.6
30,2015,55.5,80.1,97,5.7,9.2,50.2,15.3,7.5,34.8,18.4,7.2,29.9,31.5,26.6,10.2,6.6,68.4,47.6,6.9,6.1,1.2,3
206,2015,67.9,56.7,93.1,5.9,26,44.6,5.5,1.4,51.2,7.1,1.7,30.9,24,29.8,11.9,10.8,36.2,26.5,3.7,5.8,1.3,0.9
172,2015,63,98.2,98.6,21.7,27,64.9,22.2,18.1,28.4,20.6,10.4,31.8,14.1,5.8,25.8,25.7,46.8,58.2,8.2,13.3,2.6,4.2
657,2015,93.9,99.1,99.6,39.8,64.8,99.1,63.2,60.3,28.7,20.7,8.6,16.9,9.4,6.5,33.8,33.2,56,39.4,11.9,13.7,0.6,1.2
4,2015,67,94.5,99.3,73.1,18.1,68.9,37.9,28,35,25.7,13.1,35.3,14,17.7,7,5.8,29.4,40.7,3.3,0.7,0.4,0.8
54,2015,60.9,85.5,79.2,79.6,34.9,65.3,62.2,45.8,31.7,16.3,3.2,33.6,23.6,19.2,22.2,25.6,46.4,48.1,8.1,9.1,1.3,2.8
512,2015,71.6,98.4,58.9,69,46.8,64.7,68.8,48.8,22.8,18.9,8.6,24.7,24.1,22.5,22,15.7,52.7,54.9,6.5,8.9,0.2,1.6
1017,2015,73.6,98.9,98.7,29.7,57.9,91.7,50.8,47.2,22.3,14.9,4.6,23.6,13.1,15.5,36,27.5,78,67.1,5.5,2.3,0.7,3.1
807,2015,65,97.2,87.7,50.3,20.3,65.3,43.8,36.9,34.9,27.4,8.6,40.7,34.6,24.8,7.9,9.3,49.2,68.5,7.3,9.4,1,0
2019,2015,66.5,95.1,98.5,6,19.6,61.2,34,11.7,39.4,12.1,3.9,24.1,21.9,14.4,15.3,13.7,36.8,49.3,5.5,7.3,4.3,3.6
730,2015,68.1,64.9,93.2,53.2,23.2,49.5,34.1,19.5,33.2,20.4,5.4,37.8,32.5,21.4,9.5,8.1,29.2,42.8,5.5,8.5,1.9,4.8
965,2015,57.7,57.3,99.6,10.8,21.7,38.7,6.7,1.5,40,37.7,16,49.6,31.1,30.3,2.8,1.3,81.9,78.9,3.8,13.4,2.8,4.8
119,2015,77.5,100,98.7,15.8,48.3,78,32.4,25.9,38.2,17.9,3.2,30.6,35.9,34.5,10.9,6.9,45.4,57.2,4.3,8.7,1.9,1
805,2015,67.3,98.3,96.8,25.9,20.3,59.4,30,23.1,42.7,24.9,7.9,35.9,25.8,29.1,11.8,6.4,40.1,66.4,7.3,9.1,2.1,0
916,2015,62.2,71.7,97.7,4.9,30.7,64.1,27.3,9.7,51.9,28.6,7.4,51.7,37.9,32.3,7.1,4.2,74.1,73.8,6.1,3.4,2,2.6
516,2015,63.8,99.1,98.1,19.9,33.5,80.9,49.6,45.5,30.9,46.7,21.3,40.2,28.9,20.5,6.3,10.7,59.8,51,3.9,4.1,0.8,2.2
1027,2015,71.1,98.5,85.3,64.7,41.7,77.2,66.4,48.7,36,24.4,12.9,35.7,14.4,8.1,28.1,30,55.2,59,4.2,6.6,0.2,0
125,2015,58.4,96.4,94.1,23.7,13,69.3,36.9,29,49.1,17.5,4.5,44.1,39.7,31.7,14.1,12.9,52.9,50.6,5.1,6.1,1.2,5.2
108,2015,65.4,93.2,97.8,9.4,36,71.6,23.1,20.1,41.3,15.7,4.8,34.5,28.2,36.2,15.8,8.7,43.6,47.4,2.8,4.8,1.6,2.5
509,2015,69.4,93.3,78.3,67.1,36,73.5,65.4,51.6,35.5,25.7,11.7,32.7,15.8,9.6,22,26,45.5,50.5,5.3,3.9,1.2,3.4
813,2015,72.1,99.1,98.4,21.6,22.9,81.3,43.7,35.3,30,10.6,3.7,25.3,17.8,9,18.4,18.6,46.9,48.6,3.1,10.4,3.1,1.8
1061,2015,64.5,87.9,75.1,16,15,35.5,25.7,8.8,48.9,23.5,12,45.5,29.4,22.1,11.1,10,67,53.1,10,8.6,1.3,0.9
69,2015,65.2,97.9,93.6,38.7,42,70.2,38.6,33.3,26.2,19.2,7.5,26.8,20.7,15.2,22,26.3,53.1,46.8,6.8,3.1,2.5,2.4
635,2015,73,93.8,99.2,32.9,56.8,73.8,50.2,43,27.4,13,1.5,24.1,13.6,17.6,31.4,27.1,74.3,71.7,6.7,8.2,1,2.6
664,2015,88.8,95.4,96.9,62.4,60.9,94.7,73.6,67.2,26.2,23.8,10.6,26.9,12.5,6.3,23.7,32.9,44.8,32.2,11.5,20.4,0.9,0.7
80,2015,78.5,97.5,67.2,36,45.5,65.6,38.4,29.2,21.2,18.4,6.8,24.2,29.4,30.5,21.9,17.7,53.4,42.7,5.8,7.3,3.4,0
82,2015,77.6,97.6,89.1,34.8,49.1,80.1,35.8,30.3,31,16,3.7,27.8,20.9,23.7,23.9,24,45.7,36.9,7.4,8.4,1.9,1.2
127,2015,71,87.5,88.7,15.6,40.5,70.2,33.4,20.7,51.9,29,9.4,48,26.5,12.9,20.1,17.4,54.3,54.2,5.6,7.6,1.3,4
549,2015,68.2,97.1,79.9,38.5,47.1,72,44.9,30.4,31,22,4.5,27.3,23,18.8,20,20.9,46.8,48.1,6.4,4.9,0.6,0.9
85,2015,72.6,100,83,76.8,45.5,83.9,68.7,58.3,27.8,24,8.6,31.7,14.5,2.3,34.6,26.1,54.5,50.6,9.3,11.6,0.4,2.7
999,2015,88.7,98.9,96.4,56.8,70.7,61.8,70.1,51.6,30.9,18.1,12.6,17.2,9.4,4.3,33.6,31.3,44.5,53.9,9.7,9.3,2.6,0.7
71,2015,70,89.9,81.4,18.1,37.9,59.8,21.8,13.7,21.6,21.7,6.9,25.1,29,18.5,20.5,13.8,54.6,43.2,8.6,10.4,2.8,1.1
