Key, State Code, State name, District code, District name, Year,Chilli Area (000Ha),Chilli Production (000Tonnes),Dry Chillies Area (000Ha),Dry Chillies Production (000Tonnes),Paprika Area (000Ha),Paprika Production (000Tonnes),Methi Area (000Ha),Methi Production (000Tonnes),Ajwain Area (000Ha),Ajwain Production (000Tonnes),Karayat Area (000Ha),Karayat Production (000Tonnes),Cumin Area (000Ha),Cumin Production (000Tonnes),Black Cumin Area (000Ha),Black Cumin Production (000Tonnes),Fennel Area (000Ha),Fennel Production (000Tonnes),Fenugreek Area (000Ha),Fenugreek Production (000Tonnes),Isabgul Area (000Ha),Isabgul Production (000Tonnes),Suva Area (000Ha),Suva Production (000Tonnes),Dill Area (000Ha),Dill Production (000Tonnes),Tamarind Area (000Ha),Tamarind Production (000Tonnes),Clove Area (000Ha),Clove Production (000Tonnes),Cinnamom Area (000Ha),Cinnamom Production (000Tonnes),Cloves & Cinnamon Area (000Ha),Cloves & Cinnamon Production (000Tonnes),Vanilla Area (000Ha),Vanilla Production (000Tonnes),Mint Area (000Ha),Mint Production (000Tonnes),Betelvine Area (000Ha),Betelvine Production (000Tonnes),Pepper Area (000Ha),Pepper Production (000Tonnes),Red Pepper  Area (000Ha),Red Pepper  Production (000Tonnes),Black Pepper Area (000Ha),Black Pepper Production (000Tonnes),Radhuni Area (000Ha),Radhuni Production (000Tonnes),Cocoa Area (000Ha),Cocoa Production (000Tonnes),Ginger Area (000Ha),Ginger Production (000Tonnes),Ginger (Dry) Area (000Ha),Ginger (Dry) Production (000Tonnes),Garlic Area (000Ha),Garlic Production (000Tonnes),Turmeric Area (000Ha),Turmeric Production (000Tonnes),Cardamom Area (000Ha),Cardamom Production (000Tonnes),Coriander Area (000Ha),Coriander Production (000Tonnes),Other Spices Area (000Ha),Other Spices Production (000Tonnes),Total Spices Area (000Ha),Total Spices Production (000Tonnes),
606201317,17,Assam,606,K.Anglong,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.26,0.39,.,.,.,.,1.57,12.73,.,.,0.26,0.25,1.24,1.24,.,.,0.27,0.10,0.44,0.37,4.04,15.08,
606201417,17,Assam,606,K.Anglong,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.27,0.40,.,.,.,.,1.59,16.97,.,.,0.17,0.06,1.12,1.13,.,.,0.27,0.26,0.35,0.28,3.76,19.11,
606201517,17,Assam,606,K.Anglong,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.42,.,.,.,.,1.60,17.21,.,.,0.28,0.47,1.22,1.24,.,.,0.19,0.13,0.45,0.43,4.02,19.92,
607200117,17,Assam,607,Lakhimpur,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.10,.,.,.,.,0.59,3.46,.,.,0.49,1.35,0.51,0.33,.,.,0.32,0.24,0.06,0.05,2.03,5.51,
607200217,17,Assam,607,Lakhimpur,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.10,.,.,.,.,0.59,3.50,.,.,0.49,1.36,0.51,0.33,.,.,0.33,0.24,0.04,0.05,2.04,5.58,
607200317,17,Assam,607,Lakhimpur,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.10,.,.,.,.,0.59,3.53,.,.,0.49,1.36,0.55,0.36,.,.,0.33,0.24,0.05,0.04,2.07,5.62,
607200417,17,Assam,607,Lakhimpur,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,0.13,.,.,.,.,0.60,3.90,.,.,0.50,1.38,0.55,0.36,.,.,0.34,0.31,0.05,0.05,2.12,6.12,
607200517,17,Assam,607,Lakhimpur,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.09,0.14,.,.,.,.,0.61,2.88,.,.,0.51,1.08,0.55,0.36,.,.,0.35,0.35,0.05,0.03,2.15,4.83,
607200617,17,Assam,607,Lakhimpur,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.09,0.14,.,.,.,.,0.43,3.27,.,.,0.08,0.21,0.63,0.41,.,.,0.36,0.35,0.05,0.03,1.63,4.41,
607200717,17,Assam,607,Lakhimpur,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.10,.,.,.,.,0.41,3.10,.,.,0.09,0.23,0.69,0.45,.,.,0.38,0.37,0.05,0.05,1.67,4.29,
607200817,17,Assam,607,Lakhimpur,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.11,.,.,.,.,0.42,3.21,.,.,0.09,0.26,0.79,0.51,.,.,0.40,0.39,0.06,0.09,1.82,4.57,
607200917,17,Assam,607,Lakhimpur,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.11,.,.,.,.,0.42,3.21,.,.,0.10,0.28,0.86,0.56,.,.,0.41,0.41,0.06,0.10,1.93,4.68,
607201017,17,Assam,607,Lakhimpur,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.18,0.27,.,.,.,.,0.37,2.80,.,.,0.15,0.50,0.85,0.55,.,.,0.41,0.41,0.08,0.14,2.04,4.66,
607201117,17,Assam,607,Lakhimpur,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.55,0.87,.,.,.,.,0.44,3.39,.,.,0.31,1.47,0.89,0.62,.,.,0.42,0.42,0.09,0.13,2.70,6.90,
607201217,17,Assam,607,Lakhimpur,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.54,0.90,.,.,.,.,0.47,3.64,.,.,0.32,1.87,0.89,0.68,.,.,0.57,0.58,0.10,0.15,2.88,7.81,
607201317,17,Assam,607,Lakhimpur,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.53,1.43,.,.,.,.,0.47,3.68,.,.,0.57,0.58,0.90,0.69,.,.,0.32,1.87,0.10,0.15,2.89,8.39,
607201417,17,Assam,607,Lakhimpur,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.49,0.82,.,.,.,.,0.50,3.91,.,.,0.32,1.89,0.90,0.69,.,.,0.58,0.53,0.10,0.15,2.88,7.98,
607201517,17,Assam,607,Lakhimpur,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.48,1.28,.,.,.,.,0.48,3.72,.,.,0.77,2.68,0.89,0.68,.,.,0.14,0.22,0.10,0.16,2.85,8.74,
608200117,17,Assam,608,N.C.Hills,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.04,.,.,.,.,2.49,11.73,.,.,0.00,0.00,0.24,0.14,.,.,0.00,0.00,0.17,0.14,2.93,12.05,
608200217,17,Assam,608,N.C.Hills,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.04,.,.,.,.,2.79,14.98,.,.,0.00,0.00,0.25,0.13,.,.,0.00,0.00,0.17,0.15,3.24,15.30,
608200317,17,Assam,608,N.C.Hills,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.04,.,.,.,.,2.79,15.01,.,.,0.00,0.00,0.26,0.14,.,.,0.00,0.00,0.17,0.15,3.25,15.34,
608200417,17,Assam,608,N.C.Hills,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.07,.,.,.,.,2.80,15.38,.,.,0.00,0.00,0.26,0.14,.,.,0.00,0.00,0.18,0.16,3.27,15.75,
608200517,17,Assam,608,N.C.Hills,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.06,.,.,.,.,2.80,18.35,.,.,0.12,0.40,0.25,0.14,.,.,0.10,0.09,0.13,0.11,3.46,19.15,
608200617,17,Assam,608,N.C.Hills,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.07,.,.,.,.,2.46,16.14,.,.,0.13,0.43,0.28,0.15,.,.,0.11,0.09,0.18,0.11,3.22,17.00,
608200717,17,Assam,608,N.C.Hills,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.05,.,.,.,.,3.13,20.51,.,.,0.14,0.46,0.28,0.15,.,.,0.13,0.13,0.18,0.18,3.90,21.47,
608200817,17,Assam,608,N.C.Hills,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.07,.,.,.,.,3.13,20.52,.,.,0.14,0.49,0.28,0.15,.,.,0.15,0.15,0.18,0.24,3.93,21.62,
608200917,17,Assam,608,N.C.Hills,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.06,.,.,.,.,3.34,21.86,.,.,0.15,0.67,0.29,0.16,.,.,0.16,0.15,0.31,0.19,4.30,23.09,
608201017,17,Assam,608,N.C.Hills,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.06,.,.,.,.,3.21,21.04,.,.,0.17,0.78,0.30,0.16,.,.,0.16,0.15,0.33,0.24,4.22,22.44,
608201117,17,Assam,608,Dima Hasao,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.07,.,.,.,.,3.73,25.28,.,.,0.18,0.81,0.35,0.19,.,.,0.17,0.16,0.34,0.25,4.80,26.75,
608201217,17,Assam,608,Dima Hasao,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.07,.,.,.,.,3.97,30.89,.,.,0.19,0.05,0.44,0.29,.,.,0.19,0.19,0.35,0.29,5.17,31.78,
608201317,17,Assam,608,Dima Hasao,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.07,.,.,.,.,4.28,30.25,.,.,0.24,0.24,0.47,0.62,.,.,0.21,0.06,0.35,0.29,5.60,31.53,
608201417,17,Assam,608,Dima Hasao,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.07,.,.,.,.,4.36,39.26,.,.,0.22,0.06,0.47,0.63,.,.,0.25,0.25,0.37,0.32,5.72,40.58,
608201517,17,Assam,608,Dima Hasao,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.09,.,.,.,.,4.39,39.53,.,.,0.22,0.07,0.48,0.65,.,.,0.27,0.27,0.38,0.36,5.79,40.97,
609200117,17,Assam,609,Nagaon,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.11,0.12,.,.,.,.,0.64,2.31,.,.,0.86,3.56,1.37,0.88,.,.,1.86,1.41,0.09,0.06,4.92,8.34,
609200217,17,Assam,609,Nagaon,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.11,0.12,.,.,.,.,0.64,2.36,.,.,0.89,3.98,1.18,0.89,.,.,1.87,1.52,0.09,0.06,4.78,8.93,
609200317,17,Assam,609,Nagaon,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.11,0.14,.,.,.,.,0.64,2.39,.,.,0.89,3.98,1.38,0.88,.,.,1.87,1.52,0.10,0.06,4.98,8.98,
609200417,17,Assam,609,Nagaon,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,0.17,.,.,.,.,0.65,2.76,.,.,0.89,3.75,1.36,0.87,.,.,1.88,1.76,0.10,0.07,5.01,9.38,
609200517,17,Assam,609,Nagaon,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.13,0.18,.,.,.,.,0.65,3.79,.,.,0.79,3.43,1.30,0.83,.,.,1.19,1.17,0.10,0.07,4.17,9.48,
609200617,17,Assam,609,Nagaon,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.13,0.18,.,.,.,.,0.66,6.39,.,.,0.47,0.97,1.35,0.87,.,.,1.19,1.18,0.10,0.07,3.91,9.66,
609200717,17,Assam,609,Nagaon,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.14,0.20,.,.,.,.,0.68,6.54,.,.,0.74,5.10,1.90,1.42,.,.,2.24,4.32,0.11,0.10,5.80,17.69,
609200817,17,Assam,609,Nagaon,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.27,0.38,.,.,.,.,0.26,2.55,.,.,0.14,0.59,2.08,1.35,.,.,2.26,4.30,0.10,0.18,5.12,9.35,
609200917,17,Assam,609,Nagaon,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.25,0.36,.,.,.,.,0.51,4.93,.,.,0.48,3.45,1.75,1.13,.,.,1.26,1.04,0.22,0.11,4.47,11.01,
609201017,17,Assam,609,Nagaon,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,0.11,.,.,.,.,0.49,4.73,.,.,0.43,3.87,1.72,1.10,.,.,3.10,4.72,0.24,0.25,6.06,14.78,
609201117,17,Assam,609,Nagaon,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.48,.,.,.,.,0.55,5.46,.,.,0.31,1.92,2.03,1.74,.,.,3.11,4.83,0.25,0.25,6.52,14.68,
609201217,17,Assam,609,Nagaon,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.44,.,.,.,.,0.49,4.85,.,.,0.32,2.01,2.01,1.75,.,.,3.16,4.52,0.26,0.27,6.51,13.84,
609201317,17,Assam,609,Nagaon,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.44,.,.,.,.,0.51,5.10,.,.,3.16,1.56,1.98,1.72,.,.,0.32,2.33,0.26,0.27,6.50,11.42,
609201417,17,Assam,609,Nagaon,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.45,.,.,.,.,0.45,4.50,.,.,0.49,2.17,1.91,1.67,.,.,3.16,3.11,0.26,0.27,6.55,12.18,
609201517,17,Assam,609,Nagaon,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.15,0.24,.,.,.,.,0.65,6.49,.,.,0.50,2.75,1.96,1.73,.,.,3.38,2.97,0.26,0.28,6.89,14.46,
610200117,17,Assam,610,Sivasagar,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.26,0.37,.,.,.,.,0.28,1.76,.,.,0.06,0.18,0.27,0.23,.,.,0.33,0.23,0.06,0.04,1.26,2.81,
610200217,17,Assam,610,Sivasagar,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.26,0.37,.,.,.,.,0.59,1.80,.,.,0.06,0.19,0.28,0.24,.,.,0.34,0.24,0.06,0.04,1.59,2.88,
610200317,17,Assam,610,Sivasagar,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.26,0.37,.,.,.,.,0.59,1.80,.,.,0.06,0.19,0.28,0.23,.,.,0.34,0.24,0.06,0.04,1.59,2.87,
610200417,17,Assam,610,Sivasagar,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.27,0.40,.,.,.,.,0.60,2.17,.,.,0.07,0.22,0.28,0.23,.,.,0.35,0.33,0.07,0.05,1.63,3.39,
610200517,17,Assam,610,Sivasagar,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.51,.,.,.,.,0.60,3.93,.,.,0.08,0.21,0.38,0.30,.,.,0.36,0.34,0.08,0.07,1.78,5.36,
610200617,17,Assam,610,Sivasagar,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.29,0.53,.,.,.,.,0.79,4.43,.,.,0.09,0.24,0.32,0.26,.,.,0.48,0.46,0.08,0.08,2.05,5.98,
610200717,17,Assam,610,Sivasagar,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.29,0.53,.,.,.,.,0.81,4.57,.,.,0.10,0.26,0.41,0.32,.,.,0.50,0.48,0.08,0.08,2.19,6.24,
610200817,17,Assam,610,Sivasagar,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,0.54,.,.,.,.,0.27,1.51,.,.,0.10,0.28,0.16,0.15,.,.,0.52,0.50,0.09,0.17,1.43,3.15,
610200917,17,Assam,610,Sivasagar,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.08,.,.,.,.,0.20,1.11,.,.,0.11,0.53,0.23,0.20,.,.,0.53,0.51,0.09,0.13,1.20,2.55,
610201017,17,Assam,610,Sivasagar,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.10,.,.,.,.,0.18,1.03,.,.,0.13,0.63,0.24,0.18,.,.,0.53,0.52,0.11,0.14,1.26,2.61,
610201117,17,Assam,610,Sivasagar,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.13,.,.,.,.,0.15,0.98,.,.,0.14,0.63,0.25,0.17,.,.,0.54,0.53,0.12,0.15,1.26,2.58,
610201217,17,Assam,610,Sivasagar,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,0.14,.,.,.,.,0.19,1.47,.,.,0.15,0.83,0.24,0.17,.,.,0.59,0.58,0.13,0.16,1.38,3.35,
610201317,17,Assam,610,Sivasagar,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.13,.,.,.,.,0.17,1.32,.,.,0.59,0.58,0.27,0.19,.,.,0.15,0.83,0.13,0.16,1.38,3.22,
610201417,17,Assam,610,Sivasagar,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,0.15,.,.,.,.,0.18,1.39,.,.,0.15,0.85,0.30,0.21,.,.,0.60,0.60,0.13,0.16,1.43,3.34,
610201517,17,Assam,610,Sivasagar,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.09,0.16,.,.,.,.,0.16,1.24,.,.,0.16,0.90,0.30,0.21,.,.,0.62,0.62,0.13,0.17,1.46,3.30,
615200117,17,Assam,615,Barpeta,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.10,.,.,.,.,1.23,10.11,.,.,0.11,0.31,0.97,0.77,.,.,1.59,1.13,0.17,0.10,4.12,12.52,
615200217,17,Assam,615,Barpeta,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.10,.,.,.,.,1.23,10.14,.,.,0.11,0.32,1.03,0.82,.,.,1.60,1.13,0.17,0.11,4.20,12.62,
615200317,17,Assam,615,Barpeta,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.10,.,.,.,.,1.23,10.14,.,.,0.11,0.32,1.09,0.87,.,.,1.60,1.13,0.17,0.11,4.27,12.67,
615200417,17,Assam,615,Barpeta,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,0.13,.,.,.,.,1.24,10.51,.,.,0.12,0.34,1.09,0.87,.,.,1.61,1.56,0.18,0.12,4.31,13.53,
615200517,17,Assam,615,Barpeta,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,0.13,.,.,.,.,1.24,11.17,.,.,0.13,0.38,0.89,0.72,.,.,1.62,1.56,0.18,0.13,4.14,14.09,
615200617,17,Assam,615,Barpeta,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.10,.,.,.,.,0.48,0.39,.,.,0.14,0.39,0.82,0.65,.,.,1.63,1.14,0.18,0.12,3.30,2.79,
615200717,17,Assam,615,Barpeta,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.07,.,.,.,.,0.67,4.36,.,.,0.14,0.42,0.84,0.67,.,.,2.65,4.65,0.18,0.28,4.53,10.45,
615200817,17,Assam,615,Barpeta,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.04,.,.,.,.,0.44,2.89,.,.,0.15,0.46,1.45,1.16,.,.,2.58,5.24,0.19,0.31,4.84,10.10,
