Key, State Code, State name, District code, District name, Year,Chilli Area (000Ha),Chilli Production (000Tonnes),Dry Chillies Area (000Ha),Dry Chillies Production (000Tonnes),Paprika Area (000Ha),Paprika Production (000Tonnes),Methi Area (000Ha),Methi Production (000Tonnes),Ajwain Area (000Ha),Ajwain Production (000Tonnes),Karayat Area (000Ha),Karayat Production (000Tonnes),Cumin Area (000Ha),Cumin Production (000Tonnes),Black Cumin Area (000Ha),Black Cumin Production (000Tonnes),Fennel Area (000Ha),Fennel Production (000Tonnes),Fenugreek Area (000Ha),Fenugreek Production (000Tonnes),Isabgul Area (000Ha),Isabgul Production (000Tonnes),Suva Area (000Ha),Suva Production (000Tonnes),Dill Area (000Ha),Dill Production (000Tonnes),Tamarind Area (000Ha),Tamarind Production (000Tonnes),Clove Area (000Ha),Clove Production (000Tonnes),Cinnamom Area (000Ha),Cinnamom Production (000Tonnes),Cloves & Cinnamon Area (000Ha),Cloves & Cinnamon Production (000Tonnes),Vanilla Area (000Ha),Vanilla Production (000Tonnes),Mint Area (000Ha),Mint Production (000Tonnes),Betelvine Area (000Ha),Betelvine Production (000Tonnes),Pepper Area (000Ha),Pepper Production (000Tonnes),Red Pepper  Area (000Ha),Red Pepper  Production (000Tonnes),Black Pepper Area (000Ha),Black Pepper Production (000Tonnes),Radhuni Area (000Ha),Radhuni Production (000Tonnes),Cocoa Area (000Ha),Cocoa Production (000Tonnes),Ginger Area (000Ha),Ginger Production (000Tonnes),Ginger (Dry) Area (000Ha),Ginger (Dry) Production (000Tonnes),Garlic Area (000Ha),Garlic Production (000Tonnes),Turmeric Area (000Ha),Turmeric Production (000Tonnes),Cardamom Area (000Ha),Cardamom Production (000Tonnes),Coriander Area (000Ha),Coriander Production (000Tonnes),Other Spices Area (000Ha),Other Spices Production (000Tonnes),Total Spices Area (000Ha),Total Spices Production (000Tonnes),
615200917,17,Assam,615,Barpeta,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.06,.,.,.,.,0.52,3.38,.,.,0.22,0.70,1.03,0.82,.,.,1.67,1.66,0.29,0.12,3.76,6.73,
615201017,17,Assam,615,Barpeta,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.08,.,.,.,.,0.73,4.79,.,.,0.34,1.09,1.21,0.97,.,.,3.67,4.59,0.31,0.21,6.32,11.72,
615201117,17,Assam,615,Barpeta,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.06,.,.,.,.,0.73,4.81,.,.,0.34,1.12,1.21,1.00,.,.,3.68,4.69,0.31,0.22,6.31,11.91,
615201217,17,Assam,615,Barpeta,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.07,.,.,.,.,0.69,5.26,.,.,0.35,1.49,1.07,0.94,.,.,3.42,4.40,0.33,0.24,5.91,12.39,
615201317,17,Assam,615,Barpeta,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.07,.,.,.,.,0.67,5.11,.,.,3.87,2.89,1.07,0.94,.,.,0.40,2.36,0.33,0.24,6.38,11.60,
615201417,17,Assam,615,Barpeta,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.07,.,.,.,.,0.68,5.20,.,.,0.41,2.39,1.05,0.93,.,.,3.87,3.85,0.33,0.24,6.37,12.67,
615201517,17,Assam,615,Barpeta,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.03,.,.,.,.,0.55,4.19,.,.,0.42,3.05,0.80,0.71,.,.,3.89,3.57,0.33,0.25,5.99,11.79,
616200117,17,Assam,616,Dhubri,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.04,.,.,.,.,0.33,2.21,.,.,0.88,2.79,0.37,0.28,.,.,3.71,2.99,0.15,0.09,5.46,8.40,
616200217,17,Assam,616,Dhubri,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.04,.,.,.,.,0.33,2.25,.,.,0.88,2.99,0.39,0.29,.,.,3.72,2.99,0.15,0.10,5.50,8.66,
616200317,17,Assam,616,Dhubri,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.04,.,.,.,.,0.33,2.28,.,.,0.88,2.99,0.40,0.30,.,.,3.72,2.99,0.15,0.10,5.51,8.70,
616200417,17,Assam,616,Dhubri,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.07,.,.,.,.,0.34,2.65,.,.,0.89,3.01,0.42,0.31,.,.,3.73,3.48,0.16,0.11,5.58,9.63,
616200517,17,Assam,616,Dhubri,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.09,.,.,.,.,0.35,2.64,.,.,0.78,2.65,0.39,0.29,.,.,3.74,3.50,0.16,0.10,5.46,9.26,
616200617,17,Assam,616,Dhubri,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.09,.,.,.,.,0.40,3.41,.,.,0.80,3.04,0.41,0.30,.,.,4.00,5.52,0.17,0.11,5.83,12.48,
616200717,17,Assam,616,Dhubri,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,.,.,.,.,0.14,1.16,.,.,0.90,6.83,0.38,0.29,.,.,4.52,7.24,0.17,0.17,6.11,15.68,
616200817,17,Assam,616,Dhubri,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.05,0.42,.,.,0.91,8.28,0.31,0.23,.,.,4.35,8.08,0.18,0.17,5.79,17.19,
616200917,17,Assam,616,Dhubri,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.10,0.85,.,.,0.83,7.58,0.32,0.24,.,.,3.35,3.50,0.28,0.18,4.88,12.35,
616201017,17,Assam,616,Dhubri,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.10,0.80,.,.,0.85,7.97,0.35,0.26,.,.,4.35,4.00,0.30,0.30,5.94,13.33,
616201117,17,Assam,616,Dhubri,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.12,1.01,.,.,0.99,5.83,0.40,0.31,.,.,4.21,3.91,0.30,0.30,6.03,11.37,
616201217,17,Assam,616,Dhubri,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.11,0.91,.,.,0.95,5.55,0.36,0.28,.,.,3.92,3.86,0.32,0.32,5.64,10.92,
616201317,17,Assam,616,Dhubri,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.10,0.88,.,.,2.69,1.95,0.36,0.29,.,.,0.77,3.85,0.32,0.32,4.23,7.29,
616201417,17,Assam,616,Dhubri,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.11,0.93,.,.,1.05,8.45,0.39,0.31,.,.,4.16,4.72,0.32,0.33,6.03,14.74,
616201517,17,Assam,616,Dhubri,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.01,.,.,.,.,0.22,1.93,.,.,0.91,8.18,0.47,0.38,.,.,4.18,2.70,0.32,0.34,6.11,13.53,
617200117,17,Assam,617,Golaghat,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.14,0.19,.,.,.,.,0.73,7.06,.,.,0.19,0.75,0.29,0.17,.,.,0.20,0.16,0.05,0.04,1.59,8.38,
617200217,17,Assam,617,Golaghat,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.14,0.19,.,.,.,.,0.73,7.20,.,.,0.19,0.76,0.30,0.09,.,.,0.21,0.16,0.05,0.04,1.62,8.45,
617200317,17,Assam,617,Golaghat,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.14,0.19,.,.,.,.,0.73,7.20,.,.,0.19,0.76,0.31,0.09,.,.,0.21,0.16,0.05,0.05,1.63,8.46,
617200417,17,Assam,617,Golaghat,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.15,0.22,.,.,.,.,0.74,7.57,.,.,0.20,0.74,0.31,0.09,.,.,0.22,0.21,0.06,0.05,1.68,8.88,
617200517,17,Assam,617,Golaghat,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.15,0.17,.,.,.,.,0.75,4.83,.,.,0.21,0.81,0.37,0.11,.,.,0.23,0.23,0.06,0.06,1.77,6.20,
617200617,17,Assam,617,Golaghat,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.15,0.17,.,.,.,.,0.75,9.22,.,.,0.11,0.51,0.38,0.11,.,.,0.23,0.23,0.06,0.06,1.69,10.30,
617200717,17,Assam,617,Golaghat,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,0.23,.,.,.,.,0.62,4.07,.,.,0.12,0.54,0.39,0.12,.,.,0.26,0.25,0.06,0.06,1.65,5.25,
617200817,17,Assam,617,Golaghat,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.22,0.25,.,.,.,.,1.10,7.17,.,.,0.12,0.57,1.23,0.37,.,.,0.28,0.27,0.07,0.07,3.01,8.70,
617200917,17,Assam,617,Golaghat,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.33,0.36,.,.,.,.,1.21,7.87,.,.,0.13,0.57,1.30,0.39,.,.,0.28,0.28,0.08,0.09,3.32,9.56,
617201017,17,Assam,617,Golaghat,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.36,0.41,.,.,.,.,1.22,7.97,.,.,0.15,0.67,1.30,0.39,.,.,0.28,0.29,0.10,0.11,3.41,9.84,
617201117,17,Assam,617,Golaghat,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.37,0.50,.,.,.,.,1.19,10.64,.,.,0.16,0.83,1.29,1.28,.,.,0.29,0.30,0.10,0.12,3.39,13.66,
617201217,17,Assam,617,Golaghat,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.37,0.53,.,.,.,.,1.17,10.50,.,.,0.17,1.09,1.40,2.15,.,.,0.34,0.36,0.12,0.14,3.56,14.76,
617201317,17,Assam,617,Golaghat,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,0.43,.,.,.,.,1.15,10.32,.,.,0.34,0.36,1.31,2.01,.,.,0.17,1.09,0.12,0.14,3.38,14.34,
617201417,17,Assam,617,Golaghat,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.34,0.81,.,.,.,.,1.08,9.67,.,.,0.17,1.11,1.36,2.09,.,.,0.35,0.34,0.12,0.14,3.40,14.16,
617201517,17,Assam,617,Golaghat,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.34,0.81,.,.,.,.,0.95,8.54,.,.,0.18,1.16,1.36,2.11,.,.,0.37,0.40,0.12,0.14,3.31,13.16,
618200117,17,Assam,618,Jorhat,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.68,0.91,.,.,.,.,0.47,3.58,.,.,0.09,0.28,0.26,0.16,.,.,0.55,0.42,0.06,0.04,2.10,5.39,
618200217,17,Assam,618,Jorhat,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.62,0.91,.,.,.,.,0.37,3.62,.,.,0.09,0.29,0.16,0.10,.,.,0.56,0.42,0.06,0.04,1.86,5.38,
618200317,17,Assam,618,Jorhat,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.62,0.91,.,.,.,.,0.37,3.62,.,.,0.09,0.29,0.17,0.10,.,.,0.56,0.42,0.06,0.04,1.86,5.39,
618200417,17,Assam,618,Jorhat,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.63,0.94,.,.,.,.,0.38,3.98,.,.,0.10,0.32,0.17,0.11,.,.,0.57,0.53,0.07,0.05,1.91,5.93,
618200517,17,Assam,618,Jorhat,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.64,0.95,.,.,.,.,0.38,1.40,.,.,0.11,0.50,0.17,0.11,.,.,0.58,0.56,0.07,0.06,1.95,3.58,
618200617,17,Assam,618,Jorhat,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.64,0.80,.,.,.,.,0.39,2.66,.,.,0.50,2.12,0.17,0.11,.,.,0.58,0.40,0.07,0.06,2.36,6.14,
618200717,17,Assam,618,Jorhat,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.42,0.52,.,.,.,.,0.03,0.20,.,.,0.51,2.14,0.17,0.10,.,.,0.61,0.52,0.07,0.07,1.80,3.57,
618200817,17,Assam,618,Jorhat,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.65,0.81,.,.,.,.,0.43,2.95,.,.,0.51,2.21,0.21,0.13,.,.,0.63,0.54,0.08,0.08,2.51,6.72,
618200917,17,Assam,618,Jorhat,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.11,0.13,.,.,.,.,0.19,1.30,.,.,0.52,2.31,0.38,0.24,.,.,0.63,0.63,0.08,0.08,1.90,4.69,
618201017,17,Assam,618,Jorhat,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,0.15,.,.,.,.,0.29,1.95,.,.,0.54,2.78,0.36,0.23,.,.,0.63,0.63,0.10,0.10,2.04,5.83,
618201117,17,Assam,618,Jorhat,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.12,.,.,.,.,0.17,1.32,.,.,0.35,1.82,0.29,0.09,.,.,0.64,0.66,0.11,0.11,1.65,4.10,
618201217,17,Assam,618,Jorhat,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,0.18,.,.,.,.,0.25,1.95,.,.,0.36,2.19,0.36,0.17,.,.,0.69,0.71,0.12,0.12,1.89,5.33,
618201317,17,Assam,618,Jorhat,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.15,.,.,.,.,0.22,1.71,.,.,0.69,0.71,0.33,0.16,.,.,0.36,1.26,0.12,0.12,1.81,4.12,
618201417,17,Assam,618,Jorhat,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.11,0.16,.,.,.,.,0.24,1.85,.,.,0.36,1.57,0.35,0.20,.,.,0.70,0.67,0.12,0.13,1.87,4.57,
618201517,17,Assam,618,Jorhat,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,0.18,.,.,.,.,0.28,2.23,.,.,0.37,3.36,0.44,0.25,.,.,0.72,0.76,0.12,0.13,2.05,6.92,
619200117,17,Assam,619,Karimganj,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.03,.,.,.,.,0.23,2.11,.,.,0.21,0.80,0.29,0.13,.,.,0.32,0.23,0.06,0.04,1.12,3.34,
619200217,17,Assam,619,Karimganj,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.03,.,.,.,.,0.33,2.15,.,.,0.21,0.82,0.33,0.15,.,.,0.33,0.27,0.06,0.05,1.27,3.46,
619200317,17,Assam,619,Karimganj,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.03,.,.,.,.,0.33,2.18,.,.,0.21,0.82,0.36,0.16,.,.,0.33,0.27,0.07,0.05,1.31,3.51,
619200417,17,Assam,619,Karimganj,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.06,.,.,.,.,0.34,2.54,.,.,0.22,0.84,0.38,0.17,.,.,0.34,0.32,0.07,0.05,1.38,3.99,
619200517,17,Assam,619,Karimganj,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.08,.,.,.,.,0.34,2.54,.,.,0.23,0.89,0.38,0.24,.,.,0.35,0.33,0.07,0.05,1.41,4.14,
619200617,17,Assam,619,Karimganj,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.04,.,.,.,.,0.35,2.59,.,.,0.23,0.90,0.39,0.20,.,.,0.35,0.33,0.08,0.05,1.43,4.12,
619200717,17,Assam,619,Karimganj,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,0.09,.,.,.,.,0.11,0.78,.,.,0.24,0.93,0.33,0.18,.,.,0.37,0.35,0.08,0.08,1.20,2.40,
619200817,17,Assam,619,Karimganj,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.22,0.41,.,.,.,.,0.12,0.86,.,.,0.24,0.96,0.25,0.14,.,.,0.40,0.37,0.08,0.08,1.31,2.82,
619200917,17,Assam,619,Karimganj,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.23,0.34,.,.,.,.,0.12,0.85,.,.,0.25,1.22,0.25,0.14,.,.,0.40,0.38,0.09,0.08,1.33,3.02,
619201017,17,Assam,619,Karimganj,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.25,0.40,.,.,.,.,0.13,0.94,.,.,0.27,1.37,0.28,0.15,.,.,0.40,0.38,0.11,0.11,1.43,3.35,
619201117,17,Assam,619,Karimganj,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.44,.,.,.,.,0.14,1.05,.,.,0.27,1.10,0.28,0.16,.,.,0.41,0.40,0.11,0.11,1.48,3.25,
619201217,17,Assam,619,Karimganj,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.47,.,.,.,.,0.15,1.16,.,.,0.28,1.45,0.28,0.17,.,.,0.46,0.45,0.12,0.13,1.57,3.83,
619201317,17,Assam,619,Karimganj,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.47,.,.,.,.,0.15,1.16,.,.,0.46,0.45,0.28,0.17,.,.,0.28,1.45,0.12,0.13,1.57,3.83,
619201417,17,Assam,619,Karimganj,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.47,.,.,.,.,0.16,1.23,.,.,0.29,1.47,0.28,0.17,.,.,0.46,0.45,0.12,0.14,1.58,3.93,
619201517,17,Assam,619,Karimganj,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.26,0.43,.,.,.,.,0.15,1.12,.,.,0.00,0.01,0.28,0.18,.,.,0.01,0.01,0.00,0.00,0.70,1.75,
620200117,17,Assam,620,Kokrajhar,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.04,.,.,.,.,0.60,4.17,.,.,0.22,1.05,0.40,0.31,.,.,0.35,0.28,0.06,0.04,1.67,5.89,
620200217,17,Assam,620,Kokrajhar,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.04,.,.,.,.,0.61,4.20,.,.,0.23,1.06,0.39,0.31,.,.,0.36,0.28,0.06,0.05,1.67,5.94,
620200317,17,Assam,620,Kokrajhar,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.04,.,.,.,.,0.61,4.20,.,.,0.23,1.06,0.39,0.31,.,.,0.36,0.28,0.06,0.05,1.68,5.94,
620200417,17,Assam,620,Kokrajhar,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.07,.,.,.,.,0.62,4.57,.,.,0.23,1.08,0.40,0.32,.,.,0.37,0.34,0.07,0.06,1.74,6.44,
