Key,Dist Code,Year,State Code,State Name,Dist Name,TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent)
819986,8,1998,6,Madhya Pradesh,Balaghat,924.5,505.59,9.49,46.33,28.03,32.27,15.53,13.9,272.76,343.7,126
819996,8,1999,6,Madhya Pradesh,Balaghat,924.5,506.64,9.71,46.4,27.05,30.96,15.26,12.56,275.19,354.02,128.6
820006,8,2000,6,Madhya Pradesh,Balaghat,924.5,506.65,9.62,46.25,28.24,30.54,15.61,12.96,273.96,332.61,121.4
820016,8,2001,6,Madhya Pradesh,Balaghat,924.5,505.38,9.84,46.44,27.18,32.59,15.45,11.91,275.06,341.37,124.1
820026,8,2002,6,Madhya Pradesh,Balaghat,924.5,504.84,9.69,46.48,27.66,32.55,15.29,13.04,274.27,342.84,125
820036,8,2003,6,Madhya Pradesh,Balaghat,924.5,504.82,9.62,46.47,28.08,32.18,15.34,11.86,275.46,348.86,126.6
820046,8,2004,6,Madhya Pradesh,Balaghat,924.5,505,9.49,45.96,29.28,31.97,15.8,35.58,250.75,303.14,120.9
820056,8,2005,6,Madhya Pradesh,Balaghat,924.5,504.99,9.49,47.41,28.14,30.91,15.72,13.28,273.9,343.99,125.6
820066,8,2006,6,Madhya Pradesh,Balaghat,924.5,18.93,9.49,47.44,28.5,30.88,15.91,13.36,273.24,341.36,124.9
820076,8,2007,6,Madhya Pradesh,Balaghat,924.5,18.94,9.49,47.54,28.41,30.89,15.67,13.99,272.82,342.37,125.5
820086,8,2008,6,Madhya Pradesh,Balaghat,924.5,18.95,9.5,47.57,28.28,30.96,15.93,13.76,272.81,341.59,125.2
820096,8,2009,6,Madhya Pradesh,Balaghat,924.5,18.95,9.5,47.59,28.51,30.93,16.86,14.35,271.06,338.95,125
820106,8,2010,6,Madhya Pradesh,Balaghat,924.5,18.98,9.51,47.75,28.64,30.97,18.08,13.97,269.8,335.51,124.4
820116,8,2011,6,Madhya Pradesh,Balaghat,924.5,18.98,9.51,48.29,29.41,30.95,14.58,10.65,275.34,343.82,124.9
820126,8,2012,6,Madhya Pradesh,Balaghat,924.5,505.04,9.5,48.3,25.5,30.97,12.14,9.76,282.56,351.51,124.4
820136,8,2013,6,Madhya Pradesh,Balaghat,924.5,505.08,9.45,48.04,21.6,30.98,17.66,11.94,279.02,346.75,124.3
820146,8,2014,6,Madhya Pradesh,Balaghat,924.5,505.08,9.45,48.06,20.63,30.98,18.59,14.25,276.73,346.26,125.1
820156,8,2015,6,Madhya Pradesh,Balaghat,924.5,505.08,9.47,48.08,22.21,31.01,24.98,21.3,261.64,342.65,131
820166,8,2016,6,Madhya Pradesh,Balaghat,924.5,505.08,9.47,48.09,19.23,31.01,19.04,13.15,278.7,344.65,123.7
820176,8,2017,6,Madhya Pradesh,Balaghat,924.5,505.08,9.48,48.18,21.09,31.01,16.67,15.03,277.22,334.84,120.8
919906,9,1990,6,Madhya Pradesh,Chhindwara,984.64,246,47.68,52.72,21.32,56.7,30.7,34.84,494.7,575.9,116.4
919916,9,1991,6,Madhya Pradesh,Chhindwara,1184.9,446.3,47.9,53.7,22.2,57,32.5,47.8,477.4,538.2,112.7
919926,9,1992,6,Madhya Pradesh,Chhindwara,1184.9,446.4,50,52.8,21.1,57,33.2,44.2,480.2,545.5,113.6
919936,9,1993,6,Madhya Pradesh,Chhindwara,1184.9,446.4,23.56,51.41,23,50.07,31,34.1,493.8,581.8,117.8
919946,9,1994,6,Madhya Pradesh,Chhindwara,1184.9,446.4,28.49,50.98,19.49,50.55,30.49,31.98,494.45,602.1,121.8
919956,9,1995,6,Madhya Pradesh,Chhindwara,1184.9,446.4,28.63,51.88,17.73,50.84,29.23,35.13,492.71,595.4,120.8
919966,9,1996,6,Madhya Pradesh,Chhindwara,1184.9,446.4,28.55,52.07,18.6,51.09,30.23,33.26,492.33,594,120.7
919976,9,1997,6,Madhya Pradesh,Chhindwara,1184.9,446.4,27.15,51.68,18.44,51.1,29.5,32.66,495.35,605.9,122.3
919986,9,1998,6,Madhya Pradesh,Chhindwara,1184.92,478.89,27.44,52.06,19.37,51.43,28.2,31.58,495.93,615.52,124.1
919996,9,1999,6,Madhya Pradesh,Chhindwara,1184.92,479.13,27.68,52.14,18.43,51.23,28.12,30.95,497.2,621.8,125.1
920006,9,2000,6,Madhya Pradesh,Chhindwara,1184.92,479.08,27.43,52.22,18.86,51.39,33.7,53.92,468.29,537.46,114.8
920016,9,2001,6,Madhya Pradesh,Chhindwara,1184.92,479.33,27.1,52.36,20.76,51.54,35.31,47.42,471.08,543.1,115.3
920026,9,2002,6,Madhya Pradesh,Chhindwara,1184.92,479.43,27.16,52.38,19.4,51.71,34.6,41.51,478.71,565.72,118.2
920036,9,2003,6,Madhya Pradesh,Chhindwara,1184.92,479.5,27.19,52.81,18.65,51.79,32.47,38.67,483.8,591.99,122.4
920046,9,2004,6,Madhya Pradesh,Chhindwara,1184.92,479.5,27.21,52.83,20.15,51.64,30.96,38.54,484.06,601.53,124.3
920056,9,2005,6,Madhya Pradesh,Chhindwara,1184.92,479.48,26.73,53.49,19.29,51.8,30.98,45.94,477.18,592.99,124.3
920066,9,2006,6,Madhya Pradesh,Chhindwara,1184.92,479.48,26.72,53.57,17.61,52.01,30.4,40.72,484.37,619.93,128
920076,9,2007,6,Madhya Pradesh,Chhindwara,1184.92,479.48,20.3,54.14,22.88,52.09,31.53,37.3,487.02,625.98,128.5
920086,9,2008,6,Madhya Pradesh,Chhindwara,1184.92,479.48,20.46,54.11,27.28,53.78,30.68,44.18,476.52,580.93,121.9
920096,9,2009,6,Madhya Pradesh,Chhindwara,1184.92,476.26,21.47,56.17,25.14,53.81,30.57,36.88,483.69,626.56,129.5
920106,9,2010,6,Madhya Pradesh,Chhindwara,1184.92,476.26,21.46,56.17,25.17,53.87,29.15,32.41,489.57,655.69,133.9
920116,9,2011,6,Madhya Pradesh,Chhindwara,1184.92,476.26,19.99,50.29,38.99,53.56,27.55,18.61,499.64,675.92,135.3
920126,9,2012,6,Madhya Pradesh,Chhindwara,1184.92,476.26,43.57,49.87,35.18,31.83,22.11,14.15,511.91,706.25,138
920136,9,2013,6,Madhya Pradesh,Chhindwara,1184.92,477.29,20.76,51.33,29.95,53.91,21.66,18.5,511.5,720.37,140.8
920146,9,2014,6,Madhya Pradesh,Chhindwara,1184.92,477.38,21.07,52.48,29,53.73,20.7,20.41,510.11,725.17,142.2
920156,9,2015,6,Madhya Pradesh,Chhindwara,1184.92,477.35,20.53,49.81,30.92,53.88,21.75,21.45,509.14,726.9,142.8
920166,9,2016,6,Madhya Pradesh,Chhindwara,1184.92,477.39,20.55,50.47,31.47,53.87,22.96,19.65,508.47,714.83,140.6
920176,9,2017,6,Madhya Pradesh,Chhindwara,1184.92,477.39,20.82,57.23,28.49,53.7,23.84,18.87,504.5,733.79,145.4
1019906,10,1990,6,Madhya Pradesh,Narsinghpur,448,70.62,1.03,22.69,20.42,29.12,7.66,5.16,291.1,343.3,117.9
1019916,10,1991,6,Madhya Pradesh,Narsinghpur,513.6,136.3,1,22.7,20.1,29.2,7.7,5.3,291.2,353.7,121.5
1019926,10,1992,6,Madhya Pradesh,Narsinghpur,513.6,136.3,1,22.7,19.2,29,7,5.2,293,370.6,126.5
1019936,10,1993,6,Madhya Pradesh,Narsinghpur,513.6,136.3,1.03,22.73,19.5,28.86,6.7,4.4,294,385.1,131
1019946,10,1994,6,Madhya Pradesh,Narsinghpur,513.6,136.3,1.03,22.87,18.29,28.53,6.92,5.3,294.25,374.17,127.2
1019956,10,1995,6,Madhya Pradesh,Narsinghpur,513.6,136.3,1.03,22.93,17.32,28.44,6.26,4.69,296.52,394.55,133.1
1019966,10,1996,6,Madhya Pradesh,Narsinghpur,513.6,136.3,1.03,23.01,16.61,28.34,6.14,5,297.06,402,135.3
1019976,10,1997,6,Madhya Pradesh,Narsinghpur,513.6,136.3,1.03,23.03,16.43,28.44,5.84,4.99,297.44,409.21,137.6
1019986,10,1998,6,Madhya Pradesh,Narsinghpur,513.65,136.21,1.03,23.88,17.25,26.27,6.4,4.71,297.74,412.97,138.7
1019996,10,1999,6,Madhya Pradesh,Narsinghpur,513.65,136.21,1.03,23.91,16.73,26.2,6.1,4.69,298.62,419.13,140.4
1020006,10,2000,6,Madhya Pradesh,Narsinghpur,513.65,136.21,1.03,23.92,16.55,26.34,6.12,4.88,298.45,413.86,138.7
1020016,10,2001,6,Madhya Pradesh,Narsinghpur,513.65,136.21,1.03,23.93,16.3,26.1,5.79,4.34,299.79,405.78,135.4
1020026,10,2002,6,Madhya Pradesh,Narsinghpur,513.65,136.21,1.03,24.07,16.91,23.93,5.41,4.41,301.52,402.2,133.4
1020036,10,2003,6,Madhya Pradesh,Narsinghpur,513.65,136.21,1.03,24.1,16.68,23.93,5.77,4.04,301.74,400.21,132.6
1020046,10,2004,6,Madhya Pradesh,Narsinghpur,513.65,136.21,1.03,24.11,15.81,23.93,5.52,3.74,303.15,400.8,132.2
1020056,10,2005,6,Madhya Pradesh,Narsinghpur,513.65,136.22,1.03,24.66,14.98,23.88,5.41,3.78,303.53,390.78,128.7
1020066,10,2006,6,Madhya Pradesh,Narsinghpur,513.65,136.22,1.03,24.68,14.62,23.71,5.32,3.92,303.7,388.42,127.9
1020076,10,2007,6,Madhya Pradesh,Narsinghpur,513.65,136.22,1.03,24.82,14.94,23.69,4.7,3.45,304.35,399.72,131.3
1020086,10,2008,6,Madhya Pradesh,Narsinghpur,513.65,136.22,1.03,25.1,14.43,23.7,4.72,3.28,304.74,407.78,133.8
1020096,10,2009,6,Madhya Pradesh,Narsinghpur,513.65,136.22,1.03,25.41,13.82,23.7,4.65,3.2,305.75,413.33,135.2
1020106,10,2010,6,Madhya Pradesh,Narsinghpur,513.65,136.22,1.03,25.48,11.82,23.7,4.38,2.95,307.62,419.51,136.4
1020116,10,2011,6,Madhya Pradesh,Narsinghpur,513.65,136.22,1.04,25.55,10.79,23.66,4.24,2.92,308.79,424.51,137.5
1020126,10,2012,6,Madhya Pradesh,Narsinghpur,513.65,136.5,1.04,25.55,9.58,23.77,3.83,2.83,310.38,442.86,142.7
1020136,10,2013,6,Madhya Pradesh,Narsinghpur,513.65,136.18,1.02,25.56,10.58,24.14,3.79,2.9,309.31,471.78,152.5
1020146,10,2014,6,Madhya Pradesh,Narsinghpur,513.65,136.18,1.02,25.98,9.75,23.82,4.12,2.32,310.29,467.49,150.7
1020156,10,2015,6,Madhya Pradesh,Narsinghpur,513.65,136.18,1.02,26.12,9.41,23.82,4.34,2.77,309.83,496.83,160.4
1020166,10,2016,6,Madhya Pradesh,Narsinghpur,513.65,136.18,1.02,26.13,8.97,23.82,4.27,2.65,310.45,484.04,155.9
1020176,10,2017,6,Madhya Pradesh,Narsinghpur,513.65,136.18,1.02,26.19,10.76,23.82,3.76,2.62,309.12,480.99,155.6
1119906,11,1990,6,Madhya Pradesh,Seoni,607.81,60.51,5.23,44.06,30.91,30.63,29.03,29.81,377.6,445.8,118.1
1119916,11,1991,6,Madhya Pradesh,Seoni,870.8,323.4,5.3,44,31.3,30.5,32.9,59.8,343.5,375.4,109.3
1119926,11,1992,6,Madhya Pradesh,Seoni,870.8,323.2,5.3,45.2,31.1,29.8,35.5,36.8,363.9,416.1,114.3
1119936,11,1993,6,Madhya Pradesh,Seoni,870.8,323.2,5.33,45.99,30.1,29.63,30.9,29.2,377,460.2,122.1
1119946,11,1994,6,Madhya Pradesh,Seoni,870.8,323.2,5.27,46.17,31.2,29.76,29.3,31.74,374.63,455.55,121.6
1119956,11,1995,6,Madhya Pradesh,Seoni,870.8,323.2,5.24,45.6,31.47,30.25,29.2,33.75,372.22,454.61,122.1
1119966,11,1996,6,Madhya Pradesh,Seoni,870.8,323.2,5.97,45.4,31.73,29.86,27.84,31.31,375.67,465,123.8
1119976,11,1997,6,Madhya Pradesh,Seoni,870.8,323.2,5.18,46.05,32.51,29.86,28.73,33.52,371.94,462.7,124.4
1119986,11,1998,6,Madhya Pradesh,Seoni,875.4,327.75,5.17,45.94,33.47,29.6,28.6,33.08,371.74,463.65,124.7
1119996,11,1999,6,Madhya Pradesh,Seoni,875.4,327.78,5.2,46.1,34.75,29.66,29.02,32.16,370.72,465.49,125.6
1120006,11,2000,6,Madhya Pradesh,Seoni,875.4,327.66,5.17,46.11,36.3,29.25,31.26,45.87,353.73,429.99,121.6
1120016,11,2001,6,Madhya Pradesh,Seoni,875.4,327.84,5.17,46.4,34.96,28.9,32.49,34.82,364.8,453.71,124.4
1120026,11,2002,6,Madhya Pradesh,Seoni,875.4,328.06,9.82,47.52,37.27,22.04,31.96,34.21,364.5,460.47,126.3
1120036,11,2003,6,Madhya Pradesh,Seoni,875.4,328.08,11.84,48.02,38.4,19.83,31.32,30.12,367.76,471,128.1
1120046,11,2004,6,Madhya Pradesh,Seoni,875.4,328.18,11.89,48.05,38.72,19.83,29.71,34.43,364.56,468.66,128.6
1120056,11,2005,6,Madhya Pradesh,Seoni,875.4,328.21,11.94,48.2,39.53,20.06,28.83,30.62,367.98,499.6,135.8
1120066,11,2006,6,Madhya Pradesh,Seoni,875.4,328.21,12.01,48.18,40.2,20.06,27.47,27.56,371.74,493.73,132.8
1120076,11,2007,6,Madhya Pradesh,Seoni,875.4,328.21,12.07,48.25,40.65,20.08,26.87,26.88,372.22,505.64,135.8
1120086,11,2008,6,Madhya Pradesh,Seoni,875.4,328.21,11.99,48.44,41.02,20.27,27.79,28.78,368.73,496.54,134.7
1120096,11,2009,6,Madhya Pradesh,Seoni,875.4,328.21,12,48.58,40.92,20.19,27.24,25.71,372.32,502.84,135.1
1120106,11,2010,6,Madhya Pradesh,Seoni,875.4,328.21,11.99,48.94,36.67,20.24,24.14,20.47,384.49,535.89,139.4
1120116,11,2011,6,Madhya Pradesh,Seoni,875.4,328.21,12.02,49.3,31.32,20.33,19.81,16.28,397.84,538.44,135.3
1120126,11,2012,6,Madhya Pradesh,Seoni,875.4,328.53,11.82,49.55,29.7,20.35,18.5,16.31,400.63,561.34,140.1
1120136,11,2013,6,Madhya Pradesh,Seoni,875.4,328.49,11.82,49.54,30.05,20.33,19.54,18.73,396.88,578.04,145.6
1120146,11,2014,6,Madhya Pradesh,Seoni,875.4,328.52,11.83,49.77,31.08,20.33,17.95,17.13,398.77,577.89,144.9
1120156,11,2015,6,Madhya Pradesh,Seoni,875.4,328.53,11.83,49.79,33.19,20.5,19.95,21.1,390.48,563.18,144.2
1120166,11,2016,6,Madhya Pradesh,Seoni,875.4,328.54,11.83,49.74,32.71,20.47,19.7,18.48,393.91,571.08,145
1120176,11,2017,6,Madhya Pradesh,Seoni,875.4,328.55,11.83,49.84,34.82,20.5,19.14,23.9,386.81,594.53,153.7
1219906,12,1990,6,Madhya Pradesh,Mandla,826.84,75,57.18,68.88,32.21,38.72,60.37,60.47,433.9,552.7,127.4
1219916,12,1991,6,Madhya Pradesh,Mandla,1325.2,573.7,57.5,67.9,32.9,38.4,61.7,72.4,420.6,498.5,118.5
1219926,12,1992,6,Madhya Pradesh,Mandla,1324.5,573.4,57.2,69.8,31,38.1,63.4,66.5,425.1,508.8,119.7
1219936,12,1993,6,Madhya Pradesh,Mandla,1324.5,573.4,57.34,70.33,26.5,39.17,58.6,58.9,440.1,561,127.5
1219946,12,1994,6,Madhya Pradesh,Mandla,1324.5,573.4,70.29,18.78,25.32,34.34,59.03,60.2,439.59,565.35,128.6
1219956,12,1995,6,Madhya Pradesh,Mandla,1324.5,573.4,20.9,67.99,25.79,33.16,58.78,61.14,439.25,565.83,128.8
1219966,12,1996,6,Madhya Pradesh,Mandla,1324.5,573.4,20.98,68.01,26.81,33.47,57.04,60.72,439.61,574,130.6
1219976,12,1997,6,Madhya Pradesh,Mandla,1324.5,573.4,21.01,68.33,27.91,33.62,58.42,61.49,435.76,557.11,127.8
1219986,12,1998,6,Madhya Pradesh,Mandla,912.46,583.2,8.33,38.56,15.82,18.09,24.9,25.5,198.01,262.33,132.5
1219996,12,1999,6,Madhya Pradesh,Mandla,965.56,593.14,9.64,41.72,17.22,20.63,29.07,28.55,225.55,300.01,133
1220006,12,2000,6,Madhya Pradesh,Mandla,965.56,592.94,9.87,42.07,24.76,21.52,32.24,37.4,204.71,243.76,119.1
1220016,12,2001,6,Madhya Pradesh,Mandla,965.56,592.94,10.73,42.47,18.23,19.84,32.45,30.88,217.95,274.5,125.9
1220026,12,2002,6,Madhya Pradesh,Mandla,965.56,592.98,10.53,42.5,19.61,19.78,33.06,31.43,215.61,273.79,127
1220036,12,2003,6,Madhya Pradesh,Mandla,965.56,592.95,10.63,42.77,19.64,19.6,32.66,28.91,218.33,281.09,128.7
1220046,12,2004,6,Madhya Pradesh,Mandla,965.56,593.08,10.71,42.63,19.71,19.66,32.7,29.14,217.88,282.09,129.5
1220056,12,2005,6,Madhya Pradesh,Mandla,965.56,593.13,10.69,42.73,19.58,19.64,31.72,28.96,219.06,287.22,131.1
1220066,12,2006,6,Madhya Pradesh,Mandla,965.56,593.13,10.61,42.45,21.46,19.86,32.18,31.41,214.32,279.02,130.2
1220076,12,2007,6,Madhya Pradesh,Mandla,965.56,593.13,10.63,42.62,21.35,19.9,32.04,30.5,215.22,282.87,131.4
1220086,12,2008,6,Madhya Pradesh,Mandla,965.56,593.13,10.68,45.57,21.63,17,32.11,29.47,215.86,282.98,131.1
1220096,12,2009,6,Madhya Pradesh,Mandla,965.56,593.13,10.63,42.5,24.47,20.08,33.1,32.33,209.17,275.07,131.5
1220106,12,2010,6,Madhya Pradesh,Mandla,965.56,593.13,10.69,42.52,21.52,20.09,26.8,26.67,223.98,310.08,138.4
1220116,12,2011,6,Madhya Pradesh,Mandla,965.56,593.13,10.75,45.47,20.94,17.27,24.91,24.23,228.7,326.71,142.9
1220126,12,2012,6,Madhya Pradesh,Mandla,965.56,593.22,10.75,42.47,21.34,20.07,27.45,24.6,225.6,319.43,141.6
1220136,12,2013,6,Madhya Pradesh,Mandla,965.56,593.14,10.75,43.77,21.24,20.08,26.29,23.07,227.16,325.1,143.1
1220146,12,2014,6,Madhya Pradesh,Mandla,965.56,593.32,10.73,43.07,24.18,19.94,26.08,23.44,224.73,326.52,145.3
1220156,12,2015,6,Madhya Pradesh,Mandla,965.56,593.14,10.76,43.73,25.29,20.17,26.48,24.58,221.33,314.84,142.2
1220166,12,2016,6,Madhya Pradesh,Mandla,965.56,590.27,10.74,47.42,23.56,20.08,27.49,25.89,220.04,316.51,143.8
1220176,12,2017,6,Madhya Pradesh,Mandla,965.56,593.2,10.74,44.82,25.24,20.22,27.67,27.46,216.15,320.02,148.1
1319906,13,1990,6,Madhya Pradesh,Sagar,747.08,15.04,15.84,47.82,17.68,107.06,14.14,10.6,518.5,581.8,112.2
1319916,13,1991,6,Madhya Pradesh,Sagar,1022.5,289.9,17,47.6,14.7,109,14.7,11.3,517.1,585.8,113.3
1319926,13,1992,6,Madhya Pradesh,Sagar,1022.5,287.3,17.7,50.7,16.8,105.1,14.8,9.9,519.1,596.5,114.9
1319936,13,1993,6,Madhya Pradesh,Sagar,1022.5,287.3,18.12,48.9,17.4,101.34,14.3,8.4,523.3,620.9,118.7
1319946,13,1994,6,Madhya Pradesh,Sagar,1022.5,287.3,17.08,49.83,19.08,100.29,14.38,12.23,519.44,590.33,113.6
1319956,13,1995,6,Madhya Pradesh,Sagar,1022.5,287.3,17.49,51.54,0,115.7,14.87,9.3,523.2,634.43,121.3
1319966,13,1996,6,Madhya Pradesh,Sagar,1022.5,287.3,16.07,52.73,16.42,97.76,14.04,8.13,526.48,655,124.4
1319976,13,1997,6,Madhya Pradesh,Sagar,1022.5,287.3,16.17,52.13,13.38,98.99,13.59,8.07,530.01,693.07,130.8
1319986,13,1998,6,Madhya Pradesh,Sagar,1022.76,288.81,17.24,51.86,16.4,93.5,14.13,7.42,531.98,689.05,129.5
1319996,13,1999,6,Madhya Pradesh,Sagar,1022.76,288.89,15.38,52.51,14.86,96.39,13.67,7.45,532.04,677.81,127.4
1320006,13,2000,6,Madhya Pradesh,Sagar,1022.76,295.65,15.54,51.45,15.63,89.31,13.94,16.77,522.17,650.75,124.6
1320016,13,2001,6,Madhya Pradesh,Sagar,1022.76,297.5,16.43,52.54,16.02,84.6,15.01,12.87,526.17,676.65,128.6
1320026,13,2002,6,Madhya Pradesh,Sagar,1022.76,297.35,16.38,52.83,14.47,82.23,15.1,13.29,529.65,693.62,131
1320036,13,2003,6,Madhya Pradesh,Sagar,1022.76,296.92,18.61,54.1,15.73,76.95,14.41,10.57,533.9,710.06,133
1320046,13,2004,6,Madhya Pradesh,Sagar,1022.76,296.95,18.98,54.33,14.05,75.79,13.33,9.79,538.15,739.62,137.4
1320056,13,2005,6,Madhya Pradesh,Sagar,1022.76,297.8,19.4,52.62,8.81,82.15,13.34,8.68,539,710.69,131.9
1320066,13,2006,6,Madhya Pradesh,Sagar,1022.76,297.8,14.64,52.95,10.21,85.4,13.27,9.54,537.42,736.31,137
1320076,13,2007,6,Madhya Pradesh,Sagar,1022.76,297.8,16.84,51.07,10.87,80.69,12.42,11.1,539.66,810.12,150.1
1320086,13,2008,6,Madhya Pradesh,Sagar,1022.76,297.8,15.4,54.66,10.21,79.58,11.94,10.06,540.7,801.81,148.3
1320096,13,2009,6,Madhya Pradesh,Sagar,1022.76,297.8,16.39,54.23,9.77,79.12,11.73,7.51,544.36,819.67,150.6
1320106,13,2010,6,Madhya Pradesh,Sagar,1022.76,297.8,11.78,56.28,10.3,81.61,10.43,6.81,546.92,829.65,151.7
1320116,13,2011,6,Madhya Pradesh,Sagar,1022.76,297.8,12.08,57.64,11.07,78.65,10.65,7.51,547.54,876.58,160.1
1320126,13,2012,6,Madhya Pradesh,Sagar,1022.76,298.02,12.61,58.19,10.43,76.92,10.45,7.13,548.28,860.75,157
1320136,13,2013,6,Madhya Pradesh,Sagar,1022.76,297.93,12.62,58.33,10.57,76.64,9.95,7.23,548.74,887.29,161.7
1320146,13,2014,6,Madhya Pradesh,Sagar,1022.76,297.93,12.63,58.31,10.58,76.71,10.35,7.38,548.17,884.57,161.4
1320156,13,2015,6,Madhya Pradesh,Sagar,1022.76,298,12.63,58.31,10.52,75.59,10.58,9.05,547.39,924.84,169
1320166,13,2016,6,Madhya Pradesh,Sagar,1022.76,297.93,12.61,58.69,11.52,76.36,10.71,9.12,545.2,923.55,169.4
1320176,13,2017,6,Madhya Pradesh,Sagar,1022.76,297.93,12.61,58.69,9.1,73.7,10.07,7.64,552.42,960.09,173.8
1419906,14,1990,6,Madhya Pradesh,Damoh,524.52,61.78,54.94,30.13,28.87,42.3,11.08,8.39,286.1,322,112.5
1419916,14,1991,6,Madhya Pradesh,Damoh,728.6,266.1,54.6,30.7,30.1,41.1,10.8,12.2,282.7,317.5,112.3
1419926,14,1992,6,Madhya Pradesh,Damoh,728.6,266.3,60.8,26.9,28.2,38,11.3,8.7,287.3,330.8,115.1
1419936,14,1993,6,Madhya Pradesh,Damoh,728.6,266.3,58.78,30.89,24.5,37.73,9.7,7.6,292.9,354.8,121.1
1419946,14,1994,6,Madhya Pradesh,Damoh,728.6,266.3,66.43,23.46,26.1,34.03,9.7,9.52,291.72,352.51,120.8
1419956,14,1995,6,Madhya Pradesh,Damoh,728.6,266.3,56.24,31.75,23.32,37.16,9.51,8.32,295.77,365.95,123.7
1419966,14,1996,6,Madhya Pradesh,Damoh,728.6,266.3,58.84,31.8,20.07,35.3,9.18,7.25,298.59,378,126.6
1419976,14,1997,6,Madhya Pradesh,Damoh,728.6,266.3,58.83,31.82,18.84,36.05,8.74,6.98,300.22,390.07,129.9
1419986,14,1998,6,Madhya Pradesh,Damoh,728.58,267,58.73,31.93,17.83,35.78,8.34,6.52,302.3,389.11,128.7
1419996,14,1999,6,Madhya Pradesh,Damoh,728.58,267.06,58.76,31.92,16.77,36.02,8.18,6.52,303.28,382.74,126.2
1420006,14,2000,6,Madhya Pradesh,Damoh,728.58,267.01,57.58,33.41,16.39,35.37,8.14,8.99,301.61,378.01,125.3
1420016,14,2001,6,Madhya Pradesh,Damoh,728.58,267.04,58.91,31.92,15.91,34.71,8.26,7.88,303.84,379.49,124.9
1420026,14,2002,6,Madhya Pradesh,Damoh,728.58,267.07,58.95,31.9,14.58,33.81,7.51,7.2,307.38,379.52,123.5
1420036,14,2003,6,Madhya Pradesh,Damoh,728.58,267,59.24,32.11,14.18,33.55,7.33,6.19,308.93,388.63,125.8
1420046,14,2004,6,Madhya Pradesh,Damoh,728.58,267.09,59.35,32.15,13.18,33.95,6.97,5.15,310.72,400.44,128.9
1420056,14,2005,6,Madhya Pradesh,Damoh,728.58,267.08,59.24,32.16,13.49,33.72,6.68,5.07,311.04,398.65,128.2
1420066,14,2006,6,Madhya Pradesh,Damoh,728.58,267.08,59.24,32.08,13.6,33.93,6.53,4.65,311.37,405.63,130.3
1420076,14,2007,6,Madhya Pradesh,Damoh,728.58,267.08,59.29,32.24,13.09,34.42,5.64,4.93,311.81,467.23,149.8
1420086,14,2008,6,Madhya Pradesh,Damoh,728.58,267.08,59.33,32.28,12.47,34.31,5.55,4.02,313.46,454.78,145.1
1420096,14,2009,6,Madhya Pradesh,Damoh,728.58,267.08,59.32,32.29,11.79,34.12,5.1,3.29,315.49,455.92,144.5
1420106,14,2010,6,Madhya Pradesh,Damoh,728.58,267.08,57.06,31.74,10.96,36.35,4.5,3.93,316.27,449.92,142.3
1420116,14,2011,6,Madhya Pradesh,Damoh,728.58,267.08,57.24,31.74,11,36.34,4.71,3.68,316.08,450.13,142.4
1420126,14,2012,6,Madhya Pradesh,Damoh,728.58,267.54,57.49,31.83,11.06,36.34,4.49,3.53,316.06,466.81,147.7
1420136,14,2013,6,Madhya Pradesh,Damoh,728.58,267.54,57.49,32.09,9.98,36.34,4.21,2.71,317.97,519.14,163.3
1420146,14,2014,6,Madhya Pradesh,Damoh,728.58,267.12,59.12,32.52,9.72,35.03,3.95,3.74,317.36,520.29,163.9
1420156,14,2015,6,Madhya Pradesh,Damoh,728.58,267.12,59.12,32.52,9.28,35.03,3.59,3.02,318.88,540.37,169.5
1420166,14,2016,6,Madhya Pradesh,Damoh,728.58,267.12,59.12,32.38,9.42,35.03,3.59,2.8,319.1,585.08,183.4
1420176,14,2017,6,Madhya Pradesh,Damoh,728.58,267.12,59.12,32.38,9.43,35.03,3.48,2.62,319.37,560.64,175.5
1519906,15,1990,6,Madhya Pradesh,Tikamgarh,464.5,27.04,48.74,38.93,21.41,51.78,17.43,15.11,244,339.3,139.1
1519916,15,1991,6,Madhya Pradesh,Tikamgarh,504,66.5,49.4,35.3,22.2,51.4,16.1,18.5,244.4,340,139.1
1519926,15,1992,6,Madhya Pradesh,Tikamgarh,504,66.1,47.8,39,21.3,47.7,15.4,12.9,253.7,357.4,140.9
1519936,15,1993,6,Madhya Pradesh,Tikamgarh,504,66.1,38.44,46.64,21,48.7,14.7,11.9,256.1,370.3,144.6
1519946,15,1994,6,Madhya Pradesh,Tikamgarh,504,66.1,45.54,41.52,20.9,45.11,14.56,16.11,253.77,362.59,142.9
1519956,15,1995,6,Madhya Pradesh,Tikamgarh,504,66.1,50.6,36.05,21.99,45.39,14.68,16.42,252.39,368.22,145.9
1519966,15,1996,6,Madhya Pradesh,Tikamgarh,504,66.1,48.48,38.12,20.26,42.96,13.9,13.57,259.95,383,147.3
