Key,Dist Code,Year,State Code,State Name,Dist Name,TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent)
73220038,732,2003,8,Orissa,Sonepur,234,41,22,20,8,13,4,2,109,172,157.8
73220048,732,2004,8,Orissa,Sonepur,234,41,22,20,8,13,4,4,107,174,162.6
73220058,732,2005,8,Orissa,Sonepur,234,41,22,20,8,13,4,4,107,187,174.8
73220068,732,2006,8,Orissa,Sonepur,234,41,12,22,8,13,7,21,107,198.53,185.5
73220078,732,2007,8,Orissa,Sonepur,233.7,41,12,22,8,13,7,27,101,195,193.1
73220088,732,2008,8,Orissa,Sonepur,234,41,12,22,8,13,7,28,100,198.4,198.4
73220098,732,2009,8,Orissa,Sonepur,234,41,12,22,8,13,7,22,106,207,195.3
73220108,732,2010,8,Orissa,Sonepur,234,41,12,22,8,13,7,5,123,214,174
73220118,732,2011,8,Orissa,Sonepur,234,41,12,22,8,13,7,10,118,225,190.7
73220128,732,2012,8,Orissa,Sonepur,234,41,12,22,8,13,7,3,125,226.67,181.3
73220138,732,2013,8,Orissa,Sonepur,234,41,12,22,8,13,7,7,121,230.38,190.4
73220148,732,2014,8,Orissa,Sonepur,234,41,12,22,8,13,7,1,127,222.77,175.4
73220158,732,2015,8,Orissa,Sonepur,234,41,12,22,8,13,7,0,128,208.67,163
73220168,732,2016,8,Orissa,Sonepur,234,41,12,22,8,13,7,1,127,222,174.8
73220178,732,2017,8,Orissa,Sonepur,234,41,12,22,8,13,7,2,126,222,176.2
801199013,801,1990,13,West Bengal,24 - Paraganas South,-1,-1,-1,-1,-1,-1,-1,-1,398.88,509,127.6
801199113,801,1991,13,West Bengal,24 - Paraganas South,-1,-1,-1,-1,-1,-1,-1,-1,-1,513.7,-1
801199213,801,1992,13,West Bengal,24 - Paraganas South,-1,-1,-1,-1,-1,-1,-1,-1,-1,510.1,-1
801199313,801,1993,13,West Bengal,24 - Paraganas South,-1,-1,-1,-1,-1,-1,-1,-1,-1,496.1,-1
801199413,801,1994,13,West Bengal,24 - Paraganas South,966.2,426.6,1.23,122.2,0.7,0.01,0.01,3.5,408.7,-1,-1
801199513,801,1995,13,West Bengal,24 - Paraganas South,966.17,426.3,0.85,130.58,1.07,0.05,0.09,4.68,398.07,508.12,127.6
801199613,801,1996,13,West Bengal,24 - Paraganas South,966.17,426.3,1.11,122.49,1.3,0.01,1.04,4.39,405.19,-1,-1
801199713,801,1997,13,West Bengal,24 - Paraganas South,966.17,426.3,1.17,130.35,1.43,0,1.11,4.57,397.35,533.73,134.3
801199813,801,1998,13,West Bengal,24 - Paraganas South,966.17,426.3,0.77,140.59,1.32,0,1.04,5.87,385.84,549.52,142.4
801199913,801,1999,13,West Bengal,24 - Paraganas South,966.17,426.3,1.01,135,1.42,0.01,1.06,7.94,387.61,571.85,147.5
801200013,801,2000,13,West Bengal,24 - Paraganas South,966.17,426.3,1.17,136.7,1.56,0.01,0.15,19.19,378.29,538.79,142.4
801200113,801,2001,13,West Bengal,24 - Paraganas South,966.17,426.3,0.66,136.83,1.98,0,0.69,15.25,381.86,543.02,142.2
801200213,801,2002,13,West Bengal,24 - Paraganas South,953.37,426.3,0.65,130.64,0.72,0,0.14,12.92,380.1,539.76,142
801200313,801,2003,13,West Bengal,24 - Paraganas South,953.37,426.3,0.59,125.95,0.45,0,0.21,13.66,383.45,562.73,146.8
801200413,801,2004,13,West Bengal,24 - Paraganas South,953.37,426.3,0.01,129.75,0.11,0.01,0.3,15.29,378.26,505.3,133.6
801200513,801,2005,13,West Bengal,24 - Paraganas South,948.71,426.51,0.04,135.75,1.29,0.01,0.91,11.89,370.37,507.6,137.1
801200613,801,2006,13,West Bengal,24 - Paraganas South,948.71,426.36,0.4,136.16,0.74,0,0.1,10.08,372.79,539.09,144.6
801200713,801,2007,13,West Bengal,24 - Paraganas South,948.71,426.3,0.44,138.3,0.04,0.05,0.18,8.16,372.29,531.26,142.7
801200813,801,2008,13,West Bengal,24 - Paraganas South,948.71,426.3,0.44,140.06,0.5,0.04,0.2,4.63,373.66,539.92,144.5
801200913,801,2009,13,West Bengal,24 - Paraganas South,948.71,426.3,0.48,141.3,1.47,0,0.03,18.91,357.54,523.84,146.5
801201013,801,2010,13,West Bengal,24 - Paraganas South,948.71,426.3,0.07,143.32,1.34,0.02,0.01,16.69,358.4,513.61,143.3
801201113,801,2011,13,West Bengal,24 - Paraganas South,948.71,426.3,0.28,143.75,0.44,0,0.32,14.81,359.3,539.71,150.2
801201213,801,2012,13,West Bengal,24 - Paraganas South,948.71,426.3,0.24,144.47,0.43,0,0.25,13.1,360.57,530.2,147
801201313,801,2013,13,West Bengal,24 - Paraganas South,948.71,426.3,0.2,144.83,0.4,0,0.18,11.85,361.55,546.95,151.3
801201413,801,2014,13,West Bengal,24 - Paraganas South,948.71,426.3,0.24,145.12,0.03,0.07,0.18,10.84,361.88,555.29,153.4
801201513,801,2015,13,West Bengal,24 - Paraganas South,948.71,426.3,0.38,145.41,0.01,0.08,0.2,9.53,362.1,564.38,155.9
801201613,801,2016,13,West Bengal,24 - Paraganas South,948.71,426.3,0.37,147.29,0.01,0.08,0.2,9.16,360.3,530.68,147.3
801201713,801,2017,13,West Bengal,24 - Paraganas South,948.71,426.3,0.3,149.64,0.01,0.06,0.26,9.25,358.44,562.99,157.1
802199013,802,1990,13,West Bengal,24 - Paraganas North,-1,-1,-1,-1,-1,-1,-1,-1,281.83,460,163.2
802199113,802,1991,13,West Bengal,24 - Paraganas North,-1,-1,-1,-1,-1,-1,-1,-1,-1,465.6,-1
802199213,802,1992,13,West Bengal,24 - Paraganas North,-1,-1,-1,-1,-1,-1,-1,-1,-1,469.5,-1
802199313,802,1993,13,West Bengal,24 - Paraganas North,-1,-1,-1,-1,-1,-1,-1,-1,-1,453.3,-1
802199413,802,1994,13,West Bengal,24 - Paraganas North,378.1,0,0,107.33,0.3,0,0.67,4.8,260.6,-1,-1
802199513,802,1995,13,West Bengal,24 - Paraganas North,378.09,0,0,108.27,0.01,0,0.12,10.67,256.08,460.53,179.8
802199613,802,1996,13,West Bengal,24 - Paraganas North,378.09,0,0.43,99.46,0.22,0,0.14,11.21,262.48,-1,-1
802199713,802,1997,13,West Bengal,24 - Paraganas North,378.05,0,0,108.11,0,0,0,8.92,258.47,513.02,198.5
802199813,802,1998,13,West Bengal,24 - Paraganas North,378.05,0,0,106.2,0,0,0,4.83,264.95,545.95,206.1
802199913,802,1999,13,West Bengal,24 - Paraganas North,380.33,0,0,112.07,0,0,0,0.44,262.04,548.09,209.2
802200013,802,2000,13,West Bengal,24 - Paraganas North,380.33,0,0,101.74,0,0,0,14.38,259.87,513.69,197.7
802200113,802,2001,13,West Bengal,24 - Paraganas North,386.68,0,0,102.51,0,0,0,0,277.23,579.23,208.9
802200213,802,2002,13,West Bengal,24 - Paraganas North,386.69,0,0,112.04,0,0,0,4.44,264.38,506.8,191.7
802200313,802,2003,13,West Bengal,24 - Paraganas North,386.52,0,0,117.96,0,0,0,2.4,257.45,481.85,187.2
802200413,802,2004,13,West Bengal,24 - Paraganas North,386.52,0,0,114.47,0,0,0,1.78,265.51,471.77,177.7
802200513,802,2005,13,West Bengal,24 - Paraganas North,386.52,0,0,120.34,0,0,0,1.33,260.54,495.91,190.3
802200613,802,2006,13,West Bengal,24 - Paraganas North,386.52,0,0,119.7,0,0,0,2.4,259.98,516.21,198.6
802200713,802,2007,13,West Bengal,24 - Paraganas North,386.52,0,0,0,0.17,0,0,1.82,259.22,520.41,200.8
802200813,802,2008,13,West Bengal,24 - Paraganas North,386.52,0,0,122.37,0,0,0,1.89,257.41,510.9,198.5
802200913,802,2009,13,West Bengal,24 - Paraganas North,386.52,0,0.06,123.23,0,0,0,39.13,219.63,472.18,215
802201013,802,2010,13,West Bengal,24 - Paraganas North,386.52,0,0,124.78,0,0,0,33.91,223.02,452.78,203
802201113,802,2011,13,West Bengal,24 - Paraganas North,386.52,0,0.04,124.36,0.25,0,0.63,26.73,230.06,464.09,201.7
802201213,802,2012,13,West Bengal,24 - Paraganas North,386.52,0,0.03,125.3,0.21,0,0.59,25.13,231.27,459.97,198.9
802201313,802,2013,13,West Bengal,24 - Paraganas North,386.52,0,0,126.19,0.2,0,0.35,23.03,232.8,470.11,201.9
802201413,802,2014,13,West Bengal,24 - Paraganas North,386.52,0,0.01,127.67,0.11,0,0.01,22.27,232.09,483.26,208.2
802201513,802,2015,13,West Bengal,24 - Paraganas North,386.52,0,0.03,129.15,0.06,0,0,21.11,231.4,485.49,209.8
802201613,802,2016,13,West Bengal,24 - Paraganas North,386.52,0.09,0.03,131.54,0.04,0,0,19.11,231,489.14,211.7
802201713,802,2017,13,West Bengal,24 - Paraganas North,386.52,0.09,0.01,133.15,0.06,0,0,18.3,230.94,476.32,206.3
803199013,803,1990,13,West Bengal,Nadia,391.5,1.2,2.2,129.15,0,0,0,21.11,287.2,655.6,228.3
803199113,803,1991,13,West Bengal,Nadia,391.5,1.2,2.2,129.15,0,0,0,21.11,287.2,652.7,-1
803199213,803,1992,13,West Bengal,Nadia,391.5,1.2,2.2,129.15,0,0,0,21.11,287.2,662.3,-1
803199313,803,1993,13,West Bengal,Nadia,391.5,1.2,2.2,129.15,0,0,0,21.11,287.2,635.9,-1
803199413,803,1994,13,West Bengal,Nadia,391.5,1.2,2.2,77.62,1.8,0.15,0.16,3.9,300.3,-1,-1
803199513,803,1995,13,West Bengal,Nadia,390.66,1.22,0.07,71.28,3.07,0.31,0.79,11.78,297.8,702.25,235.8
803199613,803,1996,13,West Bengal,Nadia,390.66,1.22,0.32,75.61,0.75,0.21,0.35,14.13,294.46,-1,-1
803199713,803,1997,13,West Bengal,Nadia,390.66,1.22,0.08,73.02,1.35,0.18,0.12,17.42,293.15,735.33,250.8
803199813,803,1998,13,West Bengal,Nadia,390.66,1.22,0.98,72.75,1.73,0.18,0.05,8.21,300.87,731.36,243.1
803199913,803,1999,13,West Bengal,Nadia,390.66,1.22,0.78,67.7,2.31,0.03,0.1,5.93,309.33,769.13,248.6
803200013,803,2000,13,West Bengal,Nadia,390.66,1.22,0.61,75.93,1,0.1,0.09,8.53,298.49,721.63,241.8
803200113,803,2001,13,West Bengal,Nadia,390.66,1.22,0.22,71.65,1.54,0.14,0.2,5.42,306.86,851.76,277.6
803200213,803,2002,13,West Bengal,Nadia,390.66,1.22,0.58,69.99,0.71,0.03,0.26,3.61,310.8,858.4,276.2
803200313,803,2003,13,West Bengal,Nadia,390.66,1.22,0.2,74.71,0.58,0.1,0.05,3.94,307.22,820.45,267.1
803200413,803,2004,13,West Bengal,Nadia,390.66,1.22,0.05,80.55,0.71,0.03,0.08,4.29,299.94,758.13,252.8
803200513,803,2005,13,West Bengal,Nadia,390.66,1.22,0.23,85.48,1.24,0.53,0.54,5.25,292,730.46,250.2
803200613,803,2006,13,West Bengal,Nadia,390.66,1.22,0.17,86.52,0.7,0.07,0.67,6.9,290,701.35,241.8
803200713,803,2007,13,West Bengal,Nadia,390.66,1.22,0.12,88.36,0.82,0.04,0.27,5.83,289.25,697.74,241.2
803200813,803,2008,13,West Bengal,Nadia,390.66,1.22,0.21,90.14,0.9,0.11,0.08,5.05,289.17,697.2,241.1
803200913,803,2009,13,West Bengal,Nadia,390.66,1.22,0.25,88.94,0.79,0.05,0.37,4.4,290.74,667.67,229.6
803201013,803,2010,13,West Bengal,Nadia,390.66,1.22,0.05,90.22,0.63,0.06,0.11,4.18,290.45,672.31,231.5
803201113,803,2011,13,West Bengal,Nadia,390.66,1.22,0.04,88.45,0.58,0,0.59,4.26,292.94,712.4,243.2
803201213,803,2012,13,West Bengal,Nadia,390.66,1.22,0.03,89.02,0.4,0,0.52,3.43,293.55,718.56,244.8
803201313,803,2013,13,West Bengal,Nadia,390.66,1.22,0.03,89.15,0.31,0,0.43,2.94,294.3,713.08,242.3
803201413,803,2014,13,West Bengal,Nadia,390.66,1.22,0.25,89.5,0.32,0.04,0.1,2.87,293.88,717.94,244.3
803201513,803,2015,13,West Bengal,Nadia,390.66,1.22,0.32,89.85,0.34,0.08,0.03,2.66,293.45,708.26,241.4
803201613,803,2016,13,West Bengal,Nadia,390.66,1.23,0.31,89.98,0.37,0.07,0.01,2.45,293.39,678.5,231.3
803201713,803,2017,13,West Bengal,Nadia,390.66,1.23,0.29,90.17,0.3,0.06,0.02,1.88,293.57,670.87,228.5
804199013,804,1990,13,West Bengal,Murshidabad,532.5,1,0.72,106.78,3.2,0,2,2,404.57,742.6,183.6
804199113,804,1991,13,West Bengal,Murshidabad,532.5,1,0.72,106.78,3.2,0,2,2,404.57,706.3,-1
804199213,804,1992,13,West Bengal,Murshidabad,532.5,1,0.72,106.78,3.2,0,2,2,404.57,733.1,-1
804199313,804,1993,13,West Bengal,Murshidabad,532.5,1,0.72,106.78,3.2,0,2,2,404.57,712.5,-1
804199413,804,1994,13,West Bengal,Murshidabad,532.4,1,0.72,106.78,3.2,0.36,1.95,2,407.7,-1,-1
804199513,804,1995,13,West Bengal,Murshidabad,532.38,0.77,1.5,106.45,2.88,0.03,1.29,3.06,407.19,773.8,190
804199613,804,1996,13,West Bengal,Murshidabad,532.38,0.77,1.6,106.62,2.35,0.49,1.1,3.08,407.15,-1,-1
804199713,804,1997,13,West Bengal,Murshidabad,532.38,0.77,2.27,106.41,2.05,0.42,0.8,2.23,408.3,800.87,196.1
804199813,804,1998,13,West Bengal,Murshidabad,532.5,0.77,2.28,106.57,2,0.44,0.85,2.13,408.32,840.5,205.8
804199913,804,1999,13,West Bengal,Murshidabad,532.5,0.77,1.15,106.62,1.11,0.01,0.16,2.5,418,879.06,210.3
804200013,804,2000,13,West Bengal,Murshidabad,532.5,0.77,1.83,114.24,0.69,0.08,0.09,20.57,393.04,754.94,192.1
804200113,804,2001,13,West Bengal,Murshidabad,532.5,0.77,1.75,117.81,0.78,0.18,0.5,2.87,406.45,914.59,225
804200213,804,2002,13,West Bengal,Murshidabad,532.5,0.77,2.24,117.28,0.87,0.03,0.27,0.92,406.46,927.37,228.2
804200313,804,2003,13,West Bengal,Murshidabad,532.5,0.77,2.03,120.8,0.83,0.04,0.4,1.82,403.82,972.04,240.7
804200413,804,2004,13,West Bengal,Murshidabad,532.5,0.77,1.86,120.79,0.57,0.04,0.1,0.92,404.57,958.22,236.8
804200513,804,2005,13,West Bengal,Murshidabad,532.5,0.77,2.16,125.11,1.14,0.12,0.14,0.7,401.37,937.78,233.6
804200613,804,2006,13,West Bengal,Murshidabad,532.5,0.77,1.9,125.32,0.86,0.14,0.09,0.39,402.3,946.79,235.3
804200713,804,2007,13,West Bengal,Murshidabad,532.5,0.77,2,127.85,0.83,0.01,0.01,0.33,398.77,976.25,244.8
804200813,804,2008,13,West Bengal,Murshidabad,532.5,0.77,2,128.16,0.53,0.01,0.01,0.38,399.56,937.8,234.7
804200913,804,2009,13,West Bengal,Murshidabad,532.5,0.77,1.96,129.4,1.02,0.01,0.16,0.51,397.47,932.05,234.5
804201013,804,2010,13,West Bengal,Murshidabad,532.5,0.77,1.98,130.76,1.37,0.01,0.24,0.33,395.96,866.83,218.9
804201113,804,2011,13,West Bengal,Murshidabad,532.5,0.77,1.68,130.94,1.53,0.01,0.2,0.94,395.27,892.44,225.8
804201213,804,2012,13,West Bengal,Murshidabad,532.5,0.77,1.58,131.02,1.32,0,0.11,0.5,396.12,914.8,230.9
804201313,804,2013,13,West Bengal,Murshidabad,532.5,0.77,1.52,131.34,0.8,0,0.11,0.84,395.98,923.29,233.2
804201413,804,2014,13,West Bengal,Murshidabad,532.5,0.77,1.45,130.45,0.47,0.03,0.02,0.85,397.01,947.25,238.6
804201513,804,2015,13,West Bengal,Murshidabad,532.5,0.77,1.38,129.45,0.27,0.06,0.02,0.87,397.92,1007.1,253.1
804201613,804,2016,13,West Bengal,Murshidabad,532.5,0.77,1.31,128.95,0.23,0.06,0.01,0.78,398.22,983.08,246.9
804201713,804,2017,13,West Bengal,Murshidabad,532.5,0.77,1.3,128.45,0.24,0.03,0.01,0.6,398.34,941,236.2
805199013,805,1990,13,West Bengal,Burdwan,-1,451.07,-1,-1,-1,-1,-1,-1,460.25,741.9,161.2
805199113,805,1991,13,West Bengal,Burdwan,-1,-1,-1,-1,-1,-1,-1,-1,-1,735.9,-1
805199213,805,1992,13,West Bengal,Burdwan,-1,-1,-1,-1,-1,-1,-1,-1,-1,707.5,-1
805199313,805,1993,13,West Bengal,Burdwan,-1,-1,-1,-1,-1,-1,-1,-1,-1,728.4,-1
805199413,805,1994,13,West Bengal,Burdwan,698.5,28.8,4.45,165.42,8,0.05,2.63,14.5,473.9,-1,-1
805199513,805,1995,13,West Bengal,Burdwan,698.46,28.78,4.12,178.74,8.11,0.19,3.52,8.48,465.69,771.83,165.7
805199613,805,1996,13,West Bengal,Burdwan,698.5,28.8,1.03,174.05,8.64,0.23,2.6,8.6,473.1,-1,-1
805199713,805,1997,13,West Bengal,Burdwan,698.46,28.78,0.81,172.81,6.77,0.34,3.74,6.61,475.67,846.57,178
805199813,805,1998,13,West Bengal,Burdwan,698.46,28.78,1.65,177.33,5.03,0.46,4.43,8.25,466.33,882.63,189.3
805199913,805,1999,13,West Bengal,Burdwan,698.46,28.78,1.99,190.06,8.77,0.29,3,7.83,456.75,872.84,191.1
805200013,805,2000,13,West Bengal,Burdwan,698.45,28.78,1.27,167.5,7.53,0.18,5.31,9.77,477.49,788.68,165.2
805200113,805,2001,13,West Bengal,Burdwan,699.06,22.51,1.18,182.86,7.16,0.3,2.15,9.26,472.96,874.76,185
805200213,805,2002,13,West Bengal,Burdwan,699.06,22.24,1.93,181.27,9.78,0.12,1.88,11.05,469.76,859.77,183
805200313,805,2003,13,West Bengal,Burdwan,698.74,22.27,2.38,182.62,9.84,0.62,3.33,8.04,466.63,865.08,185.4
805200413,805,2004,13,West Bengal,Burdwan,698.76,22.27,0.8,195.95,8.06,0.38,4.61,7.7,457.8,837.14,182.9
805200513,805,2005,13,West Bengal,Burdwan,698.76,22.27,0.52,198.39,9.59,0.16,4.9,5.72,454.94,825.03,181.3
805200613,805,2006,13,West Bengal,Burdwan,698.76,21.17,0.82,200.89,6.92,0.65,1.96,7.04,458.51,852.18,185.9
805200713,805,2007,13,West Bengal,Burdwan,698.76,21.17,1.04,206.02,7.58,0.31,1.96,7.4,452.04,832.18,184.1
805200813,805,2008,13,West Bengal,Burdwan,698.76,21.17,1.72,207.77,5.92,0.32,1.14,6.95,452.4,861.9,190.5
805200913,805,2009,13,West Bengal,Burdwan,698.76,21.17,1.37,208.53,5.61,0.22,1.37,4.98,454.11,864.98,190.5
805201013,805,2010,13,West Bengal,Burdwan,698.76,21.17,0.86,211.57,4.88,0.26,1.24,4.35,452.46,747.94,165.3
805201113,805,2011,13,West Bengal,Burdwan,698.76,21.17,0.65,211.92,6.09,0.33,1.46,4.31,451.97,772.45,170.9
805201213,805,2012,13,West Bengal,Burdwan,698.76,21.17,0.57,213.77,4.45,0.16,1.25,3.7,452.88,776.29,171.4
805201313,805,2013,13,West Bengal,Burdwan,698.76,21.17,0.44,214.19,3.75,0.06,1.09,3.31,453.79,797.47,175.7
805201413,805,2014,13,West Bengal,Burdwan,698.76,21.17,0.4,214.66,2.92,0.03,0.8,2.48,455.38,780.1,171.3
805201513,805,2015,13,West Bengal,Burdwan,698.76,21.17,0.35,215.13,1.94,0.02,0.36,1.57,457.37,792.75,173.3
805201613,805,2016,13,West Bengal,Burdwan,698.76,22.79,0.29,216.53,1.53,0.01,0.16,1.34,455.3,738.26,162.1
805201713,805,2017,13,West Bengal,Burdwan,537.3,14.54,0.1,120.99,0.25,0.01,0.08,0.39,400.04,733.94,183.5
806199013,806,1990,13,West Bengal,Birbhum,-1,-1,-1,-1,-1,-1,-1,-1,343.39,495.2,144.2
806199113,806,1991,13,West Bengal,Birbhum,-1,-1,-1,-1,-1,-1,-1,-1,-1,437.9,-1
806199213,806,1992,13,West Bengal,Birbhum,-1,-1,-1,-1,-1,-1,-1,-1,-1,431.6,-1
806199313,806,1993,13,West Bengal,Birbhum,-1,-1,-1,-1,-1,-1,-1,-1,-1,447.4,-1
806199413,806,1994,13,West Bengal,Birbhum,452.1,15,3.27,95.11,6,0.62,3.5,5,310,-1,-1
806199513,806,1995,13,West Bengal,Birbhum,452.07,15.03,2.59,95.52,5.98,0.58,3.5,3.07,311.52,490.33,157.4
806199613,806,1996,13,West Bengal,Birbhum,452.07,15.05,1.99,100.58,5.16,0.86,1.41,2.01,316.74,-1,-1
806199713,806,1997,13,West Bengal,Birbhum,452.07,15.05,2.48,88.33,5.6,0.58,2.22,4.54,331.11,474.08,143.2
806199813,806,1998,13,West Bengal,Birbhum,452.07,15.05,1,85.42,4.81,0.58,2.67,1.45,339.31,514.32,151.6
806199913,806,1999,13,West Bengal,Birbhum,452.07,15.05,1.75,92.2,4.47,0.67,2.91,2.02,330.62,515.51,155.9
806200013,806,2000,13,West Bengal,Birbhum,451.12,16.03,1.74,81.84,3.37,0.72,2.57,6.54,337.53,458.67,135.9
806200113,806,2001,13,West Bengal,Birbhum,451.12,16.03,1.78,86.62,3.49,0.57,2.47,19.21,320.32,533.68,166.6
806200213,806,2002,13,West Bengal,Birbhum,451.12,15.85,1.15,86.64,3.32,0.39,1.56,14.55,326.85,537.28,164.4
806200313,806,2003,13,West Bengal,Birbhum,451.12,15.85,0.4,90.81,2.92,0.3,2.61,26.03,311.45,516.71,165.9
806200413,806,2004,13,West Bengal,Birbhum,451.12,15.85,0.38,91.77,3.53,0.4,3.36,13.65,320.61,532.99,166.2
806200513,806,2005,13,West Bengal,Birbhum,451.12,15.85,0.36,96.38,2.04,0.27,2.17,13.23,319.96,514.49,160.8
806200613,806,2006,13,West Bengal,Birbhum,451.12,15.85,0.3,94.57,3.09,0.25,4.11,14.26,317.67,549.73,173
806200713,806,2007,13,West Bengal,Birbhum,451.12,15.85,0.28,96.81,3.88,0.18,2.37,12.34,318.54,560.77,176
806200813,806,2008,13,West Bengal,Birbhum,451.12,15.85,0.52,98.16,4,0.31,3.95,7.42,320.08,568.1,177.5
806200913,806,2009,13,West Bengal,Birbhum,451.12,15.85,0.48,98.35,3.6,0.23,3.17,6.36,322.23,528.61,164
806201013,806,2010,13,West Bengal,Birbhum,451.12,15.85,0.28,101.19,2.82,0.17,2.7,7.33,319.96,420.91,131.6
806201113,806,2011,13,West Bengal,Birbhum,451.12,15.85,0.34,99.84,2.57,0.16,1.55,4.85,325.39,555.98,170.9
806201213,806,2012,13,West Bengal,Birbhum,451.12,15.85,0.22,100.67,1.71,0.15,1.32,4.46,326.02,539.27,165.4
806201313,806,2013,13,West Bengal,Birbhum,451.12,15.85,0.15,101.3,1.37,0.1,0.93,3.59,327.01,557.4,170.5
806201413,806,2014,13,West Bengal,Birbhum,451.12,15.85,0.1,101.72,1.32,0.12,0.89,3.02,327.33,555.63,169.7
806201513,806,2015,13,West Bengal,Birbhum,451.12,15.85,0.04,102.14,1.25,0.14,0.82,2.52,327.63,590.64,180.3
806201613,806,2016,13,West Bengal,Birbhum,451.12,15.85,0.03,103.58,1.05,0.13,0.71,2.02,327.03,578.72,177
806201713,806,2017,13,West Bengal,Birbhum,451.12,15.85,0.03,104.02,1.06,0.15,0.75,1.58,326.53,616.73,188.9
807199013,807,1990,13,West Bengal,Bankura,-1,-1,-1,-1,-1,-1,-1,-1,391.22,542.6,138.7
807199113,807,1991,13,West Bengal,Bankura,-1,-1,-1,-1,-1,-1,-1,-1,-1,524.9,-1
807199213,807,1992,13,West Bengal,Bankura,-1,-1,-1,-1,-1,-1,-1,-1,-1,515.8,-1
807199313,807,1993,13,West Bengal,Bankura,-1,-1,-1,-1,-1,-1,-1,-1,-1,497.9,-1
807199413,807,1994,13,West Bengal,Bankura,688.1,148.5,2.88,117.18,14.7,2.47,4.99,16.8,379.2,-1,-1
807199513,807,1995,13,West Bengal,Bankura,688.1,148.35,2.33,128.22,14.06,2.59,4.27,20.93,365.66,539.54,147.6
807199613,807,1996,13,West Bengal,Bankura,688.1,148.35,1.73,130.37,13.48,2.67,4.12,21.13,361.31,-1,-1
807199713,807,1997,13,West Bengal,Bankura,688.1,148.35,1.63,132.09,12.16,2.75,4.09,26.96,358.28,550.8,153.7
807199813,807,1998,13,West Bengal,Bankura,688.1,148.35,1.67,132.13,12.18,1.6,4.72,53.79,332.37,500.64,150.6
807199913,807,1999,13,West Bengal,Bankura,688.1,148.35,1.68,138.96,9.22,1.38,4.49,32.29,349.59,523.17,149.7
807200013,807,2000,13,West Bengal,Bankura,688.1,148.35,1.56,121.71,6.68,0.66,2.35,62.14,344.07,499.24,145.1
807200113,807,2001,13,West Bengal,Bankura,688.1,148.35,2.46,109.62,4.6,0.66,3.5,34.01,383.34,539.23,140.7
807200213,807,2002,13,West Bengal,Bankura,688.1,147.29,3.3,130.47,2.34,0.5,1.39,45.36,357.14,427.47,119.7
807200313,807,2003,13,West Bengal,Bankura,688.1,147.7,2.37,142.19,3.71,0.52,1.49,41.12,348.13,441.2,126.7
807200413,807,2004,13,West Bengal,Bankura,688,148.93,4.05,143.99,4.66,1.5,1.88,42.68,338.18,460.51,136.2
807200513,807,2005,13,West Bengal,Bankura,688,148.93,3.16,146.55,5.32,0.95,3.02,38.24,335.58,493.85,147.2
807200613,807,2006,13,West Bengal,Bankura,688,149.17,1.53,146.66,1.57,0.72,0.32,40.44,344.66,551.04,159.9
807200713,807,2007,13,West Bengal,Bankura,688,148.93,1.72,147.97,2.12,0.7,1.03,37.48,345.39,565.77,163.8
807200813,807,2008,13,West Bengal,Bankura,688,148.93,2.08,146.19,2.25,1.13,2.05,35.89,346.87,514.4,148.3
807200913,807,2009,13,West Bengal,Bankura,688,148.93,2.31,147,2.04,0.81,1.62,32.32,350.15,514.28,146.9
807201013,807,2010,13,West Bengal,Bankura,688,148.93,1.42,148.48,2.13,0.78,1.97,118.76,264.09,321.58,121.8
807201113,807,2011,13,West Bengal,Bankura,688,148.93,2.42,156.02,2.42,1.09,1.18,44.82,329.28,504.06,153.1
807201213,807,2012,13,West Bengal,Bankura,688,148.93,1.65,158.52,1.56,0.97,1.08,42.21,331.19,504.3,152.3
807201313,807,2013,13,West Bengal,Bankura,688,148.93,1.62,161.56,1.4,0.89,0.98,34.64,336.35,508.87,151.3
807201413,807,2014,13,West Bengal,Bankura,688,148.93,1.65,162.68,1.53,0.47,0.87,33.11,337.31,492.23,145.9
807201513,807,2015,13,West Bengal,Bankura,688,148.93,1.68,163.79,1.63,0.21,0.77,32.11,337.77,506.6,150
807201613,807,2016,13,West Bengal,Bankura,688,148.93,1.66,164.44,1.62,0.12,0.66,31.17,338.33,520.85,153.9
807201713,807,2017,13,West Bengal,Bankura,688,148.93,1.5,163.15,1.97,0.13,0.5,31,339.87,535.01,157.4
810199013,810,1990,13,West Bengal,Hooghly,-1,-1,-1,-1,-1,-1,-1,-1,221.8,450.8,203.2
810199113,810,1991,13,West Bengal,Hooghly,-1,-1,-1,-1,-1,-1,-1,-1,-1,470.3,-1
810199213,810,1992,13,West Bengal,Hooghly,-1,-1,-1,-1,-1,-1,-1,-1,-1,430.6,-1
810199313,810,1993,13,West Bengal,Hooghly,-1,-1,-1,-1,-1,-1,-1,-1,-1,446,-1
810199413,810,1994,13,West Bengal,Hooghly,312.2,0.6,0.84,75.48,3.1,0.04,0.29,0.6,229,-1,-1
